player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Tedric Thompson,11866,S,COLORADO,14,0,0,143,47.2,0,2,7,1.5,0.0,0,3,14.3,0,522,8,2,0,46.6,0,2,4,2.1,0.0,0,25.0,0,194,4,2
Eddie Jackson,11867,S,ALABAMA,8,0,0,103,59.2,0,0,1,0.4,0.0,0,0,0.0,0,278,1,0,0,,0,0,0,0.0,,0,,0,132,0,0
Rayshawn Jenkins,11868,S,MIAMI FL,13,0,0,220,73.1,1,2,22,4.9,9.1,2,1,20.5,3,465,23,6,0,66.0,0,0,7,4.6,0.0,0,28.6,2,152,7,2
Carl Lawson,11871,ED,AUBURN,13,0,0,115,91.6,15,45,347,97.3,20.7,72,6,11.2,9,374,364,69,0,93.2,7,30,143,100.0,37.1,53,17.1,6,153,153,43
Ben Gedeon,11875,LB,MICHIGAN,13,0,0,222,64.3,3,8,94,25.3,6.4,6,1,12.2,6,407,103,17,0,63.9,1,4,39,26.2,7.7,3,16.7,4,164,43,9
Montae Nicholson,11878,S,MICH STATE,11,0,1,223,60.0,0,0,0,0.3,,0,1,,0,313,1,0,0,,0,0,0,0.0,,0,,0,112,0,0
Jalen Reeves-Maybin,11879,LB,TENNESSEE,4,0,0,307,46.7,1,1,3,5.6,0.0,0,0,33.3,0,54,3,2,0,47.3,0,1,1,12.5,0.0,0,50.0,0,8,1,1
Howard Wilson,11881,CB,HOUSTON,13,1,1,182,69.3,0,1,4,1.1,0.0,0,3,12.5,0,460,5,1,0,58.3,0,0,0,0.7,,0,,0,149,1,0
Deatrich Wise Jr.,11886,ED,ARKANSAS,13,2,0,111,80.2,11,24,258,98.9,15.1,39,0,8.7,5,268,265,40,0,85.8,6,15,104,100.0,25.0,26,14.9,5,109,109,26
Ryan Glasgow,11893,DI,MICHIGAN,13,2,0,222,89.4,10,21,244,100.0,17.2,42,0,9.2,7,257,257,38,1,88.5,3,16,87,100.0,25.3,22,16.7,5,93,93,24
Carlos Watkins,11897,DI,CLEMSON,15,5,0,140,78.1,4,23,403,98.0,9.2,37,2,6.3,12,440,431,39,1,81.1,2,13,116,99.2,16.4,19,10.8,5,129,128,20
Blair Brown,11903,LB,OHIO,14,0,0,259,76.2,2,16,100,22.5,16.0,16,5,13.0,4,458,103,22,0,77.4,0,8,35,20.1,25.7,9,17.1,2,179,36,10
Damontae Kazee,11904,CB,S DIEGO ST,14,0,0,284,58.1,0,2,7,1.6,14.3,1,2,14.3,0,515,8,2,0,61.5,0,2,5,2.1,20.0,1,20.0,0,241,5,2
Desmond King II,11906,CB,IOWA,13,0,0,192,58.3,0,0,1,0.5,0.0,0,3,0.0,0,439,2,0,0,59.1,0,0,0,0.5,,0,,0,208,1,0
Corn Elder,11907,CB,MIAMI FL,13,1,0,220,81.9,1,3,20,4.3,5.0,1,1,25.0,3,492,21,7,0,72.5,1,2,12,8.3,8.3,1,29.2,2,157,13,5
Jayon Brown,11910,LB,UCLA,12,0,0,324,68.4,5,9,68,15.0,5.9,4,2,14.7,3,520,78,17,0,75.0,3,6,39,23.4,7.7,3,19.2,3,184,43,12
Anthony Walker Jr.,11916,LB,NWESTERN,13,0,0,256,72.0,3,16,57,10.9,17.5,10,1,20.2,2,531,58,21,0,68.0,3,5,27,14.0,14.8,4,18.5,1,193,27,9
Matt Milano,11918,LB,BOSTON COL,13,0,0,121,65.8,2,11,98,23.0,9.2,9,2,12.8,6,466,107,19,0,66.1,0,5,32,21.3,18.8,6,17.2,3,155,33,8
Marquel Lee,11923,LB,WAKE,13,0,0,339,76.6,2,5,81,18.1,9.9,8,1,14.2,8,463,84,15,0,77.4,0,0,31,23.8,3.2,1,9.7,3,130,31,3
Treston Decoud,11924,CB,OREGON ST,12,0,0,265,54.8,0,0,2,0.4,0.0,0,8,0.0,0,471,2,0,0,,0,0,0,0.0,,0,,0,135,0,0
Brian Allen,11928,CB,UTAH,13,0,0,328,56.6,0,0,3,0.7,0.0,0,4,0.0,0,427,3,0,0,58.2,0,0,2,1.1,0.0,0,0.0,0,186,2,0
Davon Godchaux,11934,DI,LSU,12,0,0,211,68.4,9,15,336,100.0,8.6,29,2,6.0,8,349,349,32,0,71.9,5,9,118,100.0,14.4,17,10.2,5,123,123,19
Ukeme Eligwe,11938,LB,GA SOUTHRN,11,1,0,174,63.3,3,5,45,16.0,6.7,3,0,15.6,3,318,51,11,0,62.6,1,2,19,15.1,15.8,3,23.7,3,139,21,6
Caleb Brantley,11939,DI,FLORIDA,13,0,0,163,83.0,10,16,193,100.0,15.0,29,5,8.3,3,200,200,29,0,74.4,1,8,91,100.0,16.5,15,8.2,3,96,96,12
Nathan Gerry,11940,S,NEBRASKA,11,0,0,238,78.8,1,1,8,2.0,12.5,1,1,25.0,1,399,8,3,0,80.3,0,1,2,1.3,50.0,1,75.0,1,149,2,2
Chuck Clark,11941,S,VA TECH,14,0,1,337,52.9,0,0,6,1.3,16.7,1,2,0.0,0,520,7,0,0,55.8,0,0,2,1.4,50.0,1,0.0,0,143,2,0
Mike Tyson,11942,CB,CINCINNATI,10,0,0,138,69.8,0,0,3,1.1,0.0,0,1,33.3,1,379,4,1,0,,0,0,0,0.0,,0,,0,129,0,0
Tanzel Smart,11944,DI,TULANE,12,0,1,319,78.9,7,33,375,99.5,9.9,37,8,7.2,7,403,401,47,0,75.7,2,16,118,99.2,13.6,16,10.2,3,126,125,21
Xavier Woods,11946,S,LA TECH,14,1,1,208,75.4,4,1,28,5.1,3.6,1,2,19.6,3,544,28,8,0,73.5,1,1,12,6.6,8.3,1,33.3,3,182,12,5
Jordan Evans,11947,LB,OKLAHOMA,13,2,1,261,64.5,3,6,64,12.4,4.7,3,2,10.2,2,541,67,11,0,59.1,1,2,20,12.5,10.0,2,7.5,0,176,22,3
Vincent Taylor,11949,DI,OKLA STATE,13,1,0,262,91.1,8,27,252,97.4,16.3,41,0,10.1,8,271,264,43,0,90.3,5,13,67,98.6,31.3,21,17.9,3,72,71,21
Tanner Vallejo,11950,LB,BOISE ST,9,0,0,120,76.5,7,11,44,15.4,15.9,7,0,25.0,2,305,47,20,0,69.9,3,1,15,16.5,20.0,3,20.0,1,97,16,5
D.J. Jones,11953,DI,OLE MISS,12,0,0,226,65.5,1,6,200,100.0,5.5,11,0,2.8,2,208,208,9,0,63.1,1,3,60,100.0,6.7,4,6.7,2,63,63,6
Pita Taumoepenu,11957,ED,UTAH,13,0,0,328,81.0,9,32,384,96.4,12.0,46,2,7.9,10,417,402,51,0,76.5,5,24,179,96.9,17.3,31,10.9,5,194,188,34
Jeremiah Ledbetter,11960,DI,ARKANSAS,13,1,0,111,64.3,4,13,306,98.4,7.2,22,1,4.7,6,321,316,23,0,70.0,2,8,113,100.0,14.2,16,9.7,6,120,120,16
Brandon Wilson,11962,CB,HOUSTON,9,0,0,182,67.6,1,4,43,12.2,7.0,3,2,10.5,2,362,44,7,0,76.4,1,3,22,18.6,13.6,3,18.2,2,118,22,6
Rudy Ford,11963,CB,AUBURN,12,0,0,115,59.7,1,2,19,5.3,5.3,1,2,7.9,0,398,21,3,0,55.8,0,0,3,1.9,0.0,0,0.0,0,162,3,0
Elijah Qualls,11969,DI,WASHINGTON,14,0,0,340,69.6,2,29,308,97.9,11.0,34,1,6.3,4,331,324,35,0,71.6,1,16,120,98.4,16.7,20,9.6,3,129,127,20
Marquez White,11971,CB,FLORIDA ST,13,1,1,167,67.1,0,0,3,0.7,0.0,0,3,0.0,0,457,3,0,1,73.0,0,0,1,0.6,0.0,0,0.0,0,169,1,0
Leon McQuay,11973,S,USC,13,0,0,326,65.4,1,4,29,7.0,6.9,2,0,15.5,2,428,30,7,0,61.6,1,2,12,7.0,0.0,0,12.5,0,185,13,3
Ifeadi Odenigbo,11975,ED,NWESTERN,13,0,0,256,80.7,10,32,302,96.3,17.2,52,0,10.3,10,323,311,52,0,84.0,5,21,133,98.6,24.1,32,13.5,5,138,136,31
Shalom Luani,11976,S,WASH STATE,12,1,0,341,80.1,4,5,34,7.5,11.8,4,0,19.1,2,467,35,11,0,71.3,1,1,7,6.3,28.6,2,28.6,1,128,8,3
Jalen Myrick,11977,CB,MINNESOTA,13,0,0,225,51.1,1,0,5,0.9,0.0,0,2,10.0,0,576,5,1,0,,0,0,0,0.0,,0,,0,231,0,0
Stevie Tu'ikolovatu,11978,DI,USC,13,2,0,326,58.9,0,12,313,99.7,4.5,14,4,2.2,1,328,327,13,0,62.8,0,11,122,99.2,9.0,11,5.3,1,128,127,12
Isaac Rochell,11980,DI,NOTRE DAME,12,1,2,258,71.8,5,19,271,100.0,10.0,27,4,4.8,1,291,291,25,0,68.7,2,6,48,100.0,22.9,11,10.4,1,54,54,9
Josh Carraway,11982,ED,TCU,13,0,0,305,63.1,5,19,328,86.9,9.5,31,2,6.1,8,398,346,32,0,69.4,4,11,102,92.2,20.6,21,12.3,5,116,107,20
Adrian Colbert,11983,CB,MIAMI FL,7,0,0,220,57.4,1,0,2,1.1,0.0,0,0,25.0,0,178,2,1,0,60.0,1,0,1,1.8,0.0,0,50.0,0,55,1,1
Joey Ivie,11984,DI,FLORIDA,11,0,0,163,72.2,7,13,196,100.0,11.2,22,1,7.1,4,203,203,24,0,77.0,5,9,95,100.0,16.8,16,11.6,4,100,100,18
Josh Harvey-Clemons,11985,S,LOUISVILLE,10,0,1,210,66.7,3,4,23,8.7,4.3,1,3,19.6,1,310,27,8,0,68.6,1,2,10,9.4,0.0,0,25.0,1,117,11,4
Elijah Lee,11987,LB,KANSAS ST,13,1,0,199,71.9,5,7,81,15.6,8.6,7,0,8.6,1,544,85,13,1,70.7,3,1,25,13.6,8.0,2,8.0,0,191,26,4
Ejuan Price,11989,ED,PITTSBURGH,13,0,0,268,81.9,13,39,469,96.5,14.7,69,2,9.0,16,515,497,68,0,79.3,7,18,137,96.7,23.4,32,13.5,6,151,146,31
Joshua Holsey,11990,CB,AUBURN,12,0,0,115,56.9,0,0,4,1.2,0.0,0,3,0.0,0,326,4,0,0,,0,0,0,0.0,,0,,0,126,0,0
Treyvon Hester,11999,DI,TOLEDO,10,1,0,316,75.2,5,20,278,100.0,9.0,25,2,5.9,4,293,293,29,0,75.3,2,11,105,100.0,11.4,12,8.1,2,112,112,15
Jack Tocho,12000,CB,NC STATE,13,0,0,248,64.1,0,0,4,0.8,25.0,1,2,25.0,1,499,4,1,0,,0,0,0,0.0,,0,,0,187,0,0
Jordan Carrell,12001,DI,COLORADO,14,0,0,143,61.6,10,15,414,99.8,5.3,22,3,4.2,5,428,427,30,0,58.1,3,5,149,100.0,5.4,8,4.7,3,153,153,11
Keion Adams,12003,ED,W MICHIGAN,14,0,2,347,77.5,9,36,401,93.2,13.7,55,5,7.4,7,455,424,52,0,74.7,7,18,163,98.9,18.4,30,10.1,4,174,172,29
Patrick O'Connor,12005,ED,E MICHIGAN,13,3,0,160,84.3,8,18,352,99.7,13.1,46,5,6.3,9,372,371,35,0,78.0,3,9,106,100.0,17.9,19,8.5,3,111,111,15
Ironhead Gallon,12012,LB,GA SOUTHRN,12,0,0,174,63.0,2,4,43,12.0,9.3,4,2,7.0,0,401,48,6,0,79.8,2,2,13,8.5,30.8,4,15.4,0,176,15,4
Gump Hayes,12013,CB,ARIZONA ST,12,0,0,110,60.0,0,0,1,0.2,0.0,0,2,0.0,0,457,1,0,0,,0,0,0,0.0,,0,,0,171,0,0
Drico Johnson,12015,S,UCF,13,0,0,323,62.7,1,0,6,1.3,0.0,0,1,8.3,0,452,6,1,0,58.3,0,0,2,1.4,0.0,0,0.0,0,141,2,0
Ryan Lewis,12017,CB,PITTSBURGH,13,0,2,268,68.7,0,1,5,1.0,0.0,0,7,30.0,1,490,5,2,0,,0,0,0,0.0,,0,,0,149,0,0
Cyril Noland-Lewis,12019,CB,LA TECH,13,0,0,208,48.3,0,2,8,2.6,0.0,0,2,12.5,0,309,8,2,0,50.6,0,1,4,3.8,0.0,0,12.5,0,105,4,1
Ricky Seals-Jones,12020,WR,TEXAS A&M,1,0,0,312,60.0,0,0,1,100.0,0.0,0,3,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Sojourn Shelton,12021,CB,WISCONSIN,14,0,0,349,59.1,1,0,10,2.0,0.0,0,3,5.0,0,497,10,1,0,62.4,1,0,5,2.3,0.0,0,10.0,0,220,5,1
Pasoni Tasini,12023,DI,UTAH,13,6,0,328,62.6,3,14,434,97.7,4.1,18,1,2.0,0,469,458,17,2,57.7,2,9,181,99.5,5.5,10,3.0,0,191,190,11
Quincy Mauger,12026,S,GEORGIA,13,0,0,173,66.7,1,0,2,1.0,0.0,0,0,25.0,0,192,2,1,0,65.2,1,0,1,1.1,0.0,0,50.0,0,88,1,1
Chris Odom,12031,ED,ARK STATE,13,2,1,113,88.5,11,40,370,100.0,16.2,60,4,10.1,12,397,397,63,0,88.0,6,26,123,100.0,30.9,38,17.1,5,132,132,37
J.T. Jones,12032,ED,MIAMI OH,13,1,0,221,70.5,6,25,336,93.5,11.0,37,4,6.7,7,386,361,38,0,65.2,4,20,156,93.8,17.3,27,9.6,3,178,167,27
Nigel Harris,12038,LB,USF,13,1,0,327,69.8,4,11,80,16.0,6.3,5,4,11.9,2,499,80,17,0,66.8,1,2,15,9.0,13.3,2,10.0,0,167,15,3
James Onwualu,12039,ED,NOTRE DAME,12,0,1,258,65.8,1,3,132,46.9,5.3,7,1,3.0,2,305,143,6,0,65.3,0,2,23,52.0,8.7,2,4.3,0,50,26,2
Brad Watson,12045,CB,WAKE,13,0,1,339,60.7,0,2,5,1.0,20.0,1,7,20.0,0,498,5,2,0,55.2,0,1,2,1.5,0.0,0,25.0,0,135,2,1
Brandon Stewart,12048,CB,KANSAS,12,0,1,198,59.4,0,0,2,0.6,0.0,0,3,0.0,0,321,2,0,0,,0,0,0,0.0,,0,,0,98,0,0
Terrish Webb,12054,S,PITTSBURGH,13,0,0,268,55.3,0,0,3,0.8,0.0,0,1,0.0,0,512,4,0,0,59.9,0,0,1,0.7,0.0,0,0.0,0,145,1,0
Nelson Adams,12056,DI,MISS STATE,13,2,0,227,56.3,0,4,195,99.5,2.6,5,0,2.6,3,203,202,7,0,61.5,0,2,49,100.0,8.2,4,6.1,2,50,50,4
Christian Brown,12057,DI,W VIRGINIA,13,3,0,343,55.0,2,7,346,98.9,2.9,10,2,1.9,2,368,364,11,0,54.8,1,0,42,97.9,2.4,1,1.2,0,48,47,1
Francis Kallon,12059,DI,GA TECH,11,1,0,176,64.6,0,5,150,99.4,4.7,7,1,3.0,2,156,155,7,1,71.5,0,1,39,100.0,7.7,3,1.3,0,41,41,1
Keith Kelsey,12060,LB,LOUISVILLE,13,0,0,210,61.2,7,12,80,17.9,10.0,8,2,13.1,1,458,82,20,0,61.9,4,4,36,20.9,11.1,4,13.9,1,172,36,9
