player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Tyler Williams,55432,ED,WAKE,9,0,1,339,66.3,1,4,109,99.1,8.3,9,1,4.1,2,117,116,7,0,1,2,35,100.0,14.3,5,7.1,1,39,39,4
Jake Simpson,55437,LB,WAKE,6,0,0,339,56.5,0,0,3,25.0,0.0,0,0,0.0,0,12,3,0,0,0,0,0,0.0,,0,,0,3,0,0
DJ Taylor,55438,LB,WAKE,9,0,0,339,66.0,2,4,50,17.1,10.0,5,0,10.0,2,298,51,8,0,0,4,22,26.4,18.2,4,18.2,2,87,23,6
Azizi Hearn,55569,CB,ARIZONA,10,0,0,109,62.9,0,0,3,1.1,33.3,1,4,0.0,0,263,3,0,0,0,0,1,1.0,0.0,0,0.0,0,102,1,0
Myles Hannah,55571,S,BALL ST,8,0,0,117,59.8,0,0,2,2.7,0.0,0,1,0.0,0,75,2,0,0,0,0,0,0.0,,0,,0,17,0,0
Antonio Phillips,55572,CB,BALL ST,10,0,1,117,54.3,0,0,3,1.1,33.3,1,3,0.0,0,268,3,0,0,0,0,1,1.3,0.0,0,0.0,0,76,1,0
Harrison Hand,55576,CB,BAYLOR,10,0,0,118,58.4,0,0,2,1.1,0.0,0,0,0.0,0,190,2,0,0,0,0,0,0.0,,0,,0,45,0,0
Elijah Hicks,55584,CB,CAL,13,0,0,130,58.3,0,0,9,2.5,11.1,1,0,0.0,0,366,9,0,0,0,0,4,3.1,25.0,1,0.0,0,128,4,0
A.J. Terrell,55586,CB,CLEMSON,15,0,2,140,55.8,0,0,3,0.7,0.0,0,4,0.0,0,440,3,0,0,0,0,2,1.9,0.0,0,0.0,0,108,2,0
Josh Blackwell,55589,CB,DUKE,13,0,0,154,65.6,0,0,3,1.0,33.3,1,0,0.0,0,298,3,0,0,0,0,2,1.6,50.0,1,0.0,0,123,2,0
CJ Henderson,55593,CB,FLORIDA,13,0,0,163,94.1,3,1,11,3.2,27.3,3,2,36.4,2,377,12,6,0,3,0,4,3.3,25.0,1,62.5,1,150,5,4
Wylan Free,55596,CB,FRESNO ST,12,0,0,169,59.0,0,0,1,0.6,0.0,0,1,0.0,0,162,1,0,0,0,0,1,1.6,0.0,0,0.0,0,63,1,0
Keith Sherald Jr.,55613,CB,KENT STATE,12,1,0,201,86.0,1,6,29,7.0,6.9,2,4,22.4,3,430,30,10,1,0,1,10,8.0,0.0,0,25.0,2,125,10,3
Lonnie Johnson Jr.,55615,CB,KENTUCKY,13,0,1,202,52.6,0,0,5,1.4,0.0,0,2,0.0,0,348,5,0,0,0,0,3,2.0,0.0,0,0.0,0,150,3,0
Amik Robertson,55619,CB,LA TECH,13,2,0,208,63.2,0,2,24,5.9,4.2,1,1,8.3,1,454,27,3,0,0,1,10,6.9,10.0,1,5.0,0,175,12,1
Russ Yeast,55629,CB,LOUISVILLE,4,0,0,210,62.7,0,0,1,2.6,0.0,0,1,100.0,1,39,1,1,0,0,0,0,0.0,,0,,0,19,0,0
Kary Vincent Jr.,55631,CB,LSU,13,0,2,211,80.0,0,1,6,1.6,16.7,1,5,41.7,2,385,6,3,0,0,0,3,1.9,0.0,0,33.3,1,157,3,1
Tre Person,55633,CB,MICH STATE,6,0,1,223,59.5,0,0,1,0.6,0.0,0,1,100.0,1,177,1,1,0,0,0,1,1.7,0.0,0,100.0,1,59,1,1
Jalin Burrell,55645,CB,NEW MEXICO,12,1,1,241,57.8,0,0,7,2.0,0.0,0,9,0.0,0,410,8,0,0,0,0,1,1.4,0.0,0,0.0,0,147,2,0
Chris Ingram,55650,CB,NC STATE,13,0,0,248,60.0,0,1,1,0.2,0.0,0,2,50.0,0,445,1,1,0,0,1,0,0.0,,0,,0,142,0,1
Marlin Brooks,55667,CB,OHIO,11,0,0,259,91.9,1,0,4,1.4,0.0,0,3,62.5,2,280,4,3,0,1,0,3,2.7,0.0,0,50.0,1,112,3,2
Tariq Drake,55668,CB,OHIO,5,0,0,259,52.9,0,0,3,10.7,0.0,0,0,0.0,0,28,3,0,0,0,0,0,0.0,,0,,0,9,0,0
Jamal Hudson,55669,CB,OHIO,12,0,2,259,61.7,2,0,6,2.5,0.0,0,5,16.7,0,284,7,2,0,1,0,4,3.3,0.0,0,12.5,0,123,4,1
Amir Riep,55672,S,OHIO STATE,6,0,0,260,60.0,0,0,1,4.5,0.0,0,1,0.0,0,22,1,0,0,0,0,0,0.0,,0,,0,10,0,0
Shaun Wade,55673,CB,OHIO STATE,13,0,0,260,54.7,0,0,4,1.5,0.0,0,4,0.0,0,341,5,0,0,0,0,1,0.8,0.0,0,0.0,0,124,1,0
Jeff Okudah,55674,CB,OHIO STATE,13,0,2,260,52.3,0,0,5,1.4,0.0,0,5,0.0,0,346,5,0,0,0,0,1,0.8,0.0,0,0.0,0,128,1,0
Tre Norwood,55675,CB,OKLAHOMA,14,0,0,261,81.3,2,1,8,1.7,0.0,0,4,31.3,1,460,8,4,0,2,1,4,2.7,0.0,0,37.5,0,146,4,3
Tre Brown,55677,CB,OKLAHOMA,13,0,0,261,89.7,0,0,4,1.0,0.0,0,0,75.0,3,414,4,3,0,0,0,0,0.0,,0,,0,127,0,0
Justin Broiles,55678,CB,OKLAHOMA,10,0,1,261,55.8,2,2,14,6.4,0.0,0,2,14.3,0,219,14,4,0,1,1,4,4.4,0.0,0,25.0,0,90,4,2
Geronda Hall,55683,CB,DOMINION,10,0,0,263,55.2,0,0,3,2.0,0.0,0,4,0.0,0,203,4,0,0,0,0,0,0.0,,0,,0,70,0,0
Thomas Graham Jr.,55685,CB,OREGON,13,0,2,264,77.1,0,0,1,0.2,0.0,0,5,100.0,1,516,1,1,0,0,0,0,0.0,,0,,0,190,0,0
Deommodore Lenoir,55686,CB,OREGON,13,0,0,264,53.7,0,0,3,0.6,0.0,0,3,0.0,0,516,3,0,0,0,0,0,0.0,,0,,0,189,0,0
Donovan Johnson,55687,CB,PENN STATE,12,0,0,266,80.1,1,1,3,3.1,66.7,2,0,33.3,0,96,3,2,0,0,1,1,2.1,100.0,1,50.0,0,48,1,1
Tariq Castro-Fields,55689,CB,PENN STATE,13,0,0,266,53.5,0,1,7,2.1,14.3,1,4,7.1,0,326,7,1,0,0,0,2,1.2,0.0,0,0.0,0,168,2,0
Lamont Wade,55690,S,PENN STATE,11,0,0,266,61.9,0,1,1,1.2,0.0,0,0,50.0,0,81,1,1,0,0,1,1,2.8,0.0,0,50.0,0,36,1,1
Dedrick Mackey,55691,CB,PURDUE,7,0,0,273,57.1,0,0,2,3.3,0.0,0,2,0.0,0,61,2,0,0,0,0,0,0.0,,0,,0,17,0,0
Kenneth Major,55692,CB,PURDUE,12,0,1,273,66.8,0,0,9,2.4,0.0,0,2,11.1,1,415,10,1,0,0,0,2,2.0,0.0,0,0.0,0,152,3,0
Gus Nave,55700,CB,S ALABAMA,8,0,0,288,59.5,0,0,1,1.2,0.0,0,1,0.0,0,82,1,0,0,0,0,0,0.0,,0,,0,18,0,0
Kordell Rodgers,55713,CB,TEXAS ST,11,0,0,314,89.9,2,1,5,1.8,0.0,0,1,30.0,0,284,5,3,0,1,0,1,1.1,0.0,0,50.0,0,90,1,1
Shon Spralling,55718,CB,TROY,7,0,0,318,65.5,0,1,3,7.0,33.3,1,0,16.7,0,43,3,1,0,0,0,0,0.0,,0,,0,15,0,0
Jaylon Monroe,55721,CB,TULANE,13,0,0,319,52.7,0,0,3,1.1,0.0,0,3,0.0,0,274,3,0,0,0,0,1,0.8,0.0,0,0.0,0,129,1,0
Brontae Harris,55723,CB,UAB,12,0,0,321,55.2,0,0,2,0.9,0.0,0,2,0.0,0,344,3,0,0,0,0,2,2.7,0.0,0,0.0,0,112,3,0
Duke Culver,55728,CB,UAB,13,0,0,321,57.9,0,0,2,0.7,0.0,0,2,0.0,0,294,2,0,0,0,0,0,0.0,,0,,0,105,0,0
Broderick Thomas,55730,S,UAB,14,0,0,321,70.4,0,0,3,0.6,0.0,0,5,33.3,1,477,3,1,0,0,0,1,0.6,0.0,0,100.0,1,161,1,1
Dy'jonn Turner,55732,CB,UAB,14,0,0,321,61.9,0,1,11,4.7,0.0,0,1,13.6,1,257,12,2,0,0,0,5,5.3,0.0,0,20.0,1,94,5,1
Andre Grayson,55735,CB,UTAH ST,8,0,0,329,60.0,0,0,0,1.3,,0,1,,0,80,1,0,0,0,0,0,0.0,,0,,0,16,0,0
Zahodri Jackson,55736,CB,UTAH ST,9,0,0,329,55.5,0,0,2,2.2,0.0,0,2,0.0,0,92,2,0,0,0,0,2,7.4,0.0,0,0.0,0,27,2,0
Ja'Marcus Ingram,55738,CB,UTAH ST,6,0,0,329,56.8,0,0,2,1.1,0.0,0,1,0.0,0,175,2,0,0,0,0,0,0.0,,0,,0,41,0,0
Deante Fortenberry,55740,CB,UTAH ST,10,0,0,329,58.3,1,0,3,2.1,0.0,0,4,16.7,0,189,4,1,0,1,0,0,0.0,,0,,0,59,0,1
Hakeem Bailey,55746,CB,W VIRGINIA,12,0,1,343,87.7,0,3,3,1.1,66.7,2,2,50.0,0,284,3,3,0,0,2,3,6.3,33.3,1,33.3,0,48,3,2
Madison Cone,55747,CB,WISCONSIN,11,0,0,349,60.0,0,0,1,0.5,0.0,0,1,0.0,0,195,1,0,0,0,0,0,0.0,,0,,0,82,0,0
Faion Hicks,55748,CB,WISCONSIN,12,0,2,349,54.2,0,0,3,1.0,0.0,0,6,0.0,0,306,3,0,0,0,0,0,0.0,,0,,0,111,0,0
Keyon Blankenbaker,55749,CB,WYOMING,11,0,0,351,60.0,0,0,1,0.5,0.0,0,2,0.0,0,186,1,0,0,0,0,0,0.0,,0,,0,67,0,0
Zane Lewis,55761,CB,AIR FORCE,12,0,0,101,58.9,0,0,1,0.3,0.0,0,3,0.0,0,325,1,0,0,0,0,0,0.0,,0,,0,93,0,0
Jeremy Fejedelem,55763,S,AIR FORCE,12,0,0,101,58.6,0,0,3,0.8,0.0,0,1,0.0,0,354,3,0,0,0,0,1,1.0,0.0,0,0.0,0,96,1,0
Garrett Kauppila,55764,S,AIR FORCE,8,0,0,101,49.2,0,0,3,1.7,0.0,0,0,0.0,0,238,4,0,0,0,0,0,1.4,,0,,0,71,1,0
Daniel Wright,55772,S,ALABAMA,4,0,0,103,60.0,0,1,1,4.2,0.0,0,0,50.0,0,24,1,1,0,0,0,0,0.0,,0,,0,6,0,0
Kyriq McDonald,55774,CB,ALABAMA,5,0,0,103,75.5,1,1,3,10.3,33.3,1,0,33.3,0,29,3,2,0,0,0,0,0.0,,0,,0,7,0,0
Xavier McKinney,55775,S,ALABAMA,15,1,1,103,85.2,1,6,36,6.9,13.9,5,3,20.8,4,535,37,11,1,0,3,16,8.3,18.8,3,28.1,3,206,17,6
Shaun Jolly,55783,CB,APP STATE,3,0,0,108,59.7,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,0,0,1,9.1,0.0,0,0.0,0,11,1,0
Ryan Huff,55786,S,APP STATE,4,0,0,108,70.8,0,1,4,26.3,25.0,1,0,12.5,0,19,5,1,0,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Kobe Williams,55787,CB,ARIZONA ST,13,0,1,110,77.0,0,0,1,0.3,0.0,0,4,100.0,1,382,1,1,0,0,0,0,0.0,,0,,0,134,0,0
Evan Fields,55793,S,ARIZONA ST,9,0,0,110,55.6,0,0,5,3.2,0.0,0,0,0.0,0,154,5,0,0,0,0,2,4.3,0.0,0,0.0,0,46,2,0
Chevin Calloway,55799,CB,ARKANSAS,2,0,0,111,71.3,1,0,3,6.6,0.0,0,1,16.7,0,61,4,1,0,1,0,2,13.0,0.0,0,25.0,0,23,3,1
Kamren Curl,55800,S,ARKANSAS,11,0,0,111,66.7,0,1,3,0.8,0.0,0,0,16.7,0,360,3,1,0,0,0,0,0.0,,0,,0,159,0,0
Demari Medley,55803,CB,ARK STATE,12,0,1,113,56.5,0,0,2,1.1,0.0,0,4,0.0,0,186,2,0,0,0,0,0,0.0,,0,,0,72,0,0
Michael Johnson,55807,S,ARK STATE,10,0,0,113,57.1,0,0,3,7.1,0.0,0,0,0.0,0,42,3,0,0,0,0,0,0.0,,0,,0,13,0,0
Javhari Bourdeau,55811,CB,ARMY,12,0,0,114,53.4,0,0,3,1.3,0.0,0,2,0.0,0,234,3,0,0,0,0,1,1.8,0.0,0,0.0,0,56,1,0
James Gibson,55820,S,ARMY,12,0,0,114,68.7,1,5,41,13.5,9.8,4,2,12.2,2,319,43,8,0,1,2,10,13.2,30.0,3,25.0,1,76,10,4
Jordyn Peters,55824,CB,AUBURN,11,0,0,115,72.6,2,2,13,8.3,0.0,0,0,23.1,1,157,13,5,0,1,0,7,12.3,0.0,0,21.4,1,57,7,2
Brandon Sebastian,55829,CB,BOSTON COL,12,0,1,121,65.5,0,1,5,1.2,0.0,0,3,30.0,1,415,5,2,0,0,0,3,1.8,0.0,0,33.3,1,166,3,1
Darius Wortham,55833,CB,BOWL GREEN,3,0,0,122,55.9,0,0,3,6.0,0.0,0,0,0.0,0,50,3,0,0,0,0,2,8.7,0.0,0,0.0,0,23,2,0
Cedric Mitchell,55835,CB,BOWL GREEN,1,0,0,122,58.7,0,0,1,25.0,0.0,0,0,0.0,0,8,2,0,0,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Marquavis Gibbs,55850,S,CHARLOTTE,12,0,0,136,59.4,0,1,1,0.6,0.0,0,0,50.0,0,159,1,1,0,0,0,0,0.0,,0,,0,45,0,0
Evan Worthington,55856,S,COLORADO,9,0,0,143,58.2,0,1,10,3.2,0.0,0,2,15.0,1,312,10,2,0,0,1,4,3.2,0.0,0,12.5,0,124,4,1
Davondre Robinson,55861,S,E CAROLINA,12,0,0,156,56.5,1,1,15,5.2,6.7,1,1,6.7,0,306,16,2,0,0,0,3,4.2,0.0,0,0.0,0,95,4,0
Carthell Flowers-Lloyd,55869,S,E MICHIGAN,1,0,0,160,56.3,0,0,3,20.0,0.0,0,0,0.0,0,15,3,0,0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Brian Edwards,55879,CB,FLORIDA,6,0,0,163,59.4,0,1,1,1.2,0.0,0,0,50.0,0,81,1,1,0,0,1,1,2.5,0.0,0,50.0,0,40,1,1
Brad Stewart Jr.,55881,S,FLORIDA,10,0,0,163,76.4,3,0,6,3.6,16.7,1,0,25.0,0,167,6,3,0,1,0,3,5.7,33.3,1,16.7,0,53,3,1
Shawn Davis,55882,S,FLORIDA,9,0,0,163,54.8,0,1,5,3.8,0.0,0,0,10.0,0,131,5,1,0,0,0,1,1.8,0.0,0,0.0,0,56,1,0
Zyon Gilbert,55891,S,FAU,12,0,0,165,60.0,0,0,1,0.3,0.0,0,3,0.0,0,323,1,0,0,0,0,0,0.0,,0,,0,107,0,0
Stanford Samuels III,55893,CB,FLORIDA ST,12,0,0,167,66.3,1,0,5,1.2,0.0,0,4,10.0,0,419,5,1,0,0,0,1,0.7,0.0,0,0.0,0,150,1,0
Hamsah Nasirildeen,55898,S,FLORIDA ST,12,0,0,167,62.1,1,2,26,8.3,15.4,4,1,5.8,0,312,26,3,0,0,2,13,12.3,30.8,4,7.7,0,106,13,2
Arron Mosby,55908,CB,FRESNO ST,10,0,0,169,63.8,1,1,8,7.3,12.5,1,1,12.5,0,123,9,2,0,0,1,4,11.6,25.0,1,12.5,0,43,5,1
Kesomi Mafi,55909,LB,FRESNO ST,3,0,0,169,56.5,0,1,5,17.9,0.0,0,0,10.0,0,28,5,1,0,0,1,2,18.2,0.0,0,25.0,0,11,2,1
Richard LeCounte III,55910,S,GEORGIA,14,0,0,173,54.8,0,0,4,0.9,0.0,0,0,0.0,0,449,4,0,0,0,0,1,0.6,0.0,0,0.0,0,167,1,0
William Poole,55911,CB,GEORGIA,6,0,0,173,57.2,0,0,3,5.1,0.0,0,2,0.0,0,79,4,0,0,0,0,1,8.3,0.0,0,0.0,0,24,2,0
Eric Stokes,55912,CB,GEORGIA,10,0,0,173,53.6,0,1,4,1.8,0.0,0,2,12.5,0,226,4,1,0,0,0,0,0.0,,0,,0,89,0,0
Grant Stuard,55933,S,HOUSTON,11,0,0,182,60.0,0,0,1,0.9,0.0,0,0,0.0,0,113,1,0,0,0,0,0,0.0,,0,,0,35,0,0
Nate Hobbs,55948,CB,ILLINOIS,9,0,0,187,56.0,0,0,4,1.7,0.0,0,1,0.0,0,229,4,0,0,0,0,1,1.0,0.0,0,0.0,0,97,1,0
Dawson DeGroot,55949,LB,ILLINOIS,5,0,0,187,60.0,0,0,1,9.1,0.0,0,2,0.0,0,11,1,0,0,0,0,0,0.0,,0,,0,6,0,0
Michael Marchese,55952,S,ILLINOIS,7,0,0,187,69.1,2,0,10,11.5,0.0,0,0,10.0,0,87,10,2,0,0,0,1,4.8,0.0,0,0.0,0,21,1,0
Tony Adams,55953,S,ILLINOIS,8,0,0,187,67.3,0,0,3,1.3,0.0,0,0,33.3,1,225,3,1,0,0,0,2,2.4,0.0,0,0.0,0,84,2,0
Raheem Layne,55960,CB,INDIANA,12,0,2,190,51.9,0,0,4,1.7,0.0,0,5,0.0,0,235,4,0,0,0,0,0,0.0,,0,,0,94,0,0
Bryant Fitzgerald,55961,S,INDIANA,12,0,0,190,49.8,0,2,7,4.9,0.0,0,0,14.3,0,183,9,2,0,0,2,3,4.4,0.0,0,33.3,0,68,3,2
Matt Hankins,55963,CB,IOWA,8,0,0,192,49.8,0,1,3,1.1,0.0,0,1,16.7,0,273,3,1,0,0,1,2,1.5,0.0,0,25.0,0,130,2,1
Josh Valentine-Turner,55964,CB,IOWA,2,0,0,192,58.3,0,0,1,25.0,0.0,0,0,0.0,0,4,1,0,0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Geno Stone,55967,S,IOWA,13,0,0,192,60.0,0,1,1,0.3,0.0,0,0,50.0,0,348,1,1,0,0,0,0,0.0,,0,,0,151,0,0
Datrone Young,55969,CB,IOWA STATE,8,0,0,193,59.7,0,0,1,0.9,0.0,0,0,0.0,0,115,1,0,0,0,0,0,0.0,,0,,0,19,0,0
Walter Neil,55982,CB,KANSAS ST,8,0,0,199,50.5,1,3,14,5.6,0.0,0,4,14.3,0,267,15,4,0,0,0,3,3.7,0.0,0,0.0,0,81,3,0
A.J. Parker,55983,CB,KANSAS ST,12,0,1,199,65.1,0,1,3,0.7,0.0,0,1,16.7,0,418,3,1,0,0,0,0,0.0,,0,,0,115,0,0
Jahron McPherson,55986,S,KANSAS ST,8,0,0,199,56.8,0,0,1,2.2,0.0,0,0,0.0,0,93,2,0,0,0,0,1,2.6,0.0,0,0.0,0,39,1,0
Eli Walker,55991,S,KANSAS ST,11,0,0,199,59.3,0,0,2,0.6,0.0,0,3,0.0,0,318,2,0,0,0,0,0,0.0,,0,,0,96,0,0
Elvis Hines,55992,CB,KENT STATE,11,0,2,201,54.5,1,0,15,3.7,0.0,0,6,3.3,0,405,15,1,0,0,0,5,4.3,0.0,0,0.0,0,116,5,0
Koa Haynes,56010,S,LA LAFAYET,14,0,0,207,66.6,0,2,9,4.3,22.2,2,0,11.1,0,231,10,2,0,0,2,8,9.7,25.0,2,12.5,0,93,9,2
Ja'len Johnson,56016,LB,LA LAFAYET,6,0,0,207,64.5,0,0,2,12.5,50.0,1,0,0.0,0,24,3,0,0,0,0,1,28.6,0.0,0,0.0,0,7,2,0
Ezekiel Barnett,56017,S,LA TECH,5,0,0,208,61.7,1,0,5,26.3,0.0,0,0,10.0,0,19,5,1,0,0,0,3,30.0,0.0,0,0.0,0,10,3,0
Kereon Merrell,56024,CB,MARSHALL,13,0,0,214,58.4,0,0,1,0.7,0.0,0,2,0.0,0,444,3,0,0,0,0,1,0.7,0.0,0,0.0,0,141,1,0
Tim Gordon,56034,CB,MEMPHIS,2,0,0,218,59.1,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,0,0,1,16.7,0.0,0,0.0,0,6,1,0
T.J. Carter,56037,CB,MEMPHIS,14,0,1,218,54.1,0,2,7,1.3,0.0,0,11,14.3,0,522,7,2,0,0,2,1,0.7,0.0,0,100.0,0,147,1,2
Tamaurice Smith,56038,CB,MEMPHIS,3,0,0,218,59.7,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Sanchez Blake Jr.,56043,S,MEMPHIS,10,0,0,218,60.0,0,1,1,0.6,0.0,0,0,50.0,0,156,1,1,0,0,1,0,0.0,,0,,0,48,0,1
Xavier Cullens,56044,LB,MEMPHIS,4,0,0,218,63.8,0,1,6,22.2,16.7,1,0,8.3,0,27,6,1,0,0,1,2,16.7,50.0,1,25.0,0,12,2,1
Trajan Bandy,56045,CB,MIAMI FL,13,0,0,220,57.9,1,0,10,3.8,10.0,1,2,5.0,0,287,11,1,0,0,0,5,5.3,0.0,0,0.0,0,95,5,0
Jhavonte Dean,56047,CB,MIAMI FL,13,0,0,220,65.0,1,0,4,2.2,25.0,1,1,12.5,0,184,4,1,0,1,0,2,3.0,0.0,0,25.0,0,67,2,1
Amari Carter,56049,S,MIAMI FL,11,0,0,220,80.4,4,1,24,19.8,29.2,7,0,14.6,1,121,24,6,0,2,1,14,28.6,42.9,6,17.9,1,49,14,4
Derrick Smith,56050,S,MIAMI FL,9,0,1,220,58.7,1,1,9,13.4,11.1,1,1,11.1,0,67,9,2,0,0,1,4,18.2,25.0,1,12.5,0,22,4,1
Bart Baratti,56051,S,MIAMI OH,12,0,0,221,76.8,5,3,41,19.6,17.1,7,1,19.5,4,224,44,12,0,1,3,18,19.4,22.2,4,27.8,3,108,21,7
Mike Brown,56054,S,MIAMI OH,11,0,0,221,63.2,1,3,34,10.4,2.9,1,2,5.9,0,347,36,4,0,0,0,6,4.4,16.7,1,0.0,0,158,7,0
Sterling Weatherford,56055,S,MIAMI OH,9,0,0,221,48.7,0,1,4,4.8,0.0,0,0,12.5,0,147,7,1,0,0,1,2,4.1,0.0,0,25.0,0,73,3,1
J'Marick Woods,56062,S,MICHIGAN,6,0,0,222,57.0,1,0,6,23.1,0.0,0,0,8.3,0,26,6,1,0,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Reed Blankenship,56065,S,MIDDLE TN,12,0,0,224,71.7,0,1,18,4.5,5.6,1,0,8.3,1,402,18,2,0,0,0,3,2.5,33.3,1,0.0,0,122,3,0
Wesley Bush,56067,S,MIDDLE TN,13,0,0,224,60.7,3,5,33,9.3,3.0,1,0,15.2,1,376,35,9,0,2,1,13,10.6,0.0,0,19.2,1,123,13,4
O.J. Johnson,56069,CB,MIDDLE TN,8,0,0,224,49.5,0,1,7,3.3,0.0,0,1,7.1,0,213,7,1,0,0,1,3,4.6,0.0,0,16.7,0,65,3,1
Cody Smith,56070,LB,MIDDLE TN,11,0,0,224,60.3,3,2,30,37.6,10.0,3,0,8.3,0,85,32,5,0,1,2,11,39.3,18.2,2,13.6,0,28,11,3
Wayne Parks,56071,LB,MIDDLE TN,3,0,0,224,67.8,0,1,7,61.5,14.3,1,0,7.1,0,13,8,1,0,0,0,3,75.0,0.0,0,0.0,0,4,3,0
Ty Rocconi,56072,S,OLE MISS,2,0,0,226,60.0,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Javien Hamilton,56073,CB,OLE MISS,12,0,0,226,55.1,0,1,5,2.6,20.0,1,4,10.0,0,190,5,1,0,0,0,2,2.8,0.0,0,0.0,0,71,2,0
C.J. Miller,56075,S,OLE MISS,10,0,0,226,61.4,1,0,4,4.3,0.0,0,1,12.5,0,115,5,1,0,1,0,1,4.9,0.0,0,50.0,0,41,2,1
Art Mitchell,56076,CB,OLE MISS,1,0,0,226,66.9,1,0,1,12.5,0.0,0,0,50.0,0,8,1,1,0,1,0,1,25.0,0.0,0,50.0,0,4,1,1
A.J. Harris,56078,CB,OLE MISS,1,0,0,226,59.2,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Tyler Williams,56081,CB,MISS STATE,5,0,0,227,56.2,0,0,2,5.9,0.0,0,0,0.0,0,34,2,0,0,0,0,0,0.0,,0,,0,9,0,0
Jaquarius Landrews,56083,CB,MISS STATE,10,3,0,227,70.2,1,6,45,26.8,2.2,1,0,12.2,2,179,48,9,0,1,3,13,24.2,7.7,1,23.1,1,62,15,5
Adam Sparks,56085,CB,MISSOURI,8,0,0,229,62.2,0,2,13,5.6,15.4,2,0,7.7,0,252,14,2,0,0,1,5,6.7,20.0,1,10.0,0,75,5,1
Nephi Sewell,56107,S,NEVADA,11,0,0,239,58.0,1,6,32,7.9,9.4,3,3,10.9,0,419,33,7,0,1,3,19,24.1,10.5,2,10.5,0,83,20,4
Willie Hobdy,56108,CB,NEW MEXICO,6,0,0,241,60.0,0,0,0,1.8,,0,0,,0,55,1,0,0,0,0,0,3.6,,0,,0,28,1,0
Komotay Koffie,56111,CB,NEW MEX ST,11,0,0,242,59.0,0,0,1,1.4,0.0,0,1,0.0,0,138,2,0,0,0,0,0,0.0,,0,,0,50,0,0
Ron Laforce,56112,S,NEW MEX ST,10,0,0,242,71.3,1,1,1,0.3,0.0,0,2,100.0,0,318,1,2,0,0,1,0,0.0,,0,,0,113,0,1
Jalen McKie,56126,CB,N ILLINOIS,12,0,1,254,75.3,0,0,0,0.5,,0,1,,1,213,1,1,0,0,0,0,0.0,,0,,0,87,0,0
Bryce Jackson,56134,S,NWESTERN,12,0,0,256,54.9,0,0,4,7.1,0.0,0,0,0.0,0,56,4,0,0,0,0,4,16.0,0.0,0,0.0,0,25,4,0
Paris Ford,56142,CB,PITTSBURGH,7,0,0,268,55.8,0,0,2,3.9,0.0,0,2,0.0,0,51,2,0,0,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Damarri Mathis,56143,CB,PITTSBURGH,11,0,0,268,53.4,0,0,2,1.3,0.0,0,1,0.0,0,153,2,0,0,0,0,1,2.0,0.0,0,0.0,0,51,1,0
Jason Pinnock,56144,CB,PITTSBURGH,12,0,0,268,64.0,0,0,4,1.5,25.0,1,2,25.0,1,274,4,1,0,0,0,3,2.7,33.3,1,33.3,1,110,3,1
Jazzee Stocker,56145,S,PITTSBURGH,14,0,0,268,58.8,0,0,1,0.4,0.0,0,1,0.0,0,236,1,0,0,0,0,1,0.9,0.0,0,0.0,0,106,1,0
Tre Avery,56146,CB,RUTGERS,2,0,0,278,52.2,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Jamyest Williams,56165,S,S CAROLINA,8,0,1,289,58.8,0,0,1,1.5,0.0,0,2,0.0,0,199,3,0,0,0,0,0,1.5,,0,,0,65,1,0
Keisean Nixon,56167,CB,S CAROLINA,12,0,3,289,57.4,0,0,4,1.0,0.0,0,6,0.0,0,385,4,0,0,0,0,0,0.0,,0,,0,132,0,0
Tyler Barnes,56190,S,SO MISS,3,0,0,296,59.6,0,0,1,2.2,0.0,0,0,0.0,0,46,1,0,0,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Darius Kennedy,56191,ED,SO MISS,3,0,0,296,77.9,1,2,37,97.4,8.1,3,0,6.8,1,38,37,4,0,0,1,20,95.2,10.0,2,7.5,1,21,20,2
