player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Penei Pavihi,52079,LB,HAWAII,13,0,0,180,60.1,1,5,36,9.5,5.6,2,1,11.1,1,402,38,7,0,56.0,0,2,13,13.3,7.7,1,7.7,0,105,14,2
Kaleb Hayes,52137,CB,BYU,12,0,0,128,55.6,0,0,1,0.7,0.0,0,3,0.0,0,271,2,0,0,,0,0,0,0.0,,0,,0,62,0,0
George Nyakwol,52203,S,RICE,10,0,1,275,72.6,3,1,14,6.3,7.1,1,1,14.3,0,223,14,4,0,65.2,0,1,3,4.4,0.0,0,16.7,0,68,3,1
Kenneth Orji,52209,ED,RICE,10,0,0,275,53.0,0,6,85,83.5,3.5,3,0,3.5,0,109,91,6,0,52.6,0,4,30,83.8,3.3,1,6.7,0,37,31,4
Trey Schuman,52216,ED,RICE,13,0,0,275,78.3,8,12,131,97.2,14.5,19,3,11.5,5,143,139,25,0,75.4,4,7,45,98.0,15.6,7,16.7,2,50,49,13
Alii Matau,52219,LB,S JOSE ST,12,1,0,285,68.9,1,13,138,37.5,8.7,12,1,9.4,6,384,144,20,0,67.2,1,12,69,57.8,11.6,8,16.7,5,128,74,18
Rico Tolefree,52250,LB,S JOSE ST,10,0,0,285,59.5,0,0,14,18.5,0.0,0,1,7.1,1,81,15,1,0,62.4,0,0,7,29.2,0.0,0,14.3,1,24,7,1
Sinjun Astani,52257,ED,USC,2,0,0,326,58.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,58.4,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Tre White,52261,S,S JOSE ST,9,0,0,285,66.2,0,0,2,2.5,50.0,1,1,0.0,0,79,2,0,0,61.0,0,0,1,4.0,100.0,1,0.0,0,25,1,0
Gabe Reid,52273,ED,UTAH,13,0,0,328,69.5,2,32,263,91.5,12.2,32,2,8.7,6,306,280,40,0,74.5,2,16,97,94.6,20.6,20,14.4,5,111,105,23
Ryan Johnson,52282,ED,NWESTERN,6,3,0,256,65.5,2,4,73,97.5,5.5,4,0,5.5,1,79,77,7,1,59.9,0,1,28,96.8,3.6,1,5.4,1,31,30,2
Bentlee Sanders,52291,S,NEVADA,12,0,0,239,59.6,0,0,1,0.2,0.0,0,2,0.0,0,409,1,0,0,,0,0,0,0.0,,0,,0,137,0,0
Darrien Grant,52293,DI,USF,12,0,0,327,54.9,1,4,158,100.0,3.2,5,0,1.6,0,167,167,5,0,62.0,1,2,40,100.0,10.0,4,3.8,0,42,42,3
Mekhi LaPointe,52315,S,USF,10,0,0,327,62.7,1,0,5,1.9,0.0,0,0,30.0,1,257,5,2,0,67.2,1,0,2,3.2,0.0,0,25.0,0,63,2,1
Nick Roberts,52318,S,SMU,13,0,0,287,48.1,0,1,10,2.3,0.0,0,3,5.0,0,426,10,1,0,47.7,0,1,5,3.1,0.0,0,10.0,0,160,5,1
Bryce Dugan,52425,DI,OHIO,11,0,0,259,60.7,1,15,224,95.5,4.9,11,0,4.5,2,245,234,18,0,63.7,1,12,122,94.7,6.6,8,7.0,2,133,126,15
Malik Vann,52555,ED,CINCINNATI,2,0,0,138,59.9,0,1,28,100.0,7.1,2,1,1.8,0,29,29,1,0,60.0,0,0,7,100.0,14.3,1,0.0,0,8,8,0
Tyler Bentley,52790,DI,PITTSBURGH,12,1,0,268,62.2,0,5,161,100.0,5.0,8,0,2.8,2,168,168,7,1,60.5,0,1,59,100.0,6.8,4,2.5,1,63,63,2
Xavier Peters,52819,ED,FAU,11,0,0,165,62.2,3,1,56,88.7,8.9,5,1,3.6,0,71,63,4,0,57.9,2,0,26,93.5,11.5,3,3.8,0,31,29,2
Cole Pearce,52970,LB,BALL ST,11,3,0,117,83.7,5,6,53,12.4,7.5,4,0,19.8,5,445,55,16,0,73.6,0,2,20,17.9,15.0,3,15.0,2,123,22,4
Deshawn Pace,53549,LB,CINCINNATI,13,0,0,138,63.6,2,4,34,13.7,5.9,2,2,11.8,1,284,39,7,0,61.5,2,1,17,24.4,11.8,2,8.8,0,90,22,3
Ja'von Hicks,53569,S,CINCINNATI,13,0,1,138,60.0,0,1,1,0.2,0.0,0,2,50.0,0,455,1,1,0,,0,0,0,0.0,,0,,0,136,0,0
Eric Phillips,53572,ED,CINCINNATI,13,2,0,138,66.1,6,15,300,99.7,6.0,18,4,5.2,5,319,318,26,0,65.9,2,5,83,100.0,8.4,7,7.8,3,92,92,10
Ivan Pace Jr.,53587,LB,CINCINNATI,13,2,2,138,93.3,18,25,165,40.3,26.7,44,8,20.3,12,447,180,55,1,93.4,6,13,77,69.5,35.1,27,21.4,7,128,89,26
Ryan Mullaney,53704,ED,CINCINNATI,8,0,0,138,60.4,0,6,45,100.0,13.3,6,2,6.7,0,48,48,6,0,66.1,0,1,6,100.0,33.3,2,8.3,0,7,7,1
Carrington Valentine,53750,CB,KENTUCKY,12,0,2,202,61.4,0,3,7,1.8,14.3,1,5,35.7,1,382,7,4,0,66.7,0,2,3,2.8,33.3,1,66.7,1,109,3,3
Jaheim Thomas,54193,LB,CINCINNATI,13,0,0,138,84.1,4,9,61,32.2,21.3,13,2,13.9,2,205,66,15,0,71.0,4,1,24,45.0,16.7,4,18.8,2,60,27,7
Isaiah Norman,54967,S,MARSHALL,8,0,0,214,58.0,0,1,3,1.5,0.0,0,1,16.7,0,203,3,1,0,,0,0,0,0.0,,0,,0,71,0,0
Aapri Washington,55013,CB,E CAROLINA,9,0,1,156,59.3,0,1,2,1.4,0.0,0,1,25.0,0,146,2,1,0,,0,0,0,0.0,,0,,0,33,0,0
Tim Terry,55020,LB,AKRON,10,0,0,102,61.7,2,8,32,15.5,12.5,4,0,15.6,0,219,34,10,0,50.8,0,1,11,18.5,9.1,1,4.5,0,65,12,1
Isaiah King,55037,CB,BUFFALO,9,0,1,126,62.9,0,1,8,3.1,0.0,0,2,6.3,0,259,8,1,0,68.3,0,1,3,3.0,0.0,0,16.7,0,99,3,1
Chibueze Onwuka,55044,DI,BOSTON COL,12,0,0,121,60.4,2,12,245,99.6,3.7,9,0,3.3,1,267,266,15,0,64.3,2,8,89,100.0,7.9,7,5.6,0,101,101,10
Devonni Reed,55046,S,S CAROLINA,10,0,0,289,54.2,0,1,6,3.4,0.0,0,1,8.3,0,176,6,1,0,56.3,0,0,2,3.6,0.0,0,0.0,0,56,2,0
Troy Brown,55050,LB,OLE MISS,13,1,0,226,68.1,2,9,27,9.0,7.4,2,3,20.4,0,300,27,11,0,73.2,2,6,11,14.5,9.1,1,36.4,0,76,11,8
Angelo Howze,55073,ED,AKRON,3,0,0,102,55.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,57.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jabari Taylor,55075,ED,CINCINNATI,12,3,0,138,72.0,3,26,275,100.0,11.6,32,1,6.4,3,290,290,32,2,78.4,0,12,82,100.0,17.1,14,8.5,1,91,91,13
Wilson Huber,55090,LB,CINCINNATI,13,0,0,138,71.5,2,12,72,26.4,12.5,9,1,11.1,1,296,78,15,0,73.3,2,5,33,42.9,21.2,7,13.6,1,84,36,8
Jordan Swann,55103,CB,JAMES MAD,11,0,0,197,79.3,0,0,4,1.2,0.0,0,2,50.0,2,324,4,2,0,75.7,0,0,0,0.0,,0,,1,106,0,1
Ian Swenson,55104,LB,UCONN,13,0,0,146,62.5,4,4,49,13.6,12.2,6,1,10.2,1,404,55,9,0,65.9,2,2,23,19.7,17.4,4,8.7,0,127,25,4
Caleb Thomas,55105,DI,LA MONROE,12,0,0,209,64.0,3,13,264,100.0,6.1,16,4,3.8,2,273,273,18,0,60.6,1,5,88,100.0,4.5,4,5.7,2,93,93,8
Dorian Hall,55168,S,FIU,11,0,0,166,57.8,0,0,3,2.2,0.0,0,4,0.0,0,183,4,0,0,,0,0,0,0.0,,0,,0,45,0,0
Chris Bacon,55196,S,BOWL GREEN,13,0,0,122,63.5,1,1,11,2.4,9.1,1,2,9.1,0,500,12,2,0,61.5,0,1,4,2.6,25.0,1,12.5,0,193,5,1
Jaylon Jones,55197,CB,GA STATE,12,0,1,175,56.3,0,0,3,1.1,0.0,0,3,0.0,0,263,3,0,0,,0,0,0,0.0,,0,,0,76,0,0
Jordan Strachan,55198,ED,S CAROLINA,2,0,0,289,58.7,0,1,28,81.1,7.1,2,0,5.4,1,37,30,2,0,63.4,0,0,10,91.7,10.0,1,10.0,1,12,11,1
Zachary Ford,55353,S,TOLEDO,14,0,0,316,66.3,1,1,9,2.4,0.0,0,0,33.3,2,418,10,4,0,64.3,0,1,3,1.9,0.0,0,50.0,1,158,3,2
Nate Givhan,55355,ED,TOLEDO,11,0,1,316,65.7,2,10,154,92.2,9.1,14,1,7.1,5,179,165,17,0,65.5,1,6,59,92.8,13.6,8,9.3,2,69,64,9
Austin Camden,55408,DI,UCF,2,0,0,323,62.7,1,0,9,100.0,0.0,0,1,5.6,0,10,10,1,0,66.0,1,0,3,100.0,0.0,0,16.7,0,3,3,1
Anthony Montalvo,55417,DI,UCF,14,1,0,323,56.6,2,10,323,97.7,3.7,12,0,2.2,1,344,336,13,1,55.9,0,5,128,98.6,3.9,5,2.7,1,138,136,6
Coby Davis,55425,CB,WAKE,2,0,0,339,59.0,0,0,1,3.4,0.0,0,0,0.0,0,29,1,0,0,59.0,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Troy Simon,55427,S,TOLEDO,4,0,0,316,60.0,0,0,1,2.1,0.0,0,0,0.0,0,47,1,0,0,,0,0,0,0.0,,0,,0,17,0,0
Mike Allen,55430,ED,W KENTUCKY,14,0,1,346,66.1,2,14,172,99.5,7.6,13,1,6.4,3,182,181,19,0,82.3,1,10,51,100.0,17.6,9,14.7,2,52,52,13
Tyler Williams,55432,DI,WAKE,13,1,0,339,80.7,5,19,269,99.3,12.3,33,2,5.9,4,281,279,28,0,85.0,2,11,69,98.6,21.7,15,10.9,1,73,72,14
DJ Taylor,55438,LB,BOWL GREEN,13,0,0,122,71.4,1,2,33,10.6,9.1,3,0,10.6,2,320,34,5,0,75.7,1,1,13,11.8,15.4,2,15.4,1,119,14,3
Chase Monroe,55439,LB,CHARLOTTE,12,0,0,136,71.8,1,2,12,7.1,16.7,2,1,12.5,0,198,14,3,0,64.3,0,1,3,7.7,33.3,1,16.7,0,52,4,1
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,134,54.7,0,0,11,100.0,0.0,0,0,0.0,0,11,11,0,0,55.3,0,0,6,100.0,0.0,0,0.0,0,6,6,0
Malik Hausman,55567,CB,HAWAII,13,0,0,180,61.0,1,1,8,2.0,0.0,0,3,12.5,0,394,8,2,0,69.8,1,1,2,1.9,0.0,0,50.0,0,106,2,2
Azizi Hearn,55569,CB,UCLA,13,0,1,324,56.7,0,2,14,4.1,7.1,1,6,7.1,0,419,17,2,0,59.7,0,0,1,0.8,0.0,0,0.0,0,120,1,0
Timarcus Davis,55574,CB,ARIZONA ST,7,0,0,110,56.2,0,0,1,1.6,0.0,0,4,0.0,0,129,2,0,0,,0,0,0,0.0,,0,,0,49,0,0
Wylan Free,55596,S,GA SOUTHRN,12,0,0,174,72.5,1,2,11,3.3,18.2,2,1,13.6,0,369,12,3,0,70.4,0,0,2,1.6,50.0,1,0.0,0,126,2,0
Anthony Johnson,55628,CB,VIRGINIA,10,0,1,335,68.2,1,0,5,1.3,0.0,0,5,10.0,0,386,5,1,0,59.9,0,0,1,0.6,0.0,0,0.0,0,180,1,0
Zack Sanders,55638,CB,OHIO,11,0,0,259,73.5,1,1,16,4.3,12.5,2,2,12.5,1,416,18,3,0,67.5,1,0,7,4.5,14.3,1,7.1,0,179,8,1
Tre Shaw,55648,CB,W KENTUCKY,9,0,0,346,41.0,0,3,9,6.8,0.0,0,1,16.7,0,133,9,3,0,38.5,0,2,2,5.4,0.0,0,50.0,0,37,2,2
Justin Broiles,55678,S,OKLAHOMA,13,1,0,261,64.4,0,0,13,4.2,7.7,1,2,0.0,0,354,15,0,0,54.8,0,0,3,2.8,0.0,0,0.0,0,107,3,0
Kordell Rodgers,55713,CB,TEXAS ST,9,0,0,314,87.5,0,0,2,0.7,150.0,3,0,0.0,0,302,2,0,0,81.5,0,0,1,1.3,200.0,2,0.0,0,80,1,0
Grayson Cash,55727,S,UAB,13,0,0,321,62.4,0,2,4,1.0,0.0,0,2,50.0,1,390,4,3,0,,0,0,0,0.0,,0,,0,59,0,0
Keyon Blankenbaker,55749,CB,TEXAS TECH,10,0,0,315,66.4,0,1,2,5.0,0.0,0,1,25.0,0,40,2,1,0,59.2,0,0,1,5.6,0.0,0,0.0,0,18,1,0
C.J. Coldon Jr.,55750,CB,OKLAHOMA,11,0,1,261,53.9,0,0,2,0.7,0.0,0,2,0.0,0,294,2,0,0,,0,0,0,0.0,,0,,0,87,0,0
Jordyn Riley,55767,S,LA MONROE,9,0,0,209,56.4,0,0,6,8.0,0.0,0,0,0.0,0,75,6,0,0,59.7,0,0,1,5.0,0.0,0,0.0,0,20,1,0
Steven Jones Jr.,55785,CB,APP STATE,12,0,1,108,82.7,1,0,1,0.2,100.0,1,5,150.0,1,408,1,2,0,71.8,1,0,0,0.0,,1,,0,136,0,1
Jarques McClellion,55795,S,FLORIDA ST,9,0,0,167,56.2,0,0,4,5.1,0.0,0,2,0.0,0,78,4,0,0,57.1,0,0,2,5.4,0.0,0,0.0,0,37,2,0
Jahmin Muse,55830,S,BUFFALO,12,2,0,126,78.6,1,5,27,6.9,7.4,2,0,18.5,2,433,30,8,1,75.7,0,3,9,6.5,22.2,2,27.8,1,154,10,4
Davondre Robinson,55861,S,CHARLOTTE,6,0,0,136,60.0,0,1,2,2.7,0.0,0,0,25.0,0,74,2,1,0,,0,0,0,0.0,,0,,0,20,0,0
Blake Bogan,55868,S,E MICHIGAN,4,0,0,160,60.0,0,0,1,1.0,0.0,0,0,0.0,0,105,1,0,0,,0,0,0,0.0,,0,,0,24,0,0
Cyrus Fagan,55895,S,NC STATE,13,0,0,248,57.0,0,1,2,0.4,0.0,0,1,25.0,0,469,2,1,0,,0,0,0,0.0,,0,,0,106,0,0
Latavious Brini,55915,S,ARKANSAS,13,0,0,111,73.6,1,5,33,7.7,6.1,2,4,9.1,0,469,36,6,0,60.5,0,1,8,6.7,0.0,0,6.3,0,150,10,1
Ameer Speed,55918,CB,MICH STATE,12,0,0,223,59.8,0,1,11,2.9,9.1,1,1,4.5,0,373,11,1,0,63.1,0,1,5,3.1,20.0,1,10.0,0,161,5,1
Devodric Bynum,55931,CB,UAB,13,0,0,321,90.9,0,2,4,1.2,0.0,0,3,50.0,1,323,4,3,0,92.0,0,0,2,4.0,0.0,0,50.0,1,50,2,1
Bennett Williams,55954,CB,OREGON,13,0,0,264,79.3,0,3,18,4.1,16.7,3,2,13.9,1,486,20,4,0,61.0,0,2,5,3.0,20.0,1,20.0,0,168,5,2
Bryant Fitzgerald,55961,S,INDIANA,11,0,0,190,55.3,0,3,20,6.1,0.0,0,1,17.5,2,346,21,5,0,53.1,0,0,10,8.1,0.0,0,10.0,1,124,10,1
Camron Harrell,55965,CB,SO MISS,13,0,0,296,66.2,1,3,32,12.8,9.4,3,2,6.3,0,257,33,4,0,59.6,0,1,11,11.0,9.1,1,4.5,0,100,11,1
Gervarrius Owens,55987,S,HOUSTON,12,0,0,182,53.7,0,0,10,2.2,0.0,0,0,0.0,0,449,10,0,0,58.3,0,0,2,1.5,0.0,0,0.0,0,134,2,0
Tyrell Ajian,55995,S,KENTUCKY,12,1,1,202,81.8,0,0,3,1.0,0.0,0,1,33.3,1,286,3,1,0,76.8,0,0,1,1.2,0.0,0,100.0,1,82,1,1
Bralen Trahan,56012,S,LA LAFAYET,13,0,0,207,56.0,0,0,5,1.6,0.0,0,0,0.0,0,438,7,0,0,60.0,0,0,0,0.7,,0,,0,138,1,0
Kenny Bennett,56032,S,GA TECH,2,0,0,176,57.2,1,0,1,12.5,0.0,0,1,50.0,0,8,1,1,0,57.2,1,0,1,14.3,0.0,0,50.0,0,7,1,1
Xavier Cullens,56044,LB,MEMPHIS,13,1,1,218,70.9,1,4,67,16.0,7.5,5,3,6.7,2,462,74,7,0,72.3,0,1,23,15.1,13.0,3,6.5,1,172,26,2
Derrick Smith,56050,LB,W KENTUCKY,14,0,1,346,70.2,0,5,32,6.8,18.8,6,4,17.2,3,471,32,8,0,69.8,0,1,15,12.5,26.7,4,10.0,1,120,15,2
Jaylen Kelly-Powell,56057,S,AKRON,6,0,1,102,75.7,1,0,6,6.6,0.0,0,1,25.0,1,122,8,2,0,59.9,0,0,1,2.4,0.0,0,0.0,0,42,1,0
Hunter Reynolds,56060,S,UTAH ST,13,0,0,329,60.9,2,3,24,5.9,8.3,2,2,10.4,0,459,27,5,0,64.0,1,1,6,6.4,16.7,1,16.7,0,140,9,2
Cameron Ruiz,56131,CB,TEMPLE,12,0,0,306,78.9,1,1,1,0.9,100.0,1,1,100.0,0,116,1,2,0,81.4,1,1,0,0.0,,1,,0,69,0,2
Tavyn Jackson,56164,S,COAST CAR,13,0,0,141,70.7,0,1,3,1.4,0.0,0,0,16.7,0,212,3,1,0,71.0,0,1,2,2.8,0.0,0,25.0,0,71,2,1
Eric Coley,56200,S,SYRACUSE,6,0,0,304,54.3,0,1,5,8.9,0.0,0,0,10.0,0,56,5,1,0,59.9,0,0,1,5.3,0.0,0,0.0,0,19,1,0
Christian Braswell,56207,CB,RUTGERS,12,1,0,278,86.1,0,1,3,1.6,0.0,0,3,16.7,0,304,5,1,0,69.8,0,1,1,1.5,0.0,0,50.0,0,133,2,1
Adrian Frye,56233,CB,TEXAS TECH,7,0,0,315,55.8,0,0,1,1.3,0.0,0,1,0.0,0,76,1,0,0,55.8,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Jordan Perryman,56240,CB,WASHINGTON,10,0,0,340,66.7,1,0,2,0.6,0.0,0,2,25.0,0,322,2,1,0,,0,0,0,0.0,,0,,0,110,0,0
Shea Pitts,56242,LB,UCLA,3,0,0,324,59.7,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Elijah Gates,56243,S,FRESNO ST,8,0,0,169,63.7,0,0,8,3.9,0.0,0,0,12.5,1,203,8,1,0,68.6,0,0,2,2.9,0.0,0,50.0,1,69,2,1
Mo Osling III,56246,S,UCLA,13,1,0,324,62.8,1,1,7,1.3,0.0,0,1,14.3,0,529,7,2,0,46.0,0,1,2,1.3,0.0,0,25.0,0,153,2,1
Armani Marsh,56292,CB,WASH STATE,12,0,0,341,69.8,2,7,19,4.1,0.0,0,1,34.2,2,485,20,11,0,66.7,0,4,5,2.7,0.0,0,60.0,1,186,5,5
Jalen Harris,56321,ED,ARIZONA,12,3,0,109,58.9,1,9,319,94.1,2.8,9,0,2.8,4,357,336,14,0,66.9,0,5,70,92.8,5.7,4,7.9,3,83,77,8
Jose Ramirez,56323,ED,E MICHIGAN,12,1,1,160,90.5,7,33,312,98.8,19.2,60,6,9.6,10,339,335,50,0,91.8,1,19,116,100.0,30.2,35,14.7,7,127,127,27
Cole Maxwell,56332,ED,BAYLOR,10,2,0,118,62.8,1,4,112,94.2,5.4,6,1,2.2,0,121,114,5,0,68.0,0,2,17,85.7,11.8,2,5.9,0,21,18,2
Marcus Valdez,56333,ED,BOSTON COL,12,0,0,121,69.2,1,24,265,99.0,11.7,31,0,6.2,4,292,289,29,0,68.0,1,12,95,98.2,15.8,15,7.9,1,109,107,14
Myles Cecil,56334,DI,VANDERBILT,10,0,0,333,60.7,0,4,117,98.3,5.1,6,1,2.6,1,121,119,5,0,56.9,0,1,23,95.8,4.3,1,2.2,0,24,23,1
Nick Figueroa,56335,ED,USC,14,0,0,326,69.0,4,18,199,85.9,10.6,21,1,9.0,7,249,214,29,0,68.0,2,12,75,91.0,14.7,11,14.7,4,89,81,18
Terrance Lang,56343,ED,COLORADO,12,1,0,143,54.7,3,3,217,100.0,3.7,8,2,1.8,1,229,229,7,0,54.4,2,2,73,100.0,4.1,3,4.1,1,77,77,5
Taijh Alston,56348,ED,W VIRGINIA,12,0,1,343,54.2,2,7,204,100.0,5.4,11,2,3.2,2,212,212,11,0,53.7,0,1,52,100.0,5.8,3,1.0,0,54,54,1
Jelani Arnold,56376,DI,KANSAS,1,0,0,198,65.8,0,0,5,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Sam Burt,56379,DI,KANSAS,13,0,0,198,53.1,1,7,183,100.0,1.1,2,0,2.7,1,196,196,9,0,54.7,1,5,52,100.0,1.9,1,7.7,1,57,57,7
Zayin West,56384,ED,KENT STATE,12,0,0,201,75.0,1,21,299,100.0,11.0,33,3,5.0,4,312,312,26,0,82.2,0,14,101,100.0,18.8,19,10.9,4,106,106,18
Andre Jones Jr.,56395,ED,LA LAFAYET,12,2,1,207,77.0,5,20,270,85.5,13.3,36,3,7.2,7,345,295,32,1,81.5,2,12,90,89.3,17.8,16,10.0,2,112,100,16
Ibrahim Kante,56423,ED,BUFFALO,12,1,0,126,61.7,1,21,317,99.4,8.5,27,1,4.4,3,334,332,25,0,56.9,0,11,110,99.1,9.1,10,6.8,2,117,116,13
Brock Martin,56439,ED,OKLA STATE,12,1,1,262,69.2,8,17,304,85.0,12.8,39,1,5.4,4,374,318,29,1,74.0,4,12,117,94.7,21.4,25,9.4,3,131,124,19
Marcus Haynes,56441,ED,DOMINION,12,1,1,263,63.9,9,15,246,85.5,8.5,21,4,6.1,3,304,260,27,0,61.5,2,10,67,83.0,11.9,8,10.4,1,88,73,13
Damion Barber,56443,DI,MARSHALL,13,2,0,214,78.3,5,10,141,100.0,11.3,16,1,7.4,3,152,152,18,0,73.0,1,6,45,100.0,17.8,8,10.0,1,49,49,8
Robert McWilliams III,56445,ED,ARK STATE,3,0,0,113,63.9,1,1,19,100.0,10.5,2,0,10.5,1,19,19,3,0,62.0,1,0,12,100.0,16.7,2,4.2,0,12,12,1
TyJuan Garbutt,56473,ED,VA TECH,9,1,0,337,69.9,10,14,240,93.7,9.2,22,1,8.3,8,271,254,32,0,64.2,7,8,114,93.8,8.8,10,8.3,2,128,120,17
