player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Jabril Cox,30669,LB,LSU,10,0,0,211,76.7,5,5,34,9.3,8.8,3,0,14.7,0,388,36,10,0,76.3,2,3,14,9.0,14.3,2,17.9,0,156,14,5
Brock Nichols,33753,S,USF,8,0,0,327,56.7,0,1,4,6.2,0.0,0,0,12.5,0,65,4,1,0,59.2,0,0,1,5.9,0.0,0,0.0,0,17,1,0
Meiko Dotson,33902,CB,FLORIDA ST,3,0,0,167,59.8,0,0,1,1.7,0.0,0,1,0.0,0,59,1,0,0,,0,0,0,0.0,,0,,0,22,0,0
Denzel Feaster,34561,LB,KANSAS,5,0,0,198,51.9,1,1,13,13.6,0.0,0,2,7.7,0,103,14,2,0,53.6,0,1,5,20.7,0.0,0,10.0,0,29,6,1
Ferrod Gardner,34595,LB,LA LAFAYET,10,0,0,207,75.6,3,7,41,15.2,14.6,6,0,24.4,5,289,44,15,0,77.5,1,5,26,30.7,23.1,6,30.8,5,88,27,11
Christian Taylor,34919,LB,TEXAS ST,12,0,0,314,53.9,2,3,34,11.0,0.0,0,1,10.3,1,327,36,6,0,59.6,1,1,16,27.4,0.0,0,12.5,1,62,17,3
John Petrishen,35069,LB,PITTSBURGH,4,0,0,268,64.1,0,1,4,14.8,25.0,1,0,12.5,0,27,4,1,0,61.9,0,1,1,14.3,100.0,1,50.0,0,7,1,1
Justin Hughes,35200,LB,KANSAS ST,8,0,0,199,63.6,1,2,17,7.7,11.8,2,2,8.8,0,234,18,3,0,63.3,1,0,3,5.3,0.0,0,16.7,0,75,4,1
Richard McBryde,35699,LB,SMU,10,2,0,287,68.4,1,4,32,15.5,0.0,0,0,17.2,3,238,37,8,0,58.0,0,2,13,23.7,0.0,0,15.4,1,59,14,3
Kyle Pugh,35900,LB,N ILLINOIS,5,0,0,254,75.0,1,0,18,15.8,11.1,2,1,19.4,3,114,18,4,0,70.5,1,0,6,25.0,16.7,1,25.0,1,24,6,2
Terrence Jones,36071,ED,LA LAFAYET,2,0,0,207,66.7,0,0,11,78.6,18.2,2,0,0.0,0,14,11,0,0,66.0,0,0,2,50.0,50.0,1,0.0,0,4,2,0
Cristian Williams,36151,S,TULSA,8,1,0,320,72.9,0,0,5,1.9,0.0,0,2,0.0,0,270,5,0,0,59.9,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Stephen Forester,36173,LB,UTEP,8,0,0,330,69.9,1,3,16,6.8,18.8,3,0,18.8,1,236,16,5,0,70.2,0,2,11,24.4,18.2,2,18.2,1,45,11,3
Scott Patchan,36449,ED,COLO STATE,4,0,0,144,76.7,7,13,131,97.2,16.8,22,1,11.5,5,142,138,25,0,83.7,3,7,41,100.0,31.7,13,19.5,3,46,46,13
Eli Howard,36472,ED,TEXAS TECH,6,2,0,315,83.0,2,18,160,100.0,16.9,27,2,7.5,2,169,169,22,0,78.1,1,2,21,100.0,28.6,6,7.1,0,23,23,3
Josiah Bronson,36668,DI,WASHINGTON,4,0,0,340,57.9,0,6,94,100.0,5.3,5,0,3.2,0,96,96,6,0,65.9,0,6,36,100.0,13.9,5,8.3,0,37,37,6
Aaron Blackwell,36741,DI,ARIZONA,5,0,0,109,59.0,0,3,42,100.0,7.1,3,1,3.6,0,44,44,3,0,57.1,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Thad Mangum,36819,ED,USF,9,0,0,327,55.4,4,6,204,97.3,3.4,7,0,2.5,0,224,218,10,0,68.7,2,1,28,91.4,10.7,3,5.4,0,35,32,3
Micah Dew-Treadway,37050,DI,MINNESOTA,6,0,0,225,57.5,0,3,117,100.0,1.7,2,1,2.1,1,128,128,4,0,55.6,0,0,31,100.0,0.0,0,3.2,1,34,34,1
Tony Fair,37101,DI,UAB,9,0,0,321,69.1,0,2,102,99.1,3.9,4,1,2.0,1,114,113,3,0,73.7,0,1,36,100.0,2.8,1,4.2,1,41,41,2
Nafees Lyon,37319,CB,CHARLOTTE,6,0,0,136,64.8,1,0,4,2.5,0.0,0,1,12.5,0,163,4,1,0,69.4,1,0,2,3.2,0.0,0,25.0,0,62,2,1
Cameron Goode,38410,ED,CAL,4,0,0,130,71.1,2,9,102,86.1,14.7,15,0,8.3,3,122,105,14,0,73.8,1,6,41,87.5,26.8,11,13.4,2,48,42,9
Vic Viramontes,38446,LB,UNLV,6,0,0,325,56.7,1,1,12,7.9,0.0,0,0,8.3,0,151,12,2,0,55.4,0,0,4,8.5,0.0,0,0.0,0,47,4,0
Josh Drayden,38498,CB,CAL,4,0,0,130,53.4,0,0,3,2.9,0.0,0,2,0.0,0,103,3,0,0,,0,0,0,0.0,,0,,0,43,0,0
Viane Moala,38501,DI,UTAH,4,0,1,328,65.3,0,11,119,99.2,9.2,11,3,4.6,0,124,123,11,0,64.0,0,9,62,100.0,11.3,7,7.3,0,65,65,9
Jeremiah Pritchard,38502,LB,HAWAII,7,0,0,180,55.5,3,2,53,29.7,3.8,2,0,6.6,1,185,55,6,0,59.5,2,1,30,58.5,6.7,2,8.3,1,53,31,4
Elijah Sullivan,39006,LB,KANSAS ST,8,0,0,199,60.9,1,1,14,7.0,0.0,0,0,7.1,0,228,16,2,0,55.5,0,0,2,4.1,0.0,0,0.0,0,73,3,0
De'Vante Cross,39851,CB,VIRGINIA,10,0,1,335,58.0,2,0,23,6.6,0.0,0,3,8.7,1,363,24,3,0,72.0,1,0,8,8.3,0.0,0,18.8,1,108,9,2
Jordan Carmouche,39951,LB,HOUSTON,7,0,0,182,55.0,0,2,15,16.1,6.7,1,0,6.7,0,93,15,2,0,58.0,0,2,6,20.7,16.7,1,16.7,0,29,6,2
Derrion Rakestraw,39968,S,COLORADO,6,0,0,143,60.2,2,5,25,10.2,4.0,1,3,14.0,0,274,28,7,0,56.5,1,4,13,12.9,7.7,1,19.2,0,116,15,5
Brandon Martin,40066,LB,BALL ST,8,1,0,117,67.9,1,4,22,7.3,9.1,2,0,15.9,1,313,23,6,0,61.1,0,2,9,11.0,11.1,1,22.2,1,91,10,3
Chazz Surratt,40313,LB,N CAROLINA,11,0,0,245,77.5,11,15,92,23.3,16.3,15,1,20.7,6,425,99,32,0,78.4,3,8,40,27.5,22.5,9,26.3,5,160,44,16
Phillip Howard,40350,CB,MINNESOTA,6,0,0,225,59.6,0,0,1,1.1,0.0,0,0,0.0,0,88,1,0,0,,0,0,0,0.0,,0,,0,25,0,0
Zac Dawe,40457,ED,BYU,12,2,0,128,76.9,0,23,287,97.5,15.0,43,1,5.1,3,315,307,26,0,77.6,0,16,88,99.0,22.7,20,10.2,1,97,96,17
Kumehnnu Gwilly,40495,ED,C MICHIGAN,6,0,0,134,57.8,0,2,40,100.0,5.0,2,0,2.5,0,41,41,2,0,61.3,0,1,20,100.0,10.0,2,2.5,0,21,21,1
Chris Barrett,40524,TE,LIBERTY,1,0,0,206,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jahaziel Lee,40537,DI,GA TECH,2,0,0,176,54.1,0,0,24,100.0,0.0,0,0,0.0,0,24,24,0,0,54.7,0,0,12,100.0,0.0,0,0.0,0,12,12,0
Ja'cione Fugate,40621,S,CHARLOTTE,4,1,0,136,68.8,0,2,4,4.4,0.0,0,0,25.0,0,90,4,2,1,72.5,0,1,1,4.8,0.0,0,50.0,0,21,1,1
Justin Rice,40640,LB,ARK STATE,11,1,0,113,67.3,6,9,75,21.1,6.7,5,1,18.0,6,374,79,21,0,69.4,2,5,23,49.0,13.0,3,28.3,3,51,25,10
Aaron Hansford,40694,LB,TEXAS A&M,9,0,0,312,74.1,3,5,36,16.5,8.3,3,0,22.2,4,230,38,12,0,73.4,2,2,19,34.5,15.8,3,21.1,2,55,19,6
Austin Conrad,40760,ED,OHIO,3,1,0,259,77.8,3,2,69,89.9,15.9,11,1,5.1,1,79,71,6,0,78.8,2,2,34,91.9,26.5,9,8.8,1,37,34,5
Malik Staples,40902,LB,W KENTUCKY,3,0,0,346,54.7,0,2,3,10.0,0.0,0,0,33.3,0,30,3,2,0,56.8,0,1,2,22.2,0.0,0,25.0,0,9,2,1
Dwayne Johnson Jr.,41183,S,S DIEGO ST,7,0,1,284,81.4,0,3,9,3.4,44.4,4,2,27.8,1,263,9,4,0,82.7,0,3,5,5.8,80.0,4,30.0,0,86,5,3
Jaquel Pierce,41589,ED,TEXAS ST,10,0,0,314,50.7,2,7,156,99.4,1.9,3,0,2.9,0,163,162,9,0,53.5,0,1,28,100.0,3.6,1,1.8,0,28,28,1
Kameron Miller,41650,LB,NEW MEXICO,7,0,0,241,64.3,7,4,117,49.4,6.8,8,4,6.4,2,255,126,13,0,64.4,3,3,49,55.9,8.2,4,8.2,1,93,52,7
Ty Shelby,41752,ED,LA MONROE,8,0,0,209,62.6,5,9,182,96.1,7.7,14,0,4.9,2,203,195,16,0,68.9,4,7,69,96.2,14.5,10,10.9,2,79,76,13
Roy Baker,41757,CB,BUFFALO,7,0,2,126,70.9,0,1,1,0.5,100.0,1,5,50.0,0,188,1,1,0,,0,0,0,0.0,,0,,0,57,0,0
Calvin Bundage,41772,ED,OKLA STATE,11,0,1,262,75.3,6,12,145,93.4,17.9,26,5,11.7,8,166,155,26,0,67.2,4,8,76,97.6,18.4,14,11.8,3,84,82,15
Sam Hammond,41836,ED,NEVADA,9,1,0,239,78.0,9,32,335,97.2,13.1,44,1,8.2,7,359,349,48,0,77.6,2,15,109,98.3,19.3,21,10.6,3,115,113,20
Mason Husmann,41956,DI,LA MONROE,8,0,0,209,58.6,0,2,112,100.0,2.7,3,0,1.8,1,121,121,3,0,59.2,0,0,38,100.0,2.6,1,2.6,1,44,44,1
Ben Davis,41960,ED,ALABAMA,7,0,0,103,56.6,0,0,23,76.7,4.3,1,0,0.0,0,30,23,0,0,60.0,0,0,9,100.0,11.1,1,0.0,0,9,9,0
Dylan Tonkery,41961,ED,W VIRGINIA,9,0,0,343,55.4,0,4,84,68.7,4.8,4,0,4.8,2,131,90,6,0,57.6,0,2,29,91.2,3.4,1,10.3,2,34,31,4
Kenny Turnier,42019,DI,UCF,5,0,0,323,69.2,2,5,112,99.2,8.0,9,2,4.9,2,124,123,9,0,72.9,1,4,59,100.0,13.6,8,7.6,2,63,63,7
Dru Mathis,42027,LB,OREGON,6,0,0,264,56.5,0,1,18,45.0,5.6,1,0,2.8,0,40,18,1,0,59.2,0,1,9,47.4,11.1,1,5.6,0,19,9,1
Avien Peah,42158,ED,UMASS,4,0,0,216,57.3,0,3,56,100.0,3.6,2,1,4.5,1,58,58,4,0,61.8,0,3,19,100.0,10.5,2,13.2,1,21,21,4
Dre Bryant,42181,ED,VIRGINIA,1,0,0,335,60.4,0,1,11,100.0,9.1,1,0,4.5,0,12,12,1,0,63.0,0,1,6,100.0,16.7,1,8.3,0,7,7,1
Divine Deablo,42208,S,VA TECH,9,0,0,337,60.8,0,0,12,3.4,16.7,2,1,0.0,0,382,13,0,0,66.9,0,0,5,3.2,40.0,2,0.0,0,154,5,0
Nick Grant,42242,CB,VIRGINIA,10,0,1,335,60.0,0,1,1,0.3,0.0,0,2,50.0,0,347,1,1,0,,0,0,0,0.0,,0,,0,111,0,0
Rick Wells,42268,WR,FLORIDA,1,0,0,163,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Alonzo McCoy,42383,CB,C MICHIGAN,6,0,0,134,68.1,0,0,5,3.6,20.0,1,1,0.0,0,140,5,0,0,60.0,0,0,1,2.0,0.0,0,0.0,0,49,1,0
Keyshon Camp,42384,DI,PITTSBURGH,6,0,1,268,73.3,2,6,76,100.0,13.2,10,1,5.3,0,82,82,8,0,73.4,0,4,20,100.0,25.0,5,10.0,0,20,20,4
Rob Snyder,42389,LB,VIRGINIA,5,0,0,335,58.7,0,2,8,25.0,0.0,0,0,12.5,0,36,9,2,0,66.1,0,1,2,22.2,0.0,0,25.0,0,9,2,1
Chris Moore,42400,S,GA STATE,10,0,0,175,57.6,0,0,3,1.1,0.0,0,0,0.0,0,267,3,0,0,,0,0,0,0.0,,0,,0,78,0,0
Brenton Nelson,42426,CB,VIRGINIA,4,0,0,335,67.3,0,0,1,0.8,100.0,1,1,0.0,0,124,1,0,0,67.3,0,0,1,2.3,100.0,1,0.0,0,44,1,0
Raleigh Texada,42440,CB,BAYLOR,9,0,1,118,88.5,0,0,5,1.7,0.0,0,4,20.0,1,290,5,1,0,91.9,0,0,2,2.3,0.0,0,50.0,1,86,2,1
Greg Eisworth II,42444,S,IOWA STATE,12,0,0,193,54.1,0,2,5,1.2,0.0,0,1,20.0,0,419,5,2,0,55.5,0,2,2,4.4,0.0,0,50.0,0,45,2,2
JoJo Domann,42446,LB,NEBRASKA,8,0,0,238,61.1,2,1,38,13.4,5.3,2,0,3.9,0,292,39,3,0,52.5,1,1,8,8.6,0.0,0,12.5,0,93,8,2
Janarius Robinson,42447,ED,FLORIDA ST,9,1,0,167,72.7,6,16,220,91.6,10.9,24,3,6.4,3,261,239,25,0,78.7,5,11,85,91.0,21.2,18,11.8,2,100,91,18
Amen Ogbongbemiga,42449,LB,OKLA STATE,11,0,0,262,65.6,6,5,56,16.3,7.1,4,0,17.0,4,380,62,15,0,59.3,3,1,21,17.1,4.8,1,14.3,1,129,22,5
Tomon Fox,42486,ED,N CAROLINA,12,0,0,245,75.0,3,24,300,78.1,13.7,41,2,7.5,9,401,313,36,0,75.5,2,19,120,78.5,20.0,24,12.9,5,158,124,26
Tahj Herring-Wilson,42490,CB,ARK STATE,5,0,0,113,58.3,0,0,1,2.0,0.0,0,2,0.0,0,49,1,0,0,,0,0,0,0.0,,0,,0,4,0,0
Devin Harper,42494,LB,OKLA STATE,11,0,0,262,69.9,4,0,22,16.9,0.0,0,1,18.2,2,142,24,6,0,70.9,0,0,4,13.5,0.0,0,25.0,1,37,5,1
Rashad Weaver,42495,ED,PITTSBURGH,9,2,1,268,90.0,6,32,284,99.7,17.6,50,3,10.2,10,307,306,48,0,91.4,5,16,109,100.0,25.7,28,17.9,9,117,117,30
Shemar Jean-Charles,42496,CB,APP STATE,12,0,0,108,60.0,0,0,1,0.3,0.0,0,4,0.0,0,388,1,0,0,,0,0,0,0.0,,0,,0,95,0,0
Trae Meadows,42502,CB,W KENTUCKY,12,0,0,346,63.8,0,0,5,2.1,0.0,0,0,20.0,1,241,5,1,0,56.2,0,0,2,2.0,0.0,0,0.0,0,99,2,0
Keir Thomas,42509,DI,S CAROLINA,7,0,0,289,70.8,3,6,149,100.0,8.7,13,4,3.7,1,161,161,10,0,75.6,1,4,41,100.0,14.6,6,6.1,0,46,46,5
Tyrez Lindsey,42510,S,MEMPHIS,10,0,1,218,67.9,0,0,8,2.1,12.5,1,3,0.0,0,374,8,0,0,63.9,0,0,0,0.0,,1,,0,108,0,0
Bricen Garner,42520,S,W MICHIGAN,6,0,0,347,69.5,1,1,3,1.4,0.0,0,0,33.3,0,214,3,2,0,69.5,1,1,3,4.6,0.0,0,33.3,0,65,3,2
James Skalski,42552,LB,CLEMSON,9,0,0,140,61.7,0,6,43,24.2,11.6,5,1,11.6,2,186,45,8,0,61.1,0,4,27,35.8,11.1,3,14.8,2,81,29,6
Nazeeh Johnson,42553,S,MARSHALL,8,0,0,214,54.8,0,0,7,3.3,0.0,0,1,0.0,0,243,8,0,0,58.1,0,0,1,5.0,0.0,0,0.0,0,40,2,0
Jordan Fox,42554,ED,STANFORD,4,0,0,300,63.3,2,1,62,63.1,8.1,5,1,4.0,1,103,65,4,0,59.0,1,1,16,75.0,12.5,2,6.3,0,24,18,2
Max Richardson,42572,LB,BOSTON COL,11,0,1,121,68.1,1,13,79,20.9,15.2,12,2,13.9,4,444,93,18,0,69.5,0,10,45,26.8,17.8,8,17.8,3,190,51,13
Ja'Quain Blakely,42579,DI,TENNESSEE,10,1,0,307,61.6,2,4,87,100.0,5.7,5,0,5.7,2,92,92,8,1,67.2,2,4,54,100.0,9.3,5,9.3,2,56,56,8
Aaron Ramseur,42585,LB,E CAROLINA,8,0,0,156,69.5,3,5,40,37.4,7.5,3,0,15.0,2,107,40,10,0,75.7,0,4,12,42.9,16.7,2,33.3,2,28,12,6
Leevel Tatum III,42587,DI,FRESNO ST,5,0,0,169,67.4,0,3,49,100.0,10.2,5,0,5.1,1,49,49,4,0,62.6,0,1,15,100.0,13.3,2,3.3,0,15,15,1
Malik Barrow,42596,DI,RUTGERS,3,0,0,278,71.4,1,3,30,100.0,23.3,7,0,6.7,0,33,33,4,0,63.2,0,1,15,100.0,20.0,3,3.3,0,16,16,1
Andrzej Hughes-Murray,42597,ED,OREGON ST,7,1,0,265,64.1,2,6,116,83.4,9.5,11,0,4.3,1,151,126,9,0,66.5,2,4,47,82.3,17.0,8,6.4,0,62,51,6
Tanner Wiggins,42602,ED,LA LAFAYET,3,0,0,207,57.8,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,59.5,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tayler Hawkins,42606,CB,S DIEGO ST,8,0,1,284,63.6,0,2,4,1.4,50.0,2,4,25.0,0,280,4,2,0,63.7,0,1,1,1.1,100.0,1,50.0,0,90,1,1
Lawrence White,42607,S,IOWA STATE,12,0,0,193,66.2,0,3,7,1.8,28.6,2,1,21.4,0,400,7,3,0,71.6,0,2,4,9.5,50.0,2,25.0,0,42,4,2
Caesar Williams,42613,CB,WISCONSIN,7,0,0,349,60.0,0,0,1,0.5,0.0,0,3,0.0,0,220,1,0,0,,0,0,0,0.0,,0,,0,91,0,0
Leighton McCarthy,42626,ED,FAU,8,0,0,165,72.3,4,11,152,60.8,11.2,17,0,10.9,9,263,160,24,0,79.5,2,6,56,83.3,17.9,10,19.6,7,72,60,15
Tyler Coyle,42631,S,PURDUE,4,1,0,273,65.9,0,2,9,16.7,11.1,1,0,11.1,0,54,9,2,0,66.9,0,0,4,30.8,25.0,1,0.0,0,13,4,0
Brandon Bouyer-Randle,42637,LB,TEXAS TECH,9,2,1,315,58.2,2,4,88,42.1,5.7,5,1,4.5,1,221,93,7,0,62.6,2,3,31,80.5,12.9,4,11.3,1,41,33,6
Broderick Harrell,42650,S,UTEP,7,0,0,330,57.8,0,1,5,2.6,0.0,0,1,10.0,0,192,5,1,0,59.2,0,0,1,2.3,0.0,0,0.0,0,44,1,0
Lawson Hall,42652,LB,NEVADA,9,0,0,239,62.2,1,2,39,15.9,5.1,2,0,14.1,4,252,40,7,0,62.0,0,2,11,16.4,0.0,0,18.2,1,67,11,3
Tony Butler,42660,CB,KENT STATE,4,0,0,201,58.3,0,0,3,4.1,0.0,0,2,0.0,0,74,3,0,0,,0,0,0,0.0,,0,,0,33,0,0
Tavante Beckett,42663,LB,MARSHALL,9,0,0,214,76.5,6,2,36,13.6,8.3,3,1,25.0,5,295,40,13,0,82.6,2,0,12,25.4,25.0,3,33.3,3,59,15,5
Mike Hampton,42669,CB,USF,9,0,1,327,60.0,0,0,1,0.4,0.0,0,2,0.0,0,228,1,0,0,,0,0,0,0.0,,0,,0,48,0,0
Eric Kendzior,42672,ED,LA TECH,10,0,1,208,54.9,2,5,155,75.7,6.5,10,3,2.9,1,218,165,8,0,58.0,1,2,57,96.9,10.5,6,4.4,1,64,62,4
Mike Palmer,42674,S,BOSTON COL,7,0,0,121,58.8,1,3,6,3.2,0.0,0,0,33.3,0,216,7,4,0,46.3,0,2,3,3.1,0.0,0,33.3,0,98,3,2
Jalen Walker,42675,CB,BOISE ST,7,0,1,120,59.1,0,2,6,2.5,0.0,0,4,16.7,0,238,6,2,0,65.0,0,1,1,1.1,0.0,0,50.0,0,88,1,1
Malik Antoine,42676,S,STANFORD,6,0,0,300,63.6,0,2,6,3.7,0.0,0,0,33.3,1,189,7,3,0,70.2,0,0,1,1.8,0.0,0,100.0,1,57,1,1
Isaiah Graham-Mobley,42679,LB,TEMPLE,2,0,0,306,66.6,1,0,3,14.3,0.0,0,1,50.0,1,28,4,2,0,67.8,0,0,2,60.0,0.0,0,50.0,1,5,3,1
Jordan Woods,42686,DI,FIU,3,0,0,166,55.6,0,0,22,100.0,0.0,0,0,0.0,0,23,23,0,0,56.5,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Tyreek Maddox-Williams,42694,LB,RUTGERS,9,2,0,278,59.7,0,2,41,24.4,2.4,1,0,2.4,0,172,42,2,0,54.2,0,0,13,20.6,0.0,0,0.0,0,68,14,0
Demetrius Cain,42697,LB,W KENTUCKY,10,0,0,346,58.4,1,4,18,35.1,5.6,1,0,13.9,0,57,20,5,0,61.7,1,0,5,26.3,0.0,0,10.0,0,19,5,1
Jeremy Darvin,42713,DI,W KENTUCKY,12,1,0,346,61.1,2,4,238,100.0,4.2,10,2,2.1,2,254,254,8,1,61.8,1,3,88,100.0,5.7,5,4.5,2,94,94,6
Ryan Bowman,42714,ED,WASHINGTON,2,0,0,340,68.7,2,1,43,97.8,14.0,6,0,5.8,1,46,45,4,0,72.0,0,1,14,93.8,21.4,3,10.7,1,16,15,2
Chauncey Golston,42718,ED,IOWA,8,0,0,192,75.5,6,22,244,96.5,12.7,31,0,8.2,6,259,250,34,0,79.0,3,10,99,96.2,17.2,17,11.6,5,104,100,18
