player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Cyrus Jones,10694,CB,ALABAMA,15,0,1,103,70.9,1,0,2,0.3,0.0,0,5,25.0,0,579,2,1,0,68.8,1,0,1,0.4,0.0,0,50.0,0,236,1,1
Vonn Bell,10695,S,OHIO STATE,13,0,0,260,58.6,0,0,1,0.2,0.0,0,2,0.0,0,493,1,0,0,58.6,0,0,1,0.5,0.0,0,0.0,0,183,1,0
Adam Gotsis,10697,DI,GA TECH,8,0,0,176,82.1,12,9,172,98.4,11.6,20,2,7.8,3,184,181,24,0,85.0,6,3,55,95.2,18.2,10,13.6,3,62,59,12
Kevin Byard,10698,S,MIDDLE TN,11,0,0,224,64.4,1,0,5,1.3,0.0,0,1,10.0,0,377,5,1,0,67.4,1,0,2,1.9,0.0,0,25.0,0,103,2,1
Carl Nassib,10699,ED,PENN STATE,13,0,1,266,90.7,9,30,239,92.5,16.7,40,2,14.4,15,268,248,54,0,91.2,3,14,85,89.8,27.1,23,20.6,9,98,88,26
Maliek Collins,10701,DI,NEBRASKA,13,0,0,238,77.0,8,35,457,99.8,11.2,51,6,5.4,3,487,486,46,0,77.5,6,21,209,99.6,15.3,32,7.9,3,228,227,30
Will Redmond,10702,CB,MISS STATE,7,0,0,227,59.5,2,0,5,2.9,0.0,0,0,20.0,0,172,5,2,0,59.5,2,0,5,10.4,0.0,0,20.0,0,48,5,2
Yannick Ngakoue,10703,ED,MARYLAND,12,1,0,215,82.2,10,34,359,95.4,15.0,54,4,9.7,13,394,376,57,0,72.3,2,17,140,97.3,18.6,26,12.5,8,150,146,27
Bronson Kaufusi,10704,DI,BYU,13,2,0,128,84.7,14,34,345,92.5,13.9,48,1,9.9,10,389,360,58,0,72.5,3,7,80,84.5,16.3,13,12.5,5,103,87,15
Darian Thompson,10705,S,BOISE ST,11,0,0,120,70.2,0,0,1,0.3,0.0,0,0,100.0,1,370,1,1,0,,0,0,0,0.0,,0,,0,87,0,0
Jonathan Bullard,10706,DI,FLORIDA,14,1,0,163,69.8,6,16,335,99.7,9.3,31,4,5.4,7,353,352,29,0,70.3,4,11,134,100.0,14.2,19,9.3,5,143,143,20
KeiVarae Russell,10708,CB,NOTRE DAME,11,0,0,258,58.9,0,0,11,3.0,0.0,0,2,9.1,1,365,11,1,0,62.0,0,0,6,5.0,0.0,0,16.7,1,121,6,1
Shilique Calhoun,10709,ED,MICH STATE,14,2,1,223,89.5,17,48,482,99.2,15.8,76,11,9.0,11,514,510,76,0,90.6,8,15,131,100.0,25.2,33,13.4,6,141,141,29
Daryl Worley,10711,CB,W VIRGINIA,12,0,1,343,58.2,0,1,1,0.2,0.0,0,4,50.0,0,438,1,1,0,58.2,0,1,1,1.4,0.0,0,50.0,0,69,1,1
Adolphus Washington,10714,DI,OHIO STATE,12,1,0,260,89.5,8,35,379,100.0,12.7,48,1,7.0,5,397,397,48,1,90.5,5,20,142,100.0,15.5,22,10.9,3,149,149,28
Jordan Jenkins,10717,ED,GEORGIA,12,0,0,173,72.1,6,21,215,89.4,14.0,30,1,8.1,4,246,220,31,0,79.2,1,14,80,96.6,22.5,18,13.1,3,87,84,18
Kendall Fuller,10718,CB,VA TECH,3,0,0,337,90.0,0,0,5,6.1,0.0,0,2,20.0,1,82,5,1,0,92.2,0,0,2,6.7,0.0,0,50.0,1,30,2,1
Nick Vigil,10721,LB,UTAH ST,13,0,0,329,82.7,4,6,73,20.6,12.3,9,3,12.3,4,388,80,14,0,90.4,3,2,38,28.1,15.8,6,14.5,3,146,41,8
Kyler Fackrell,10722,ED,UTAH ST,13,1,0,329,90.5,12,29,191,52.2,23.0,44,2,12.8,4,385,201,45,0,85.5,7,21,95,69.4,30.5,29,16.8,2,144,100,30
Brandon Williams,10726,CB,TEXAS A&M,13,1,0,312,73.0,0,0,2,1.3,0.0,0,4,0.0,0,229,3,0,0,,0,0,0,0.0,,0,,0,75,0,0
Vincent Valentine,10730,DI,NEBRASKA,10,0,0,238,66.6,3,10,231,99.6,5.6,13,0,4.5,4,248,247,17,0,67.2,2,6,96,99.0,8.3,8,6.3,2,105,104,10
Justin Simmons,10732,S,BOSTON COL,12,0,0,121,71.2,2,1,5,1.3,20.0,1,0,30.0,0,398,5,3,0,66.7,1,1,2,1.2,50.0,1,50.0,0,169,2,2
Joe Schobert,10733,ED,WISCONSIN,13,0,0,349,91.3,14,30,182,51.1,20.3,37,1,17.0,9,372,190,53,0,90.9,9,21,92,67.1,29.3,27,20.7,4,143,96,34
Charles Tapper,10735,DI,OKLAHOMA,13,6,0,261,70.3,1,27,370,99.2,9.7,36,2,5.7,7,387,384,35,0,75.4,1,17,135,98.6,17.8,24,10.4,5,144,142,23
Joshua Perry,10736,LB,OHIO STATE,13,0,0,260,73.9,4,6,68,15.9,8.8,6,1,13.2,4,439,70,14,0,66.3,1,4,28,17.9,17.9,5,12.5,1,162,29,6
Sheldon Day,10737,DI,NOTRE DAME,13,3,0,258,86.0,9,33,341,94.8,14.4,49,3,7.3,4,381,361,46,0,79.8,4,20,111,92.9,21.6,24,11.7,1,126,117,25
Eric Murray,10740,CB,MINNESOTA,13,0,0,225,94.1,0,0,8,1.8,0.0,0,5,12.5,1,437,8,1,0,95.7,0,0,4,2.6,0.0,0,25.0,1,155,4,1
B.J. Goodson,10743,LB,CLEMSON,15,2,0,140,71.7,3,24,106,22.1,6.6,7,2,18.4,6,507,112,33,0,72.9,0,15,60,35.1,6.7,4,19.2,4,185,65,19
Nick Kwiatkoski,10747,LB,W VIRGINIA,13,1,0,343,66.0,7,15,136,31.1,8.1,11,4,10.3,3,460,143,25,0,62.1,2,2,41,69.4,7.3,3,9.8,2,62,43,6
De'Vondre Campbell,10749,LB,MINNESOTA,13,0,0,225,65.4,1,7,66,22.1,18.2,12,0,10.6,3,308,68,11,0,68.2,1,4,25,24.3,24.0,6,14.0,1,107,26,6
Hassan Ridgeway,10750,DI,TEXAS,11,0,0,311,76.1,8,18,228,100.0,14.0,32,0,7.5,4,238,238,30,0,75.6,2,12,76,100.0,23.7,18,10.5,1,79,79,15
Juston Burris,10752,CB,NC STATE,13,0,0,248,50.8,0,0,4,1.0,0.0,0,4,0.0,0,404,4,0,0,53.1,0,0,3,2.1,0.0,0,0.0,0,146,3,0
Andrew Billings,10756,DI,BAYLOR,12,0,0,118,75.2,3,22,357,96.5,10.4,37,1,4.9,5,397,383,30,0,70.5,1,9,89,98.0,12.4,11,7.9,2,98,96,12
Deon Bush,10758,S,MIAMI FL,13,0,0,220,70.2,0,1,8,2.3,12.5,1,2,18.8,1,355,8,2,0,55.9,0,0,2,1.2,0.0,0,0.0,0,166,2,0
Antonio Morrison,10759,LB,FLORIDA,14,0,0,163,66.9,2,6,46,12.2,8.7,4,2,15.2,3,377,46,11,0,59.5,1,2,16,13.7,0.0,0,15.6,1,117,16,4
Derrick Kindred,10763,S,TCU,13,0,0,305,60.0,0,0,1,0.2,0.0,0,1,0.0,0,511,1,0,0,,0,0,0,0.0,,0,,0,183,0,0
Blake Martinez,10765,LB,STANFORD,14,0,0,300,59.6,2,5,58,12.0,6.9,4,1,9.5,2,508,61,9,0,62.6,1,3,35,17.7,8.6,3,11.4,2,203,36,6
Willie Henry,10766,DI,MICHIGAN,13,2,1,222,77.1,6,26,295,100.0,10.8,32,9,7.5,6,314,314,38,0,71.3,3,12,110,100.0,13.6,15,10.5,4,117,117,19
Dean Lowry,10771,ED,NWESTERN,13,7,0,256,76.3,3,37,389,94.8,10.8,42,3,6.2,4,426,404,44,2,77.7,2,25,174,97.4,16.7,29,10.1,4,189,184,31
Zack Sanchez,10775,CB,OKLAHOMA,11,0,0,261,78.9,0,3,4,1.1,25.0,1,3,62.5,1,372,4,4,0,78.9,0,2,4,3.3,25.0,1,50.0,1,123,4,3
Ronald Blair III,10776,DI,APP STATE,13,0,0,108,78.0,6,23,294,98.1,15.0,44,1,7.7,8,311,305,37,0,76.7,1,10,76,96.3,22.4,17,12.5,4,81,78,15
Quinton Jefferson,10781,DI,MARYLAND,12,0,0,215,73.2,5,15,357,99.2,8.4,30,1,4.5,6,378,375,26,0,76.8,3,6,137,99.3,11.7,16,6.2,4,145,144,13
Matt Ioannidis,10786,DI,TEMPLE,14,3,0,306,78.5,10,19,370,98.0,10.0,37,0,5.0,4,401,393,33,1,81.4,4,13,109,99.1,18.3,20,10.6,3,117,116,20
K.J. Dillon,10793,CB,W VIRGINIA,13,1,1,343,68.7,1,6,52,11.3,9.6,5,3,8.7,1,515,58,8,0,64.8,0,2,14,18.5,21.4,3,7.1,0,81,15,2
Kentrell Brothers,10794,LB,MISSOURI,12,0,0,229,74.9,4,10,55,13.9,12.7,7,1,16.4,2,417,58,16,0,62.9,1,5,26,23.0,19.2,5,11.5,0,122,28,6
DJ Reader,10800,DI,CLEMSON,9,0,0,140,73.4,3,9,138,99.3,10.9,15,0,5.1,1,141,140,13,0,79.3,2,6,47,100.0,21.3,10,8.5,0,48,48,8
Antwione Williams,10803,LB,GA SOUTHRN,13,1,0,174,72.5,6,9,59,15.6,3.4,2,0,19.5,4,391,61,19,0,72.5,3,2,19,15.9,5.3,1,23.7,2,126,20,7
Trey Caldwell,10807,CB,LA MONROE,13,0,1,209,71.0,0,1,2,0.5,50.0,1,1,25.0,0,365,2,1,0,66.9,0,1,1,0.9,100.0,1,50.0,0,106,1,1
Jatavis Brown,10809,LB,AKRON,13,0,0,102,93.7,11,22,134,29.4,21.6,29,0,23.5,15,493,145,48,0,92.2,5,8,55,41.3,27.3,15,26.4,8,143,59,21
D.J. White,10812,CB,GA TECH,11,0,1,176,59.5,0,0,1,0.3,0.0,0,3,0.0,0,319,1,0,0,,0,0,0,0.0,,0,,0,96,0,0
Devante Bond,10817,ED,OKLAHOMA,9,1,0,261,74.9,3,9,99,54.1,10.1,10,1,8.1,2,194,105,14,0,80.8,3,6,43,71.0,16.3,7,12.8,1,62,44,10
Anthony Brown,10823,CB,PURDUE,12,0,0,273,82.6,1,1,2,0.4,50.0,1,5,50.0,0,450,2,2,0,82.6,1,1,2,1.3,50.0,1,50.0,0,154,2,2
Josh Forrest,10824,LB,KENTUCKY,12,1,0,202,87.2,5,13,81,21.3,19.8,16,3,16.0,4,400,85,22,0,73.4,3,9,43,28.9,25.6,11,16.3,1,159,46,13
Cory James,10828,LB,COLO STATE,13,0,0,144,70.5,0,23,181,63.8,14.4,26,3,8.0,3,307,196,26,0,74.7,0,16,76,79.8,25.0,19,13.2,2,104,83,18
Blake Countess,10830,CB,AUBURN,13,0,0,115,58.2,0,0,9,2.1,0.0,0,4,0.0,0,476,10,0,0,59.5,0,0,1,0.6,0.0,0,0.0,0,157,1,0
Anthony Zettel,10836,DI,PENN STATE,13,5,1,266,76.3,3,28,301,99.0,11.3,34,2,5.8,2,314,311,33,0,79.9,3,18,117,98.4,20.5,24,10.7,2,123,121,23
Dadi Nicolas,10837,ED,VA TECH,13,4,1,337,84.6,10,35,312,96.3,16.7,52,7,8.2,3,347,334,48,1,67.9,3,16,113,98.4,15.0,17,8.4,0,124,122,19
Jordan Lucas,10838,S,PENN STATE,8,0,0,266,53.4,0,0,10,4.5,0.0,0,0,0.0,0,224,10,0,0,53.1,0,0,5,7.1,0.0,0,0.0,0,70,5,0
Maurice Canady,10843,CB,VIRGINIA,12,0,0,335,52.1,1,3,23,5.2,0.0,0,3,8.7,0,443,23,4,0,54.8,0,3,14,8.5,0.0,0,10.7,0,165,14,3
Kavon Frazier,10846,S,C MICHIGAN,13,0,0,134,65.2,0,2,4,0.9,25.0,1,1,25.0,0,448,4,2,0,59.4,0,1,1,0.7,0.0,0,50.0,0,137,1,1
Elandon Roberts,10848,LB,HOUSTON,14,0,0,182,69.7,11,12,130,25.0,11.5,15,2,13.5,6,539,135,29,0,56.6,3,4,72,37.1,9.7,7,7.6,2,205,76,9
Will Parks,10853,S,ARIZONA,13,1,0,109,57.3,1,3,26,5.4,3.8,1,1,7.7,0,481,26,4,0,51.4,1,0,7,5.3,0.0,0,7.1,0,132,7,1
Travis Feeney,10854,ED,WASHINGTON,13,1,1,340,79.5,9,21,191,64.9,9.9,19,6,11.5,7,308,200,37,1,69.5,2,11,78,77.9,10.3,8,10.9,2,104,81,15
Aaron Wallace,10856,ED,UCLA,13,0,0,324,72.8,4,15,192,73.1,12.5,24,1,9.1,8,283,207,27,0,72.5,1,8,88,86.8,15.9,14,10.8,5,106,92,14
Stephen Weatherly,10861,ED,VANDERBILT,12,1,0,333,63.5,6,31,276,69.6,10.1,28,3,8.2,4,404,281,41,0,66.0,2,17,120,91.9,15.8,19,11.3,4,135,124,23
Steven Daniels,10866,LB,BOSTON COL,12,0,0,121,77.0,7,9,93,24.6,15.1,14,1,15.1,6,398,98,22,0,70.7,4,5,41,26.0,22.0,9,15.9,2,169,44,11
Jalen Mills,10867,CB,LSU,7,0,0,211,70.1,0,3,13,7.0,15.4,2,0,19.2,1,228,16,4,0,,0,0,0,0.0,,0,,0,88,0,0
Alex McCalister,10874,ED,FLORIDA,9,0,0,163,71.7,7,13,183,94.9,11.5,21,0,9.3,7,197,187,27,0,74.5,4,6,72,98.7,20.8,15,13.9,5,76,75,15
Jayron Kearse,10878,S,CLEMSON,15,0,0,140,57.0,0,7,34,7.7,11.8,4,1,13.2,1,483,37,8,0,58.2,0,1,18,11.0,11.1,2,8.3,1,173,19,2
Tyler Matakevich,10880,LB,TEMPLE,14,2,0,306,81.2,5,8,59,11.7,8.5,5,1,19.5,5,540,63,18,1,80.5,2,2,23,15.5,13.0,3,21.7,3,155,24,7
Prince Charles Iworah,10883,CB,W KENTUCKY,14,0,1,346,51.3,0,1,6,1.2,0.0,0,3,8.3,0,508,6,1,0,59.3,0,0,1,0.8,0.0,0,0.0,0,133,1,0
Scooby Wright III,10884,LB,ARIZONA,3,0,0,109,73.8,1,6,26,39.4,19.2,5,1,21.2,2,66,26,9,0,66.3,1,3,15,68.2,20.0,3,20.0,1,22,15,5
Joe Walker,10885,LB,OREGON,12,0,0,264,67.4,3,2,28,5.7,7.1,2,0,16.1,2,507,29,7,0,76.8,1,2,6,4.0,33.3,2,41.7,1,173,7,4
Kalan Reed,10887,CB,SO MISS,14,0,2,296,74.1,0,0,1,0.2,0.0,0,5,100.0,1,467,1,1,0,76.3,0,0,0,0.0,,0,,1,157,0,1
Tyriq McCord,10889,LB,MIAMI FL,13,0,0,220,69.6,2,13,86,36.3,18.6,16,1,12.2,3,245,89,18,0,74.0,1,9,47,53.8,29.8,14,14.9,2,93,50,12
Giorgio Newberry,10891,DI,FLORIDA ST,13,5,0,167,61.5,2,13,269,100.0,3.3,9,1,3.9,3,274,274,18,2,61.0,0,6,103,100.0,2.9,3,5.8,3,106,106,9
Mike Hilton,10898,CB,OLE MISS,13,0,0,226,71.4,2,4,23,4.5,0.0,0,2,21.7,2,554,25,8,0,85.3,1,0,5,3.3,0.0,0,50.0,2,182,6,3
Jarrod Wilson,10902,S,MICHIGAN,13,1,0,222,74.0,0,1,8,2.2,12.5,1,1,18.8,1,447,10,2,0,65.6,0,0,3,2.5,0.0,0,33.3,1,160,4,1
Briean Boddy-Calhoun,10903,CB,MINNESOTA,11,0,0,225,61.8,0,1,17,5.3,5.9,1,0,8.8,1,337,18,2,0,73.0,0,1,8,7.0,12.5,1,18.8,1,115,8,2
Daniel Davie,10906,CB,NEBRASKA,5,0,0,238,51.9,0,1,3,2.1,33.3,1,2,16.7,0,193,4,1,0,52.8,0,0,2,2.3,50.0,1,0.0,0,86,2,0
Curt Maggitt,10911,ED,TENNESSEE,2,0,0,307,69.4,1,3,41,93.5,14.6,6,0,4.9,0,46,43,4,0,60.8,0,1,8,100.0,12.5,1,6.3,0,9,9,1
Stefan McClure,10912,S,CAL,13,0,0,130,66.9,0,0,3,0.8,0.0,0,2,33.3,1,363,3,1,0,69.9,0,0,1,0.9,0.0,0,100.0,1,111,1,1
Anthony Sarao,10919,LB,USC,14,0,0,326,61.3,2,9,50,18.6,6.0,3,2,17.0,3,279,52,14,0,56.0,0,2,22,18.9,0.0,0,13.6,2,127,24,4
Delvon Simmons,10920,DI,USC,14,1,0,326,65.2,4,16,316,100.0,8.9,28,2,4.7,5,331,331,25,0,63.4,1,8,124,100.0,10.5,13,6.0,3,131,131,12
Ron Thompson,10922,ED,SYRACUSE,12,3,0,304,82.1,5,24,289,93.8,13.5,39,4,7.4,7,320,300,36,0,75.7,3,11,110,91.9,18.2,20,9.1,3,124,114,17
Darius White,10923,CB,CAL,13,0,0,130,64.2,0,1,5,1.1,20.0,1,4,10.0,0,436,5,1,0,70.6,0,1,2,1.5,50.0,1,25.0,0,133,2,1
Andrew Williamson,10924,S,VANDERBILT,10,0,0,333,78.9,2,2,12,4.3,8.3,1,1,25.0,1,282,12,5,0,56.7,0,0,3,3.0,0.0,0,0.0,0,101,3,0
Sterling Bailey,10926,DI,GEORGIA,13,3,0,173,68.3,3,16,219,100.0,7.3,16,0,4.8,1,225,225,20,2,68.9,1,7,73,100.0,11.0,8,6.8,1,76,76,9
Tyson Coleman,10930,ED,OREGON,13,1,0,264,78.7,6,15,160,34.8,13.8,22,1,9.1,4,485,169,25,0,64.8,1,5,72,52.1,11.1,8,6.9,2,146,76,8
Traveon Henry,10934,S,NWESTERN,12,0,0,256,70.4,1,3,8,1.7,25.0,2,1,37.5,1,466,8,5,0,61.4,0,3,4,2.2,50.0,2,37.5,0,180,4,3
Isaiah Johnson,10935,S,S CAROLINA,12,0,0,289,58.0,0,0,3,0.8,0.0,0,1,0.0,0,397,3,0,0,59.2,0,0,1,0.6,0.0,0,0.0,0,154,1,0
DaVonte Lambert,10937,ED,AUBURN,12,1,0,115,52.2,2,7,252,100.0,2.0,5,0,2.2,1,261,261,10,0,55.7,1,6,71,100.0,7.0,5,6.3,1,75,75,8
Cassanova McKinzy,10938,LB,AUBURN,13,1,0,115,80.5,13,22,222,60.4,14.9,33,1,9.7,4,379,229,39,0,78.1,4,10,93,77.6,18.3,17,10.8,3,125,97,17
Jontavius Morris,10939,DI,W KENTUCKY,14,3,0,346,63.9,1,13,313,100.0,4.8,15,1,2.9,2,325,325,16,2,66.7,0,6,80,100.0,7.5,6,3.8,0,83,83,6
Elijah Shumate,10942,S,NOTRE DAME,13,0,0,258,55.0,0,3,5,1.2,0.0,0,3,30.0,0,403,5,3,0,56.8,0,2,3,2.4,0.0,0,33.3,0,127,3,2
Channing Ward,10943,ED,OLE MISS,13,3,0,226,65.0,4,12,216,98.7,6.0,13,0,5.1,3,232,229,19,0,62.3,2,6,69,98.7,8.7,6,8.7,2,76,75,10
Matthias Farley,10953,S,NOTRE DAME,11,0,0,258,51.3,0,1,9,3.9,0.0,0,0,5.6,0,231,9,1,0,55.9,0,0,3,3.9,0.0,0,0.0,0,77,3,0
Lamar Louis,10957,LB,LSU,11,0,0,211,57.0,0,0,3,7.3,0.0,0,1,0.0,0,41,3,0,0,57.5,0,0,2,28.6,0.0,0,0.0,0,7,2,0
Givens Price,10958,DI,NEBRASKA,2,0,0,238,56.6,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,58.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Ronald Zamort,10961,CB,W MICHIGAN,13,0,1,347,52.7,0,0,3,0.7,0.0,0,9,0.0,0,451,3,0,0,58.3,0,0,1,0.7,0.0,0,0.0,0,146,1,0
Bryson Albright,10962,ED,MIAMI OH,12,2,0,221,76.9,10,24,274,88.7,15.3,42,3,8.8,7,319,283,41,1,79.2,5,14,101,95.3,25.7,26,14.4,5,107,102,24
Claudell Louis,10969,DI,FRESNO ST,12,1,0,169,67.3,1,12,207,100.0,7.2,15,0,6.0,6,216,216,19,0,58.9,0,6,50,100.0,8.0,4,8.0,1,52,52,7
Eric Striker,10973,ED,OKLAHOMA,13,2,0,261,86.6,10,36,277,61.6,17.0,47,2,11.2,8,474,292,54,0,76.0,6,20,118,73.4,20.3,24,13.6,3,169,124,29
Julian Whigham,10974,CB,SYRACUSE,11,0,1,304,67.0,1,1,2,1.0,50.0,1,3,50.0,0,208,2,2,0,,0,0,0,0.0,,0,,0,88,0,0
Keith Baxter,10976,CB,MARSHALL,13,0,1,214,71.9,0,0,2,0.8,0.0,0,3,50.0,1,253,2,1,0,78.6,0,0,1,1.1,0.0,0,100.0,1,89,1,1
