player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Dante Fowler Jr.,9436,ED,FLORIDA,12,2,0,163,81.9,11,31,312,84.6,15.4,48,4,9.6,9,384,325,51,0,90.1,6,20,121,90.0,28.9,35,18.2,9,140,126,35
Leonard Williams,9439,DI,USC,13,3,0,326,65.7,11,31,498,100.0,7.6,38,5,5.8,8,527,527,50,0,62.1,4,18,170,100.0,11.2,19,8.8,4,177,177,26
Vic Beasley Jr.,9441,ED,CLEMSON,13,2,1,140,88.4,3,26,301,97.5,14.3,43,4,8.5,11,323,315,40,1,83.4,0,10,97,98.1,20.6,20,10.3,5,103,101,15
Trae Waynes,9444,CB,MICH STATE,13,0,0,223,52.8,0,1,15,3.2,0.0,0,4,10.0,1,468,15,2,0,50.4,0,0,3,1.9,0.0,0,0.0,0,157,3,0
Danny Shelton,9445,DI,WASHINGTON,14,0,0,340,67.3,11,26,514,99.4,6.8,35,2,5.5,10,540,537,47,0,73.0,7,10,122,100.0,14.8,18,11.9,6,126,126,23
Kevin Johnson,9449,CB,WAKE,12,0,0,339,61.8,0,2,6,1.7,16.7,1,4,16.7,0,361,6,2,0,,0,0,0,0.0,,0,,0,101,0,0
Arik Armstead,9450,DI,OREGON,13,0,0,264,61.2,3,20,338,98.6,7.4,25,1,4.3,3,351,346,26,0,61.4,1,6,78,100.0,11.5,9,7.1,2,81,81,9
Marcus Peters,9451,CB,WASHINGTON,8,0,0,340,72.9,1,0,7,2.1,14.3,1,4,7.1,0,339,7,1,0,,0,0,0,0.0,,0,,0,79,0,0
Bud Dupree,9455,ED,KENTUCKY,12,1,0,202,80.1,8,19,299,80.4,11.4,34,3,7.2,8,388,312,35,0,79.7,4,15,125,89.5,19.2,24,10.8,4,152,136,23
Shane Ray,9456,ED,MISSOURI,14,1,0,229,90.8,10,20,399,98.4,12.3,49,10,8.0,17,429,422,47,0,90.8,4,14,135,99.3,22.2,30,14.1,10,149,148,28
Shaq Thompson,9458,LB,WASHINGTON,13,1,0,340,74.5,2,3,21,4.9,9.5,2,1,16.7,1,426,21,6,1,72.0,0,1,9,8.8,11.1,1,16.7,1,102,9,2
Damarious Randall,9463,S,ARIZONA ST,13,1,1,110,90.2,2,2,15,3.1,26.7,4,2,20.0,1,523,16,5,0,87.1,2,0,10,4.3,30.0,3,20.0,1,231,10,3
Stephone Anthony,9464,LB,CLEMSON,13,0,1,140,71.4,5,12,51,13.3,17.6,9,2,22.5,3,413,55,20,0,70.4,4,4,27,21.1,22.2,6,18.5,1,142,30,9
Malcom Brown,9465,DI,TEXAS,13,1,1,311,69.9,7,19,386,99.3,7.3,28,1,5.2,7,404,401,33,0,79.5,6,10,140,100.0,13.6,19,9.3,5,149,149,21
Landon Collins,9466,S,ALABAMA,14,0,0,103,66.3,2,5,33,6.1,12.1,4,0,10.6,0,537,33,7,0,66.0,2,1,15,7.2,13.3,2,10.0,0,209,15,3
Mario Edwards Jr.,9468,ED,FLORIDA ST,13,4,0,167,67.6,10,19,368,98.0,6.8,25,1,4.5,2,392,384,31,2,75.9,3,13,133,99.3,12.0,16,7.5,2,140,139,18
Preston Smith,9471,ED,MISS STATE,13,2,0,227,82.6,8,24,308,91.6,12.3,38,2,8.4,10,346,317,42,0,86.4,4,11,113,95.9,22.1,25,13.7,8,123,118,23
Eddie Goldman,9472,DI,FLORIDA ST,12,0,1,167,61.0,5,17,353,98.4,6.2,22,4,4.0,3,374,368,25,0,62.2,5,10,129,97.8,10.9,14,6.6,1,137,134,16
Benardrick McKinney,9476,LB,MISS STATE,13,0,0,227,60.4,2,7,62,17.2,4.8,3,1,13.7,4,383,66,13,0,55.2,0,2,23,18.4,8.7,2,8.7,1,136,25,3
Hau'oli Kikaha,9477,ED,WASHINGTON,14,1,1,340,91.1,7,31,335,61.1,15.5,52,3,11.6,20,578,353,58,0,90.8,3,15,129,95.1,20.2,26,17.1,13,142,135,31
Eric Kendricks,9478,LB,UCLA,13,1,0,324,63.9,1,8,53,9.4,5.7,3,2,16.0,4,606,57,13,0,68.8,1,6,21,10.7,14.3,3,31.0,3,206,22,10
Eric Rowe,9480,CB,UTAH,12,0,0,328,60.7,1,2,6,1.4,0.0,0,4,25.0,0,437,6,3,0,53.1,0,2,3,1.7,0.0,0,33.3,0,178,3,2
Denzel Perryman,9481,LB,MIAMI FL,13,0,0,220,56.3,2,3,44,13.9,6.8,3,1,12.5,3,361,50,8,0,51.1,0,2,28,20.5,7.1,2,7.1,1,151,31,3
Ronald Darby,9483,CB,FLORIDA ST,13,0,1,167,60.0,0,0,0,0.2,,0,2,,0,469,1,0,0,,0,0,0,0.0,,0,,0,169,0,0
Nate Orchard,9484,ED,UTAH,13,2,0,328,71.5,7,26,414,93.5,11.4,47,3,9.1,21,463,433,54,2,74.0,6,16,181,96.4,17.1,31,13.8,14,195,188,36
Jordan Phillips,9485,DI,OKLAHOMA,13,1,0,261,78.6,2,19,328,99.4,7.0,23,0,3.5,1,347,345,22,1,76.3,0,11,88,100.0,12.5,11,7.4,1,96,96,12
Senquez Golson,9489,CB,OLE MISS,13,0,0,226,88.7,1,2,8,2.3,37.5,3,3,31.3,1,347,8,4,0,64.7,0,1,3,3.2,33.3,1,16.7,0,93,3,1
Markus Golden,9491,ED,MISSOURI,13,1,0,229,81.6,9,41,402,99.1,11.9,48,3,9.0,11,422,418,61,0,74.0,5,22,142,97.4,16.9,24,12.3,4,155,151,31
Randy Gregory,9493,ED,NEBRASKA,11,4,1,238,79.1,11,36,317,97.6,13.9,44,2,9.3,6,335,327,53,2,79.0,7,23,150,98.7,18.7,28,12.7,4,159,157,34
Quinten Rollins,9495,CB,MIAMI OH,12,0,0,221,66.1,1,0,4,0.9,0.0,0,1,12.5,0,452,4,1,0,,0,0,0,0.0,,0,,0,172,0,0
Frank Clark,9496,ED,MICHIGAN,10,3,0,222,90.8,5,25,191,90.4,15.2,29,0,10.5,5,218,197,35,0,74.8,1,12,68,89.9,20.6,14,14.0,3,79,71,16
Jordan Richards,9497,S,STANFORD,13,0,0,300,49.2,0,1,9,2.0,0.0,0,2,5.6,0,499,10,1,0,54.2,0,1,2,1.7,0.0,0,25.0,0,172,3,1
D'Joun Smith,9498,CB,FAU,11,0,0,165,49.6,0,0,7,2.0,0.0,0,5,0.0,0,394,8,0,0,55.2,0,0,1,1.3,0.0,0,0.0,0,153,2,0
Owa Odighizuwa,9507,ED,UCLA,13,2,1,324,72.5,5,43,467,100.0,10.3,48,8,6.9,8,502,502,56,2,84.6,2,31,159,100.0,21.4,34,14.2,6,169,169,39
P.J. Williams,9511,CB,FLORIDA ST,13,2,0,167,72.3,0,2,17,3.5,11.8,2,3,11.8,1,486,17,3,1,77.4,0,2,7,4.0,28.6,2,28.6,1,175,7,3
Eli Harold,9512,ED,VIRGINIA,12,3,0,335,70.9,9,28,428,99.8,10.7,46,6,6.0,7,455,454,44,2,77.2,6,23,190,100.0,16.8,32,9.7,4,201,201,33
Lorenzo Mauldin IV,9515,ED,LOUISVILLE,12,4,0,210,85.1,12,35,365,93.6,15.3,56,1,8.6,8,404,378,55,0,87.6,7,25,152,93.5,23.7,36,13.8,5,170,159,37
Craig Mager,9516,CB,TEXAS ST,12,1,1,314,84.5,1,0,10,2.1,0.0,0,3,25.0,2,484,10,3,0,72.8,1,0,6,4.3,0.0,0,25.0,1,138,6,2
Jordan Hicks,9517,LB,TEXAS,13,1,0,311,71.8,2,10,70,16.3,10.0,7,2,14.3,4,448,73,16,0,82.8,2,7,29,19.5,24.1,7,25.9,3,164,32,12
Danielle Hunter,9521,ED,LSU,13,4,0,211,57.3,3,8,334,96.9,5.1,17,0,2.5,3,353,342,14,0,58.6,0,5,96,100.0,10.4,10,3.6,1,99,99,6
Carl Davis Jr.,9523,DI,IOWA,13,0,0,192,81.9,9,25,276,100.0,11.2,31,0,7.2,3,286,286,37,0,78.0,2,17,118,100.0,15.3,18,9.7,2,124,124,21
Henry Anderson,9526,DI,STANFORD,13,2,0,300,76.3,11,37,373,98.7,11.0,41,1,8.8,9,394,389,57,2,81.0,6,26,137,99.3,19.7,27,13.9,3,144,143,35
Xavier Cooper,9529,DI,WASH STATE,12,1,0,341,62.2,6,25,393,100.0,5.9,23,5,5.7,7,410,410,38,1,65.8,4,15,131,100.0,11.5,15,11.1,5,137,137,24
Geneo Grissom,9530,ED,OKLAHOMA,10,4,0,261,76.7,5,9,154,53.2,13.6,21,0,7.1,4,301,160,18,0,64.7,4,6,75,70.3,18.7,14,9.3,2,111,78,12
Steven Nelson,9531,CB,OREGON ST,12,0,0,265,48.5,0,1,6,1.2,0.0,0,8,8.3,0,510,6,1,0,58.3,0,0,1,0.6,0.0,0,0.0,0,174,1,0
Paul Dawson,9532,LB,TCU,13,0,1,305,74.9,10,11,97,23.1,7.2,7,2,18.0,7,438,101,28,0,75.7,2,4,23,22.1,13.0,3,21.7,2,113,25,8
Angelo Blackson,9533,DI,AUBURN,13,0,0,115,59.9,3,5,192,97.5,5.2,10,4,3.6,3,203,198,11,0,54.7,1,3,55,96.7,5.5,3,3.6,0,61,59,4
Trey Flowers,9534,ED,ARKANSAS,13,2,0,111,83.1,9,46,330,96.9,17.6,58,2,10.2,6,356,345,61,0,81.7,5,31,155,98.8,24.5,38,14.8,5,164,162,41
James Sample,9537,S,LOUISVILLE,13,0,0,210,65.9,2,3,16,3.4,12.5,2,1,15.6,0,471,16,5,0,65.3,1,2,10,5.0,10.0,1,15.0,0,199,10,3
Gabe Wright,9546,DI,AUBURN,13,0,0,115,61.1,3,12,246,99.6,6.1,15,3,3.9,2,261,260,17,0,64.4,1,8,92,99.0,10.9,10,7.1,2,100,99,11
Ibraheim Campbell,9548,S,NWESTERN,8,0,0,256,60.0,0,1,1,0.4,0.0,0,0,50.0,0,259,1,1,0,,0,0,0,0.0,,0,,0,76,0,0
Ramik Wilson,9551,LB,GEORGIA,13,0,0,173,61.1,3,5,51,15.6,11.8,6,0,9.8,1,327,51,9,0,55.6,1,3,27,21.6,11.1,3,11.1,1,125,27,5
Josh Shaw,9553,CB,USC,3,0,0,326,55.5,0,0,2,1.9,0.0,0,0,0.0,0,106,2,0,0,55.5,0,0,2,4.3,0.0,0,0.0,0,47,2,0
Doran Grant,9554,CB,OHIO STATE,15,0,0,260,49.1,0,1,6,1.1,0.0,0,2,8.3,0,553,6,1,0,58.2,0,0,1,0.6,0.0,0,0.0,0,181,1,0
Za'Darius Smith,9555,DI,KENTUCKY,12,2,2,202,72.5,9,26,334,99.1,10.8,36,5,7.0,6,352,349,41,0,75.4,6,14,133,99.3,16.5,22,10.5,4,144,143,24
Kwon Alexander,9557,LB,LSU,12,0,0,211,64.5,5,9,72,23.4,12.5,9,0,12.5,2,320,75,16,0,65.3,1,6,24,30.3,29.2,7,18.8,1,89,27,8
Damien Wilson,9560,LB,MINNESOTA,13,1,0,225,68.8,3,7,50,12.3,12.0,6,2,20.0,5,432,53,15,0,70.9,1,3,19,11.8,26.3,5,21.1,2,178,21,6
Jake Ryan,9562,LB,MICHIGAN,12,0,0,222,68.5,5,6,63,17.5,6.3,4,2,10.3,1,383,67,12,0,70.3,4,4,26,21.1,11.5,3,15.4,0,133,28,8
Marcus Hardison,9568,ED,ARIZONA ST,13,3,0,110,63.7,5,17,470,98.4,6.6,31,4,4.7,11,496,488,33,0,65.9,4,10,202,98.6,9.4,19,6.4,6,214,211,20
Grady Jarrett,9570,DI,CLEMSON,13,0,0,140,79.9,5,26,273,98.3,14.3,39,1,6.4,2,293,288,33,0,81.4,3,18,95,98.0,24.2,23,13.2,2,102,100,23
Ben Heeney,9573,LB,KANSAS,12,0,0,198,60.1,3,9,76,17.9,7.9,6,1,11.8,3,441,79,15,0,61.6,1,4,27,19.9,14.8,4,13.0,1,141,28,6
Martrell Spaight,9574,LB,ARKANSAS,13,0,0,111,58.4,0,4,29,7.6,3.4,1,1,6.9,0,397,30,4,0,61.3,0,3,8,4.7,12.5,1,18.8,0,169,8,3
Adrian Amos,9575,S,PENN STATE,13,0,0,266,59.9,2,5,47,10.4,4.3,2,1,7.4,0,471,49,7,0,57.5,0,0,22,13.9,4.5,1,0.0,0,173,24,0
Mykkele Thompson,9577,CB,TEXAS,13,0,1,311,58.4,1,0,15,3.1,0.0,0,2,10.0,1,489,15,2,0,54.9,0,0,7,3.9,0.0,0,14.3,1,181,7,1
Bobby McCain,9578,CB,MEMPHIS,13,1,1,218,57.9,2,6,26,6.1,3.8,1,2,15.4,0,460,28,8,0,60.3,2,4,12,9.8,8.3,1,25.0,0,133,13,6
Cedric Thompson,9583,S,MINNESOTA,13,0,0,225,67.2,0,0,3,0.7,0.0,0,1,0.0,0,413,3,0,0,59.6,0,0,1,0.6,0.0,0,0.0,0,162,1,0
David Parry,9584,DI,STANFORD,12,0,0,300,69.1,10,16,264,99.6,8.7,23,1,6.1,3,278,277,29,0,76.2,7,10,85,98.9,16.5,14,10.0,0,88,87,17
Tyeler Davison,9587,DI,FRESNO ST,14,2,0,169,67.5,5,16,386,99.5,5.2,20,2,4.8,8,398,396,29,2,72.9,1,9,128,100.0,8.6,11,7.8,5,131,131,15
Shaquille Riddick,9591,DI,W VIRGINIA,13,0,1,343,57.7,4,14,273,100.0,7.3,20,3,5.1,5,284,284,23,0,61.1,2,3,52,100.0,11.5,6,8.7,2,54,54,7
Neiron Ball,9594,LB,FLORIDA,9,1,0,163,81.2,8,6,57,25.2,12.3,7,0,15.8,2,234,59,16,0,81.1,5,3,32,40.5,15.6,5,18.8,2,79,32,10
Ryan Russell,9596,ED,PURDUE,12,0,2,273,71.7,11,28,338,99.2,11.5,39,5,7.2,5,353,350,44,0,79.5,4,20,144,100.0,20.1,29,11.1,4,149,149,28
Lorenzo Doss,9597,CB,TULANE,12,0,1,319,72.4,0,0,1,0.2,0.0,0,3,100.0,1,434,1,1,0,72.4,0,0,1,0.7,0.0,0,100.0,1,138,1,1
Damian Swann,9600,CB,GEORGIA,12,0,1,173,96.6,2,2,21,6.0,19.0,4,3,19.0,2,365,22,6,0,81.9,0,2,10,7.1,20.0,2,10.0,0,154,11,2
David Mayo,9602,LB,TEXAS ST,12,1,1,314,72.5,2,15,77,16.9,11.7,9,1,13.6,2,472,80,19,1,80.2,2,8,34,26.9,23.5,8,20.6,2,130,35,12
D.J. Alexander,9605,LB,OREGON ST,12,0,0,265,54.6,0,7,64,20.0,4.7,3,2,11.7,4,335,67,11,0,46.6,0,4,32,29.1,3.1,1,9.4,1,117,34,5
Deiontrez Mount,9610,ED,LOUISVILLE,13,0,0,210,73.7,7,25,258,88.3,13.6,35,2,7.8,4,309,273,36,0,79.7,5,18,125,91.7,20.0,25,11.6,3,145,133,26
Matthew Wells,9611,LB,MISS STATE,13,0,0,227,70.2,2,11,71,19.2,11.3,8,1,13.4,3,381,73,16,0,76.7,1,4,33,25.4,18.2,6,16.7,3,134,34,8
Max Valles,9612,ED,VIRGINIA,12,9,0,335,81.0,4,26,347,81.0,8.6,30,0,6.9,9,458,371,39,6,79.5,1,16,157,82.7,13.4,21,9.9,7,202,167,24
Michael Bennett,9613,DI,OHIO STATE,15,3,0,260,80.0,3,31,421,100.0,8.3,35,1,6.2,9,436,436,43,0,78.2,1,18,139,100.0,13.7,19,9.7,4,146,146,23
Kyshoen Jarrett,9614,S,VA TECH,13,0,1,337,50.4,0,3,46,10.4,2.2,1,1,5.4,1,463,48,4,0,46.7,0,2,18,10.7,0.0,0,5.6,0,169,18,2
Tevin Mitchel,9615,CB,ARKANSAS,11,0,0,111,59.8,0,0,1,0.4,0.0,0,2,0.0,0,282,1,0,0,,0,0,0,0.0,,0,,0,141,0,0
Tony Steward,9621,LB,CLEMSON,12,0,0,140,77.5,5,8,43,14.7,18.6,8,0,22.1,3,307,45,16,0,81.4,2,5,21,23.7,33.3,7,21.4,1,93,22,8
Charles Gaines,9622,CB,LOUISVILLE,13,0,0,210,90.1,1,2,4,1.3,25.0,1,0,62.5,1,467,6,4,0,92.6,1,1,2,1.0,50.0,1,100.0,1,198,2,3
JaCorey Shepherd,9624,CB,KANSAS,12,0,1,198,60.0,0,0,1,0.2,0.0,0,5,0.0,0,442,1,0,0,,0,0,0,0.0,,0,,0,142,0,0
Darius Philon,9625,DI,ARKANSAS,13,2,0,111,69.2,9,24,332,98.6,9.3,31,1,5.9,3,353,348,36,1,66.6,4,17,162,100.0,13.6,22,8.3,3,168,168,24
B.J. Dubose,9626,DI,LOUISVILLE,13,0,0,210,56.7,3,28,360,96.2,7.8,28,2,5.4,4,392,377,35,0,56.2,2,16,156,99.4,8.3,13,7.1,2,165,164,20
Randall Evans,9629,CB,KANSAS ST,13,0,0,199,70.0,0,3,16,3.9,6.3,1,1,15.6,1,488,19,4,0,75.9,0,0,5,2.9,0.0,0,20.0,1,208,6,1
Derron Smith,9630,S,FRESNO ST,14,1,0,169,61.4,1,1,7,1.5,14.3,1,1,14.3,0,481,7,2,0,53.6,0,1,3,1.9,33.3,1,16.7,0,162,3,1
L.T. Walton,9632,DI,C MICHIGAN,13,4,1,134,81.2,10,16,313,100.0,9.6,30,3,5.1,3,321,321,29,1,69.7,0,8,120,100.0,9.2,11,5.0,2,123,123,10
Quandre Diggs,9633,CB,TEXAS,13,0,1,311,69.6,0,1,14,3.0,14.3,2,3,17.9,2,493,15,3,0,68.3,0,0,5,2.7,20.0,1,20.0,1,183,5,1
Darius Kilgo,9636,DI,MARYLAND,13,1,0,215,66.1,2,15,274,100.0,5.5,15,4,3.8,2,289,289,19,0,66.9,1,5,77,100.0,7.8,6,3.9,0,87,87,6
Amarlo Herrera,9640,LB,GEORGIA,13,0,0,173,63.8,3,7,63,16.7,9.5,6,1,14.3,4,389,65,14,0,64.5,2,4,33,21.0,9.1,3,18.2,3,157,33,9
Obum Gwacham,9642,ED,OREGON ST,12,1,0,265,59.5,2,17,278,98.4,7.9,22,1,5.2,5,307,302,24,0,62.2,1,10,114,98.4,12.3,14,8.3,4,126,124,15
Christian Ringo,9643,DI,LA LAFAYET,13,0,0,207,84.8,8,33,305,100.0,15.4,47,1,10.7,12,317,317,53,0,82.9,7,12,116,100.0,25.0,29,15.1,8,122,122,27
Reshard Cliett,9644,ED,USF,11,0,0,327,68.5,2,16,133,58.5,6.0,8,0,11.3,6,241,141,24,0,66.6,0,5,45,77.3,11.1,5,12.2,3,66,51,8
Anthony Chickillo,9645,DI,MIAMI FL,13,5,0,220,64.2,3,17,339,100.0,6.5,22,0,4.1,4,355,355,24,2,57.7,1,9,147,100.0,7.5,11,4.8,2,154,154,12
Kristjan Sokoli,9647,DI,BUFFALO,11,5,0,126,61.5,0,12,270,100.0,3.3,9,0,2.2,0,283,283,12,1,66.6,0,5,49,100.0,8.2,4,5.1,0,49,49,5
Christian Covington,9649,DI,RICE,7,1,0,275,67.2,1,7,136,99.3,6.6,9,0,4.4,2,140,139,10,0,63.3,0,4,45,100.0,11.1,5,6.7,1,45,45,5
Rakeem Nunez-Roches,9650,DI,SO MISS,11,0,1,296,61.2,5,11,287,99.7,4.5,13,3,3.1,1,298,297,17,0,56.0,2,5,90,100.0,5.6,5,5.0,1,94,94,8
Hayes Pullard,9652,LB,USC,13,1,1,326,59.7,4,7,37,6.7,0.0,0,4,14.9,0,567,38,11,0,52.7,1,3,19,9.7,0.0,0,10.5,0,195,19,4
Bryce Hager,9657,LB,BAYLOR,13,1,0,118,55.6,4,16,111,23.0,2.7,3,0,10.8,2,513,118,22,0,54.5,0,4,31,18.6,0.0,0,12.9,2,172,32,6
Martin Ifedi,9660,DI,MEMPHIS,9,1,0,218,73.6,6,29,256,100.0,12.5,32,0,8.0,3,262,262,38,0,77.8,3,12,69,100.0,20.3,14,13.8,2,72,72,17
Mark Nzeocha,9669,LB,WYOMING,7,1,0,351,74.9,3,5,23,11.4,8.7,2,0,26.1,2,219,25,10,0,72.0,1,2,6,11.1,16.7,1,41.7,1,54,6,4
Brian Mihalik,9670,ED,BOSTON COL,13,1,1,121,59.1,2,19,311,100.0,6.1,19,2,5.0,5,321,321,26,1,59.9,1,8,142,100.0,7.7,11,6.0,4,148,148,13
Gerod Holliman,9672,S,LOUISVILLE,13,0,0,210,65.3,0,3,18,3.9,11.1,2,0,13.9,1,466,18,4,0,65.5,0,1,9,4.6,11.1,1,16.7,1,197,9,2
Ifo Ekpre-Olomu,9674,CB,OREGON,13,0,0,264,64.6,0,1,4,1.0,25.0,1,3,12.5,0,487,5,1,0,65.7,0,1,1,0.8,100.0,1,50.0,0,121,1,1
Darryl Roberts,9680,CB,MARSHALL,14,0,0,214,59.3,0,0,1,0.2,0.0,0,10,0.0,0,501,1,0,0,59.3,0,0,1,0.5,0.0,0,0.0,0,183,1,0
Ryan Murphy,9681,S,OREGON ST,12,0,0,265,53.3,2,1,19,3.7,0.0,0,4,7.9,0,516,19,3,0,59.2,1,0,8,4.5,0.0,0,6.3,0,177,8,1
Akeem King,9682,S,S JOSE ST,12,0,0,285,71.4,4,3,22,8.3,9.1,2,0,20.5,1,266,22,8,0,59.2,1,1,9,9.6,11.1,1,11.1,0,94,9,2
Taurean Nixon,9684,CB,TULANE,11,0,0,319,55.7,0,0,3,1.0,0.0,0,2,0.0,0,299,3,0,0,56.6,0,0,2,2.1,0.0,0,0.0,0,97,2,0
Josh Furman,9685,LB,OKLA STATE,13,0,0,262,76.5,3,12,78,16.9,7.7,6,1,18.6,7,467,79,22,0,83.8,0,4,36,19.8,11.1,4,16.7,4,182,36,8
Xzavier Dickson,9686,ED,ALABAMA,14,0,0,103,66.3,5,15,309,90.6,9.4,29,1,5.5,7,351,318,27,0,71.1,3,11,112,90.5,17.0,19,9.8,4,126,114,18
Marcus Rush,9695,ED,MICH STATE,13,3,0,223,77.8,10,28,422,99.3,10.2,43,0,6.9,10,449,446,48,0,85.0,5,13,143,100.0,18.2,26,10.5,6,151,151,24
Jermaine Whitehead,9698,S,AUBURN,7,0,0,115,58.4,0,0,1,0.5,0.0,0,1,0.0,0,204,1,0,0,,0,0,0,0.0,,0,,0,72,0,0
Cody Galea,9702,ED,S DIEGO ST,13,0,0,284,51.1,3,10,203,62.1,3.0,6,2,4.7,3,351,218,16,0,48.2,2,4,97,75.4,2.1,2,4.1,1,138,104,7
Terrell Hartsfield,9703,ED,CINCINNATI,13,0,0,138,62.8,10,18,385,96.1,7.0,27,0,6.2,10,415,399,38,0,65.3,2,12,129,94.4,11.6,15,10.1,6,143,135,20
Josh Mitchell,9705,CB,NEBRASKA,13,0,0,238,66.1,0,0,4,0.9,0.0,0,4,25.0,1,464,4,1,0,75.1,0,0,1,0.5,0.0,0,100.0,1,220,1,1
Robert Smith,9710,S,CLEMSON,13,0,0,140,59.8,0,2,8,2.0,0.0,0,1,12.5,0,394,8,2,0,53.6,0,1,3,2.3,0.0,0,16.7,0,132,3,1
Junior Sylvestre,9711,LB,TOLEDO,13,0,0,316,78.6,6,20,119,25.1,16.8,20,3,13.4,3,495,124,29,0,75.6,1,9,56,35.3,21.4,12,12.5,2,167,59,12
Dylan Wynn,9722,DI,OREGON ST,12,0,0,265,72.0,11,20,374,99.0,8.0,30,6,5.7,6,407,403,37,0,77.0,6,8,122,98.6,12.3,15,9.8,5,138,136,19
Corey Crawford,9723,ED,CLEMSON,11,1,0,140,53.5,5,11,234,93.2,4.3,10,2,4.3,2,264,246,18,0,57.4,1,3,82,95.7,7.3,6,4.9,2,93,89,6
Dyshawn Davis,9726,LB,SYRACUSE,12,1,1,304,63.8,4,19,98,30.5,11.2,11,4,12.8,1,338,103,24,0,68.5,2,8,43,39.8,18.6,8,14.0,1,113,45,11
Terrance Plummer,9727,LB,UCF,13,1,0,323,80.4,5,14,56,10.9,10.7,6,4,25.9,5,531,58,24,0,78.2,4,7,26,12.7,7.7,2,28.8,2,220,28,13
Justin Hamilton,9732,DI,LA LAFAYET,13,0,0,207,72.3,3,44,336,100.0,13.1,44,2,8.5,5,351,351,52,0,76.4,2,24,110,100.0,20.9,23,14.5,3,115,115,29
Andrew Hudson,9733,ED,WASHINGTON,14,1,0,340,70.6,12,28,513,99.8,9.2,47,2,6.4,13,538,537,53,1,70.1,4,15,127,100.0,15.0,19,11.4,5,132,132,24
B.J. Larsen,9734,DI,UTAH ST,14,1,0,329,64.7,2,29,424,100.0,8.5,36,1,5.5,8,445,445,39,1,70.9,1,19,167,100.0,14.4,24,9.6,6,180,180,26
Cedric Reed,9736,ED,TEXAS,13,1,0,311,59.7,4,20,368,99.2,4.9,18,1,4.6,5,388,385,29,0,66.0,3,9,131,100.0,9.9,13,7.6,4,141,141,16
A.J. Tarpley,9738,LB,STANFORD,13,0,0,300,70.0,1,9,63,14.8,17.5,11,0,9.5,1,459,68,11,0,78.9,1,4,22,14.8,36.4,8,15.9,1,162,24,6
Cameron Thomas,9739,CB,W KENTUCKY,11,0,0,346,63.8,1,0,5,1.8,0.0,0,3,10.0,0,385,7,1,0,,0,0,0,0.0,,0,,0,154,0,0
Jordan DeWalt-Ondijo,9746,ED,DUKE,13,0,1,154,81.0,5,25,219,81.6,14.6,32,4,9.6,6,282,230,36,0,76.3,3,12,87,94.0,21.8,19,10.9,2,100,94,17
Travis Raciti,9749,DI,S JOSE ST,12,1,0,285,67.6,3,13,249,97.7,7.2,18,3,5.2,5,262,256,21,0,71.5,2,8,83,96.6,14.5,12,8.4,2,88,85,12
Isaiah Johnson,9753,S,GA TECH,13,0,0,176,52.1,0,3,6,1.4,0.0,0,0,25.0,0,422,6,3,0,53.1,0,3,5,2.8,0.0,0,30.0,0,178,5,3
Kevin Snyder,9757,LB,RUTGERS,12,1,0,278,51.9,2,6,69,17.4,1.4,1,0,8.7,2,413,72,10,0,51.1,1,2,32,40.0,0.0,0,7.8,1,80,32,4
Brian Suite,9758,S,UTAH ST,14,1,0,329,60.2,0,3,19,3.4,5.3,1,4,7.9,0,560,19,3,0,47.9,0,2,10,5.0,0.0,0,10.0,0,200,10,2
Derek Akunne,9762,LB,N TEXAS,12,1,0,251,77.1,4,4,42,11.0,4.8,2,0,16.7,3,399,44,11,0,75.3,3,1,17,13.5,5.9,1,23.5,2,141,19,6
Terell Floyd,9766,CB,LOUISVILLE,13,0,1,210,67.0,5,4,20,4.4,10.0,2,6,27.5,1,456,20,10,0,82.3,3,0,8,4.2,0.0,0,31.3,1,191,8,4
Warren Herring,9768,DI,WISCONSIN,9,2,0,349,65.0,2,3,141,99.3,2.1,3,1,1.8,0,151,150,5,1,54.4,1,0,30,97.1,0.0,0,1.7,0,34,33,1
Joey Mbu,9772,DI,HOUSTON,13,3,0,182,63.4,1,15,319,98.2,7.2,23,1,3.1,2,337,331,18,0,53.9,0,5,104,99.1,5.8,6,2.4,0,111,110,5
Jordan Ozerities,9773,CB,UCF,13,0,1,323,72.4,3,1,17,3.3,0.0,0,4,23.5,2,549,18,6,0,72.1,2,0,4,2.2,0.0,0,25.0,0,232,5,2
Damian Parms,9774,S,FAU,12,0,1,165,61.5,0,2,6,1.7,16.7,1,4,16.7,0,350,6,2,0,68.0,0,2,3,2.2,33.3,1,33.3,0,136,3,2
