player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Sam Beal,13822,CB,W MICHIGAN,11,0,0,347,65.6,0,1,4,1.4,25.0,1,0,12.5,0,278,4,1,0,,0,0,0,0.0,,0,,0,85,0,0
Adonis Thomas,13851,LB,FLORIDA ST,4,0,0,167,55.8,0,1,5,9.8,0.0,0,0,10.0,0,51,5,1,0,59.5,0,1,1,6.3,0.0,0,50.0,0,16,1,1
Taylor Heflin,13878,LB,NAVY,5,0,0,237,54.5,0,0,4,6.8,0.0,0,1,0.0,0,59,4,0,0,55.6,0,0,3,13.6,0.0,0,0.0,0,22,3,0
Chase Johnston,13896,LB,KANSAS ST,3,0,0,199,52.0,0,1,29,100.0,3.4,1,0,1.7,0,30,30,1,0,53.2,0,1,21,100.0,4.8,1,2.4,0,21,21,1
Joshua McMillon,13920,ED,ALABAMA,8,0,0,103,55.4,0,0,17,50.0,0.0,0,0,0.0,0,34,17,0,0,57.0,0,0,3,42.9,0.0,0,0.0,0,7,3,0
Malik Thompson,13957,DI,MARSHALL,8,0,0,214,56.4,0,1,48,100.0,2.1,1,0,1.0,0,50,50,1,0,60.3,0,1,11,100.0,9.1,1,4.5,0,11,11,1
Darius Fullwood,13962,DI,VA TECH,3,0,0,337,47.4,0,1,8,100.0,0.0,0,0,6.3,0,9,9,1,0,46.0,0,1,5,100.0,0.0,0,10.0,0,5,5,1
Emmanuel Cooper,14094,DI,MEMPHIS,12,0,0,218,55.4,2,4,192,100.0,3.1,6,0,1.6,0,205,205,6,0,61.7,2,1,38,100.0,10.5,4,3.9,0,41,41,3
Jason Scrempos,14182,DI,WASHINGTON,3,0,0,340,54.0,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,56.1,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Taaj Bakari,14246,DI,OKLA STATE,12,0,0,262,59.0,0,2,67,100.0,3.0,2,0,1.5,0,70,70,2,0,58.6,0,1,18,100.0,5.6,1,2.8,0,18,18,1
Anthony J. Taylor,14471,CB,TEXAS ST,9,0,0,314,56.6,2,0,8,3.0,0.0,0,2,12.5,0,269,8,2,0,48.5,0,0,5,6.0,0.0,0,0.0,0,84,5,0
Shaq Jones,17403,ED,UAB,13,3,1,321,58.6,5,16,246,59.8,4.5,11,2,5.5,3,445,266,24,2,55.7,2,7,90,85.3,4.4,4,6.1,1,116,99,10
Tevin Crews,17480,LB,UAB,13,1,1,321,71.6,5,16,129,32.3,8.5,11,3,11.2,4,433,140,25,1,72.5,2,8,57,54.4,8.8,5,12.3,2,114,62,12
Trevon Young,18413,ED,LOUISVILLE,13,3,1,210,71.6,6,27,340,99.4,10.3,35,2,6.9,7,358,356,40,0,77.5,3,15,109,100.0,19.3,21,13.8,6,115,115,24
Corey Thompson,18551,ED,LSU,12,0,0,211,70.4,2,13,149,54.0,11.4,17,1,9.7,7,291,157,22,0,77.2,1,9,62,57.7,21.0,13,16.1,5,111,64,15
Jonathan Ledbetter,18645,DI,GEORGIA,15,0,1,173,71.4,7,21,275,99.7,13.5,37,2,5.8,2,290,289,30,0,69.8,2,12,101,100.0,17.8,18,7.9,1,107,107,15
Jimmie Gipson III,20325,ED,S ALABAMA,11,1,0,288,68.9,3,18,203,98.1,12.8,26,1,6.2,2,216,212,23,1,72.7,1,14,86,100.0,20.9,18,11.0,2,93,93,17
Alex Schwab,21523,LB,N ILLINOIS,12,0,0,254,67.6,1,1,18,11.8,11.1,2,1,11.1,1,153,18,3,0,53.5,0,0,4,8.9,0.0,0,0.0,0,45,4,0
Skai Moore,21605,LB,S CAROLINA,13,0,2,289,58.5,4,6,64,14.1,3.1,2,4,9.4,1,474,67,11,0,61.8,2,2,26,18.0,7.7,2,11.5,1,150,27,5
Kemoko Turay,21702,ED,RUTGERS,12,1,1,278,76.5,8,19,218,81.7,14.7,32,2,8.0,4,279,228,31,0,75.4,5,15,107,83.6,23.4,25,12.1,3,128,107,23
Marquis Couch,21749,ED,MARSHALL,12,0,0,214,55.2,3,9,247,89.3,4.0,10,1,3.2,2,299,267,14,0,56.3,2,5,82,96.8,9.8,8,4.3,0,93,90,7
Chauntez Jackson,21949,DI,HOUSTON,2,0,0,182,57.9,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jordan Petty,22063,S,UAB,11,0,0,321,74.0,1,1,9,7.3,11.1,1,2,22.2,1,151,11,3,0,75.6,1,1,8,14.5,12.5,1,25.0,1,55,8,3
Kyle Martin,22102,CB,ARK STATE,10,0,0,113,60.0,0,0,0,0.3,,0,2,,0,287,1,0,0,,0,0,0,0.0,,0,,0,93,0,0
Dajon Emory,22164,ED,ARK STATE,10,0,0,113,65.2,3,7,66,100.0,15.2,10,0,7.6,0,74,74,10,0,63.9,1,5,21,100.0,23.8,5,14.3,0,24,24,6
David Moore,22485,CB,BALL ST,10,0,0,117,69.3,0,0,8,10.8,0.0,0,0,25.0,2,74,8,2,0,55.6,0,0,2,7.7,0.0,0,0.0,0,26,2,0
Taion Sells,22529,S,BAYLOR,9,0,0,118,65.5,0,1,5,2.6,20.0,1,0,10.0,0,191,5,1,0,64.5,0,1,1,2.4,100.0,1,50.0,0,42,1,1
Teko Powell,22725,DI,UAB,12,0,0,321,59.0,1,6,194,99.5,4.1,8,0,2.8,2,211,210,9,0,63.5,0,4,39,100.0,10.3,4,7.7,1,41,41,5
Nate Andrews,22851,S,FLORIDA ST,9,1,0,167,67.7,0,2,5,5.1,40.0,2,0,20.0,0,117,6,2,0,55.9,0,0,3,7.7,0.0,0,0.0,0,39,3,0
Christian LaCouture,23066,DI,LSU,13,4,0,211,55.9,1,10,358,100.0,2.8,10,1,3.5,7,373,373,18,0,55.8,1,7,130,100.0,5.4,7,6.2,4,131,131,12
Dru Prox,23093,LB,KANSAS,4,0,0,198,60.0,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Kyle Rothschiller,23305,CB,NEW MEXICO,5,0,0,241,56.1,0,1,12,33.3,0.0,0,0,4.2,0,39,13,1,0,57.3,0,0,3,30.0,0.0,0,0.0,0,10,3,0
Tim Washington,23468,LB,MISS STATE,1,0,0,227,60.0,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Chris Hart,23593,ED,UTAH,6,0,0,328,56.1,1,1,52,96.4,5.8,3,0,3.8,1,55,53,3,0,58.0,1,0,24,96.0,8.3,2,6.3,1,25,24,2
Devin Butler,23610,CB,SYRACUSE,12,0,0,304,82.1,1,1,6,3.3,0.0,0,1,33.3,1,181,6,3,0,85.4,1,1,4,5.1,0.0,0,50.0,1,78,4,3
Dalton Baker,23619,ED,UTAH ST,12,0,0,329,55.7,1,0,59,65.3,3.4,2,0,0.8,0,95,62,1,0,56.8,0,0,15,73.9,6.7,1,0.0,0,23,17,0
Darion DeBrossard,23809,T,VANDERBILT,2,0,0,333,57.0,0,0,8,100.0,0.0,0,0,0.0,0,10,10,0,0,57.5,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Dae'Von Washington,23867,LB,LA TECH,13,1,0,208,58.5,1,7,42,17.4,2.4,1,0,9.5,0,265,46,8,0,48.1,0,3,19,22.3,5.3,1,7.9,0,94,21,3
Kelsey Douglas,23968,CB,SO MISS,13,0,1,296,63.4,1,5,21,5.9,4.8,1,2,14.3,0,371,22,6,0,55.1,0,2,5,5.9,20.0,1,20.0,0,102,6,2
Evahelotu Tohi,24006,LB,NEW MEXICO,12,0,0,241,53.8,2,3,28,28.6,0.0,0,0,12.5,1,98,28,6,0,60.2,0,2,9,42.9,0.0,0,22.2,1,21,9,3
Oluwaseun Idowu,24047,LB,PITTSBURGH,12,0,0,268,60.9,0,8,96,25.0,7.3,7,2,9.4,5,396,99,13,0,67.8,0,4,40,30.7,12.5,5,17.5,5,137,42,9
J'Marcus Rhodes,24121,CB,ARIZONA ST,13,0,0,110,56.3,2,4,65,12.8,3.1,2,4,6.2,1,533,68,7,0,56.5,0,1,13,12.4,15.4,2,3.8,0,113,14,1
Marquise Moore,24136,DI,TOLEDO,14,0,0,316,65.4,3,15,340,99.5,7.4,25,2,3.5,3,366,364,21,0,68.7,1,7,101,99.1,9.9,10,5.0,1,111,110,9
Dontavious Jackson,24251,LB,FLORIDA ST,6,0,0,167,60.0,0,0,1,2.0,0.0,0,0,0.0,0,51,1,0,0,,0,0,0,0.0,,0,,0,19,0,0
Joe Ferguson,24485,S,WISCONSIN,9,0,0,349,64.8,0,5,11,7.2,36.4,4,0,22.7,0,167,12,5,0,60.9,0,2,4,4.8,25.0,1,25.0,0,83,4,2
Zeek Rodney,24599,DI,WAKE,12,1,0,339,63.3,4,11,274,100.0,4.7,13,0,3.1,1,282,282,16,0,60.9,2,6,70,100.0,5.7,4,5.7,0,72,72,8
Sean Huelskamp,24828,LB,VA TECH,3,0,0,337,67.1,0,1,2,13.3,0.0,0,0,25.0,0,15,2,1,0,67.1,0,1,2,28.6,0.0,0,25.0,0,7,2,1
Caelon Harden,24836,S,MEMPHIS,2,0,0,218,56.7,0,0,6,37.5,0.0,0,0,0.0,0,16,6,0,0,59.9,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Zane Campbell,25170,CB,RUTGERS,9,0,1,278,59.2,0,0,1,1.2,0.0,0,1,0.0,0,82,1,0,0,,0,0,0,0.0,,0,,0,45,0,0
Johnny Jones,25285,ED,UTEP,7,0,0,330,56.2,0,0,3,21.4,0.0,0,0,0.0,0,14,3,0,0,,0,0,0,0.0,,0,,0,1,0,0
Kenneth Maxwell,25308,S,NEW MEXICO,8,1,0,241,65.2,1,0,21,31.8,9.5,2,0,7.1,1,66,21,2,0,65.8,0,0,4,23.5,25.0,1,25.0,1,17,4,1
Anthony Brown,25419,S,E MICHIGAN,7,0,0,160,57.8,0,0,2,5.3,0.0,0,0,0.0,0,38,2,0,0,59.2,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Myles Harges,25436,LB,MIDDLE TN,12,0,0,224,69.0,0,3,36,33.3,11.1,4,1,9.7,2,108,36,5,0,63.7,0,1,11,45.8,9.1,1,13.6,1,24,11,2
Shawn Featherstone,25441,S,AKRON,13,0,0,102,52.5,1,1,11,3.8,0.0,0,1,9.1,0,314,12,2,0,54.4,1,0,6,6.5,0.0,0,8.3,0,107,7,1
Alvin Davis Jr.,25442,S,AKRON,14,0,0,102,74.6,0,3,7,1.7,42.9,3,5,21.4,0,404,7,3,0,72.4,0,2,4,3.1,50.0,2,25.0,0,129,4,2
Jamar King,25443,ED,ALABAMA,6,1,0,103,58.5,1,0,34,100.0,5.9,2,1,1.5,0,35,35,1,0,55.1,0,0,17,100.0,5.9,1,0.0,0,18,18,0
Deionte Thompson,25444,S,ALABAMA,9,0,0,103,58.7,1,0,1,1.6,0.0,0,1,50.0,0,124,2,1,0,,0,0,0,0.0,,0,,0,55,0,0
Levi Wallace,25445,CB,ALABAMA,14,0,0,103,64.0,1,0,12,2.6,0.0,0,3,20.8,2,453,12,3,0,68.7,1,0,3,1.6,0.0,0,50.0,1,187,3,2
Anfernee Jennings,25449,ED,ALABAMA,11,0,0,103,79.0,11,27,194,84.7,15.5,30,2,11.3,3,236,200,41,0,73.9,4,16,72,94.9,20.8,15,13.9,0,79,75,20
Shyheim Carter,25451,CB,ALABAMA,8,0,0,103,58.3,0,0,2,4.7,0.0,0,0,0.0,0,43,2,0,0,59.0,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Malik Lawal,25510,LB,ARIZONA ST,3,0,0,110,59.9,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,59.9,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Austin Capps,25521,DI,ARKANSAS,12,1,0,111,61.7,1,4,137,100.0,3.6,5,0,2.6,1,142,142,6,0,60.8,1,0,38,100.0,5.3,2,3.9,1,42,42,2
Randy Ricks,25541,DI,S DIEGO ST,4,0,0,284,63.7,0,2,26,90.3,11.5,3,1,3.8,0,31,28,2,0,63.6,0,2,17,94.7,17.6,3,5.9,0,19,18,2
Sean Adesanya,25543,ED,ILLINOIS,6,0,1,187,55.8,0,3,60,92.5,8.3,5,1,4.2,1,67,62,4,0,56.7,0,1,27,100.0,14.8,4,5.6,1,27,27,2
Dane Cruikshank,25546,CB,ARIZONA,13,0,0,109,58.0,3,9,57,12.1,7.0,4,2,14.0,2,504,61,14,0,60.7,0,4,16,11.3,12.5,2,18.8,1,160,18,5
Leonard Hazewood IV,25627,ED,IDAHO,12,0,1,185,67.8,12,16,304,94.3,8.6,26,2,6.6,6,333,314,34,0,76.2,7,9,93,97.0,17.2,16,14.0,5,99,96,21
Tyrone Hunt,25641,DI,BAYLOR,12,0,0,118,63.9,0,13,155,100.0,5.8,9,0,4.2,0,164,164,13,0,68.9,0,6,34,100.0,14.7,5,8.8,0,37,37,6
Bravvion Roy,25644,DI,BAYLOR,12,0,0,118,70.5,2,7,154,98.8,5.8,9,1,2.9,0,163,161,9,0,64.3,0,1,29,100.0,3.4,1,1.7,0,32,32,1
Peter Bailey,25679,ED,MIDDLE TN,4,0,0,224,59.1,1,1,29,100.0,6.9,2,1,3.4,0,30,30,2,0,55.4,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Clay Johnston,25685,LB,BAYLOR,8,0,0,118,57.4,0,9,42,17.1,9.5,4,1,15.5,2,251,43,11,0,60.2,0,4,6,11.5,33.3,2,50.0,1,52,6,5
Chris Miller,25686,S,BAYLOR,10,0,0,118,56.2,0,1,6,4.7,0.0,0,0,8.3,0,127,6,1,0,56.2,0,0,3,8.1,0.0,0,0.0,0,37,3,0
Henry Black,25687,CB,BAYLOR,12,0,0,118,60.6,0,2,27,12.4,3.7,1,0,3.7,0,218,27,2,0,61.7,0,1,9,19.6,11.1,1,5.6,0,46,9,1
Eric Ogor,25689,LB,BAYLOR,10,0,0,118,71.0,1,2,33,30.6,12.1,4,1,13.6,3,111,34,6,0,79.8,1,1,9,29.0,22.2,2,22.2,1,31,9,3
Rajah Preciado,25690,CB,BAYLOR,9,0,0,118,62.9,0,1,10,10.8,0.0,0,0,15.0,1,93,10,2,0,56.0,0,1,3,23.1,0.0,0,16.7,0,13,3,1
Cam Jefferies,25700,CB,BOWL GREEN,9,0,0,122,57.3,0,0,2,0.8,0.0,0,4,0.0,0,257,2,0,0,59.3,0,0,1,1.2,0.0,0,0.0,0,84,1,0
David Konowalski,25701,ED,BOWL GREEN,12,2,1,122,67.6,4,17,307,97.8,7.2,22,8,5.0,5,324,317,26,0,65.7,1,7,95,99.0,9.5,9,7.4,3,99,98,11
Derrick Dixon,25758,DI,SO MISS,12,0,0,296,63.3,0,2,42,100.0,4.8,2,1,4.8,1,44,44,3,0,64.6,0,2,11,100.0,0.0,0,18.2,1,11,11,3
Luc Bequette,25776,DI,CAL,12,1,0,130,51.8,0,4,208,100.0,1.4,3,0,2.4,3,211,211,7,0,52.5,0,1,59,100.0,1.7,1,2.5,1,59,59,2
Malik Psalms,25780,LB,CAL,7,0,0,130,57.6,1,1,14,35.7,0.0,0,0,7.1,0,42,15,2,0,54.9,0,1,7,53.3,0.0,0,7.1,0,15,8,1
Xavier Pegues,25836,DI,W VIRGINIA,11,0,0,343,59.5,1,3,111,98.3,5.4,6,1,1.8,0,119,117,4,0,61.0,1,0,11,100.0,0.0,0,4.5,0,11,11,1
D'Andre Dill,25890,DI,C MICHIGAN,11,1,0,134,56.2,1,3,169,100.0,1.8,3,0,1.8,1,186,186,5,0,55.5,1,0,39,100.0,2.6,1,3.8,1,44,44,2
Sean Murphy-Bunting,25891,CB,C MICHIGAN,13,1,0,134,93.9,1,3,8,1.8,37.5,3,7,25.0,0,492,9,4,0,64.0,0,1,1,0.7,100.0,1,50.0,0,145,1,1
Michael Oliver,25893,LB,C MICHIGAN,9,0,0,134,90.5,0,4,13,10.5,15.4,2,0,23.1,1,124,13,5,0,59.6,0,0,1,4.0,0.0,0,0.0,0,25,1,0
Carlos Clark,25895,LB,C MICHIGAN,12,0,0,134,60.8,1,0,22,21.9,4.5,1,0,2.3,0,105,23,1,0,53.0,0,0,10,55.6,0.0,0,0.0,0,18,10,0
Chris Murphy,25948,S,CINCINNATI,11,0,1,138,59.9,0,0,1,0.4,0.0,0,2,0.0,0,230,1,0,0,,0,0,0,0.0,,0,,0,75,0,0
Niemus Bryant,25950,ED,GA STATE,3,0,0,175,57.2,0,0,5,62.5,0.0,0,0,0.0,0,8,5,0,0,58.3,0,0,2,50.0,0.0,0,0.0,0,4,2,0
Clelin Ferrell,25955,ED,CLEMSON,14,0,0,140,73.2,12,26,340,89.3,9.7,33,3,7.9,8,400,357,46,0,76.8,2,11,113,91.8,13.3,15,9.3,4,134,123,17
Chris Register,25956,ED,CLEMSON,13,1,0,140,55.3,0,1,100,93.6,1.0,1,1,2.5,2,109,102,3,0,55.6,0,0,39,97.6,0.0,0,5.1,2,42,41,2
Malik Ricks,25973,DI,GA STATE,11,0,0,175,61.1,1,2,52,100.0,5.8,3,0,4.8,1,53,53,4,0,61.8,0,0,16,100.0,6.3,1,6.3,1,17,17,1
Dexter Lawrence,25991,DI,CLEMSON,12,1,0,140,73.8,3,11,208,98.6,10.1,21,0,5.3,4,222,219,18,1,65.1,2,4,61,100.0,13.1,8,6.6,1,65,65,7
Antreal Allen,26065,CB,GA STATE,12,0,0,175,48.3,0,0,1,0.3,0.0,0,0,0.0,0,288,1,0,0,49.4,0,0,0,0.0,,0,,0,95,0,0
Drew Lewis,26073,LB,COLORADO,12,1,0,143,69.7,8,20,124,28.9,16.9,21,3,12.9,2,450,130,30,1,69.0,5,10,71,45.6,18.3,13,12.0,1,169,77,16
Richard King,26078,DI,COLO STATE,12,2,0,144,58.0,1,5,220,100.0,2.3,5,1,2.3,2,229,229,8,2,65.6,1,5,89,100.0,5.6,5,5.6,2,93,93,8
Twazanga Mugala,26137,ED,DUKE,5,0,0,154,57.9,0,0,17,100.0,0.0,0,0,5.9,1,18,18,1,0,59.8,0,0,10,100.0,0.0,0,10.0,1,11,11,1
Tre Hornbuckle,26138,ED,DUKE,12,0,0,154,59.4,6,15,231,99.6,6.5,15,0,5.4,2,244,243,23,0,60.5,2,8,82,100.0,11.0,9,7.3,1,86,86,11
Trevon McSwain,26142,DI,DUKE,12,0,0,154,74.0,0,13,131,98.6,11.5,15,1,6.5,2,141,139,15,0,69.4,0,9,61,100.0,16.4,10,9.0,1,63,63,10
Jordan Hayes,26143,S,DUKE,12,0,0,154,57.3,0,2,14,4.4,0.0,0,1,14.3,1,321,14,3,0,56.3,0,1,3,2.2,0.0,0,16.7,0,138,3,1
Koby Quansah,26145,ED,DUKE,13,0,0,154,63.0,2,5,23,22.7,8.7,2,2,19.6,1,110,25,8,0,66.6,1,2,12,32.4,16.7,2,20.8,1,37,12,4
Dylan Singleton,26147,S,DUKE,7,0,0,154,72.3,1,1,9,10.2,11.1,1,0,11.1,0,108,11,2,0,82.2,1,1,3,6.4,33.3,1,33.3,0,47,3,2
Chris Love,26194,CB,E CAROLINA,11,0,0,156,59.1,0,0,1,0.5,0.0,0,0,0.0,0,206,1,0,0,,0,0,0,0.0,,0,,0,64,0,0
Shaun James,26196,DI,E CAROLINA,11,1,0,156,58.8,0,3,99,96.3,6.1,6,0,1.5,0,109,105,3,0,53.5,0,0,31,100.0,3.2,1,0.0,0,33,33,0
Colby Gore,26197,CB,E CAROLINA,10,0,0,156,67.8,0,0,3,1.1,33.3,1,2,33.3,1,273,3,1,0,58.3,0,0,1,1.2,0.0,0,0.0,0,84,1,0
Kendall Futrell,26199,ED,E CAROLINA,9,0,0,156,64.8,2,8,119,94.7,5.0,6,0,5.0,1,132,125,11,0,71.9,1,5,41,100.0,7.3,3,9.8,1,41,41,7
Michael Swift,26200,ED,E CAROLINA,2,0,0,156,57.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,59.6,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Devon Sutton,26202,CB,E CAROLINA,12,0,0,156,75.3,0,1,4,1.2,0.0,0,4,37.5,1,335,4,2,0,56.6,0,0,2,2.0,0.0,0,0.0,0,101,2,0
Gary Moore,26249,DI,MINNESOTA,12,2,0,225,71.8,2,4,133,100.0,6.8,9,1,3.0,1,145,145,7,2,81.5,0,3,51,100.0,11.8,6,4.9,1,56,56,4
Isaac Holder,26315,WR,E MICHIGAN,1,0,0,160,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Maxx Crosby,26316,ED,E MICHIGAN,12,2,0,160,90.4,12,34,284,99.3,18.7,53,5,11.6,10,300,298,56,0,89.7,4,17,80,98.9,27.5,22,16.9,3,91,90,24
Chris Hendricks,26332,DI,E MICHIGAN,11,0,0,160,62.4,0,2,45,100.0,4.4,2,0,4.4,1,49,49,3,0,72.6,0,2,8,100.0,25.0,2,25.0,1,11,11,3
