player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,year
Joe Jackson,44615,ED,MIAMI FL,13,1,0,220,85.5,11,31,286,95.7,16.4,47,3,11.5,12,305,292,54,0,,6,14,94,95.0,24.5,23,18.1,7,101,96,27,2019
Joe Kawulok,16997,ED,COLO STATE,13,2,0,144,59.6,3,16,322,100.0,6.5,21,2,4.5,5,341,341,24,0,56.1,1,5,106,100.0,5.7,6,4.7,2,116,116,8,2015
Joe Keels,48508,ED,BUFFALO,12,1,1,126,54.8,1,10,164,98.8,4.9,8,1,4.0,1,170,168,12,0,53.7,1,3,62,100.0,8.1,5,4.8,1,66,66,5,2016
Joe Massaquoi,22967,ED,MARSHALL,11,0,0,214,50.7,1,5,146,99.4,2.7,4,2,2.1,0,154,153,6,0,48.5,0,1,50,100.0,2.0,1,1.0,0,54,54,1,2015
Joe Mathis,50131,ED,WASHINGTON,6,1,0,340,84.6,4,21,114,81.1,19.3,22,3,15.4,5,148,120,30,0,78.8,1,10,44,90.4,27.3,12,17.0,2,52,47,13,2016
Joe Moore,131621,ED,ARIZONA ST,12,0,0,110,64.5,7,22,278,98.3,10.1,28,1,5.9,2,300,295,31,0,62.9,3,8,104,96.5,13.5,14,5.3,0,115,111,11,2022
Joe Ostman,48487,ED,C MICHIGAN,11,0,0,134,91.3,9,31,331,98.6,17.8,59,2,10.3,14,359,354,54,0,85.4,6,10,93,100.0,21.5,20,14.0,5,102,102,21,2018
Joe Ozougwu,43676,ED,ARK STATE,12,1,0,113,84.9,4,19,345,99.7,11.3,39,1,5.7,8,368,367,31,0,90.2,2,11,102,100.0,18.6,19,13.2,7,111,111,20,2021
Joe Sanders,45442,ED,N ILLINOIS,13,5,1,254,70.5,5,11,201,100.0,9.0,18,4,4.5,1,209,209,17,3,66.4,3,4,72,100.0,11.1,8,4.9,0,73,73,7,2018
Joe Schobert,10733,ED,WISCONSIN,13,0,0,349,91.3,14,30,182,51.1,20.3,37,1,17.0,9,372,190,53,0,90.9,9,21,92,67.1,29.3,27,20.7,4,143,96,34,2015
Joel Dublanko,43990,LB,CINCINNATI,14,0,0,138,71.4,9,22,127,36.1,12.6,16,0,18.5,8,374,135,39,0,63.3,3,5,42,62.9,14.3,6,11.9,1,70,44,9,2021
Joel Iyiegbuniwe,51221,LB,W KENTUCKY,13,1,0,346,68.3,0,15,92,23.3,10.9,10,2,11.4,3,404,94,18,0,60.9,0,6,44,32.1,13.6,6,9.1,1,140,45,7,2018
Joey Alfieri,50286,ED,STANFORD,10,0,0,300,63.1,6,6,174,68.2,8.0,14,0,6.3,5,264,180,17,0,,1,4,62,72.2,12.9,8,8.9,3,90,65,8,2019
Joey Bosa,10637,ED,OHIO STATE,12,1,0,260,90.4,21,42,330,94.8,20.9,69,8,11.7,7,366,347,70,0,91.4,7,24,119,96.2,34.5,41,17.2,5,131,126,36,2015
Joey Noble,101190,ED,NEW MEXICO,12,1,2,241,82.6,15,29,321,96.3,14.0,45,7,8.7,6,354,341,50,1,85.2,6,13,102,95.0,21.6,22,11.3,2,120,114,21,2021
Joey Petersen,144553,ED,IOWA STATE,13,1,1,193,56.7,2,17,272,99.3,5.5,15,2,4.6,3,293,291,22,0,57.7,0,9,50,98.1,16.0,8,9.0,0,52,51,9,2023
Joey Zelinsky,157453,ED,E MICHIGAN,12,2,0,160,71.6,1,14,158,98.3,8.9,14,3,5.4,1,178,175,16,0,78.5,0,8,50,98.2,16.0,8,10.0,1,55,54,9,2024
John Hines Jr.,82174,ED,TROY,12,0,0,318,58.8,1,8,165,96.1,4.8,8,0,3.3,1,181,174,10,0,59.4,0,3,56,98.4,8.9,5,4.5,1,61,60,4,2021
John Kenny,49737,LB,ARIZONA,12,0,0,109,56.0,3,3,124,57.3,1.6,2,1,2.4,0,234,134,6,0,53.7,1,1,51,83.3,2.0,1,2.0,0,66,55,2,2016
John McCartan,81357,ED,OREGON ST,13,0,0,265,66.0,1,14,183,64.7,10.4,19,3,7.9,7,292,189,22,0,67.1,0,11,86,68.2,14.0,12,14.5,7,129,88,18,2023
John Morgan III,76865,ED,ARKANSAS,11,0,1,111,71.9,5,4,104,88.3,12.5,13,1,5.3,1,128,113,10,0,64.9,2,2,44,94.2,11.4,5,4.5,0,52,49,4,2023
John Nelson,147520,ED,BYU,13,3,0,128,72.4,5,19,235,99.6,14.0,33,1,6.4,3,252,251,27,0,69.9,4,8,70,100.0,20.0,14,11.4,2,72,72,14,2022
John Pius,142424,ED,WISCONSIN,12,0,0,349,86.2,2,26,158,88.5,23.4,37,2,10.1,2,191,169,30,0,89.2,1,20,94,89.3,30.9,29,12.2,1,112,100,22,2024
John Stepec,49624,ED,TOLEDO,13,4,0,316,73.0,16,26,374,100.0,10.7,40,2,7.2,6,396,396,48,1,79.0,8,15,137,100.0,18.2,25,11.3,4,145,145,27,2016
John Waggoner,82292,ED,IOWA,13,0,0,192,59.2,3,13,216,97.3,6.9,15,0,4.6,2,226,220,18,0,72.2,3,9,67,95.8,19.4,13,11.9,2,71,68,14,2022
John Ward,100505,ED,S JOSE ST,13,1,0,285,56.2,4,12,279,99.7,6.1,17,3,3.9,3,295,294,19,0,53.9,1,7,87,100.0,5.7,5,5.7,1,91,91,9,2024
John Youngblood,48424,ED,OLE MISS,8,0,0,226,63.0,3,16,187,95.5,7.0,13,0,5.1,0,202,193,19,0,64.6,1,8,65,94.4,12.3,8,6.9,0,71,67,9,2016
Johnathan Calvin,12106,ED,MISS STATE,13,0,0,227,68.9,4,21,298,89.2,11.1,33,4,6.2,6,343,306,31,0,76.6,1,13,104,91.3,19.2,20,9.6,3,115,105,17,2016
Johnny Hodges,121850,LB,TCU,14,0,0,305,59.6,4,9,79,18.6,7.6,6,2,10.8,2,440,82,15,0,57.0,1,5,50,60.0,8.0,4,8.0,1,85,51,7,2022
Johnny Walker Jr.,124221,ED,MISSOURI,13,0,0,229,77.9,6,34,272,95.9,15.4,42,0,11.0,10,296,284,50,0,79.9,2,21,95,98.0,24.2,23,17.4,5,102,100,28,2024
Jon Sanchez,17534,ED,S DIEGO ST,14,1,0,284,56.7,2,11,342,94.2,4.1,14,1,3.1,4,379,357,17,0,53.4,1,6,114,93.2,5.3,6,3.1,0,132,123,7,2015
Jon-Michael Terry,43635,ED,OKLAHOMA,10,1,0,261,59.5,2,6,134,67.6,4.5,6,0,4.5,2,213,144,10,0,61.4,2,3,49,87.9,10.2,5,7.1,1,58,51,6,2020
Jonah Elliss,146458,ED,UTAH,10,2,1,328,90.4,2,24,310,93.8,17.7,55,1,8.4,13,356,334,39,0,90.5,2,14,129,95.2,27.9,36,11.6,7,147,140,23,2023
Jonah Harper,42709,ED,BOWL GREEN,12,3,0,122,51.0,1,5,227,99.6,1.8,4,0,1.3,0,244,243,6,0,,0,2,103,99.1,3.9,4,1.0,0,113,112,2,2019
Jonah Kahahawai-Welch,75759,ED,HAWAII,12,3,0,180,62.1,4,11,191,83.3,6.8,13,1,5.5,3,240,200,18,2,57.1,1,6,71,83.1,5.6,4,6.3,1,89,74,8,2023
Jonah Laulu,75763,ED,OKLAHOMA,13,1,1,261,63.5,4,17,215,89.2,7.4,16,1,5.3,1,251,224,22,0,63.3,1,8,63,91.8,12.7,8,8.7,1,73,67,10,2022
Jonah Moi,28254,ED,OREGON,12,2,0,264,58.1,3,11,224,71.0,4.0,9,1,6.3,7,338,240,21,1,57.4,0,5,93,77.4,4.3,4,8.1,5,133,103,10,2018
Jonathan Allen,11772,ED,ALABAMA,14,1,0,103,72.3,8,26,311,100.0,10.9,34,0,7.7,7,322,322,41,1,77.0,3,19,133,100.0,17.3,23,12.0,5,138,138,27,2014
Jonathan Garvin,56703,ED,MIAMI FL,13,3,0,220,72.8,5,20,290,97.4,11.0,32,2,6.4,6,306,298,31,0,,3,6,90,100.0,18.9,17,10.6,5,92,92,14,2019
Jonathan Greenard,48407,ED,LOUISVILLE,13,0,0,210,66.5,2,18,246,89.5,9.8,24,1,6.9,7,287,257,27,0,72.4,2,11,88,94.8,18.2,16,13.1,5,97,92,18,2018
Jonathan Johnson,18072,ED,CAL,9,0,0,130,64.4,4,12,178,99.5,6.7,12,0,6.7,4,187,186,20,0,70.0,2,9,55,100.0,20.0,11,11.8,1,56,56,12,2015
Jonathan Jones,14201,ED,DUKE,13,0,0,154,69.8,6,14,179,82.9,11.2,20,0,6.7,2,228,189,22,0,66.1,3,7,72,94.0,13.9,10,8.3,1,83,78,11,2014
Jonathan Kongbo,42433,ED,TENNESSEE,11,0,0,307,68.4,4,24,217,97.1,12.4,27,5,7.8,3,238,231,31,0,70.6,2,12,66,96.1,22.7,15,12.1,1,76,73,15,2018
Jonathan Ledbetter,18645,ED,GEORGIA,14,0,0,173,66.5,3,18,236,100.0,11.9,28,0,4.9,1,247,247,22,0,,1,10,94,100.0,18.1,17,5.9,0,98,98,11,2019
Jonathan Pace,76917,ED,UCONN,12,0,1,146,51.0,0,6,218,100.0,1.8,4,1,1.4,0,224,224,6,0,,0,2,67,100.0,3.0,2,1.5,0,69,69,2,2019
Jonathan Ross,153402,ED,USF,13,0,0,327,70.9,7,19,214,85.4,12.6,27,2,7.5,3,267,228,29,0,68.3,2,9,74,82.2,16.2,12,8.8,1,101,83,12,2023
Jonathan Willis,35816,LB,OREGON ST,12,0,0,265,61.2,2,9,107,33.8,9.3,10,0,7.9,3,355,120,14,0,63.7,1,6,46,55.4,13.0,6,14.1,3,92,51,10,2018
Jonathan Wilson,27127,ED,MEMPHIS,14,0,0,218,58.8,3,12,317,99.7,6.0,19,0,3.9,5,338,337,20,0,,2,3,89,100.0,10.1,9,7.3,4,94,94,9,2019
Jonathan Wynn,48459,ED,VANDERBILT,12,3,0,333,53.8,1,12,235,100.0,2.6,6,2,3.2,1,249,249,14,0,53.2,0,5,63,100.0,4.8,3,4.0,0,66,66,5,2016
Jonathon Cooper,43021,ED,OHIO STATE,8,1,0,260,90.4,8,22,217,97.0,18.4,40,1,8.3,3,235,228,33,1,90.4,6,13,86,95.7,26.7,23,13.4,2,94,90,21,2020
Jordan Botelho,122894,ED,NOTRE DAME,13,1,0,258,62.4,4,11,214,91.9,8.4,18,2,4.9,3,247,227,18,0,67.4,2,8,90,98.0,12.2,11,8.9,3,98,96,13,2023
Jordan Brailford,29695,ED,OKLA STATE,13,1,1,262,76.8,7,26,337,85.8,11.6,39,3,7.0,7,423,363,40,0,,2,18,126,95.3,17.5,22,11.1,4,148,141,24,2019
Jordan Burch,124227,ED,OREGON,10,4,0,264,81.3,2,20,236,98.0,15.7,37,1,8.9,10,251,246,32,2,86.8,2,11,96,96.2,22.9,22,14.1,7,106,102,20,2024
Jordan Campbell,173229,ED,RICE,10,0,0,275,59.0,2,8,68,92.5,11.8,8,0,8.8,1,80,74,11,0,62.4,2,4,41,91.3,12.2,5,9.8,1,46,42,7,2023
Jordan Davis,124163,ED,MISS STATE,11,0,1,227,59.8,2,11,122,96.9,8.2,10,3,5.3,0,131,127,13,0,58.6,0,9,48,96.2,12.5,6,9.4,0,53,51,9,2022
Jordan DeWalt-Ondijo,9746,ED,DUKE,13,0,1,154,81.0,5,25,219,81.6,14.6,32,4,9.6,6,282,230,36,0,76.3,3,12,87,94.0,21.8,19,10.9,2,100,94,17,2014
Jordan Domineck,77116,ED,COLORADO,12,1,0,143,70.1,5,18,239,73.9,11.3,27,2,6.5,4,345,255,27,0,68.6,4,10,77,82.0,19.5,15,10.4,1,100,82,15,2023
Jordan Ferguson,56995,ED,MIDDLE TN,13,5,1,224,75.0,6,34,440,96.5,10.9,48,5,6.6,9,479,462,49,0,71.3,2,19,144,94.9,18.1,26,10.8,5,158,150,26,2022
Jordan Flack,58034,ED,NEW MEXICO,12,0,0,241,53.7,2,2,189,75.9,3.7,7,0,2.1,2,270,205,6,0,,2,2,82,89.9,6.1,5,2.4,0,99,89,4,2019
Jordan Fox,42554,ED,STANFORD,12,0,0,300,63.9,0,7,128,63.0,9.4,12,3,2.7,0,211,133,7,0,69.5,0,5,60,79.5,15.0,9,4.2,0,78,62,5,2021
Jordan Guest,28241,ED,FIU,11,0,0,166,56.3,0,4,97,98.1,5.2,5,0,3.1,1,108,106,5,0,59.4,0,4,43,97.8,9.3,4,7.0,1,46,45,5,2018
Jordan Harold,35371,ED,MISSOURI,13,0,0,229,59.9,2,15,276,95.4,5.8,16,2,4.2,3,306,292,20,0,69.9,1,11,73,97.5,16.4,12,11.0,2,80,78,14,2018
Jordan Iosefa,43996,ED,USC,12,3,0,326,54.8,0,5,180,65.2,2.2,4,0,3.1,3,293,191,8,0,,0,2,58,70.0,1.7,1,6.9,3,90,63,5,2019
Jordan Jackson,56957,ED,AIR FORCE,12,2,0,101,65.3,4,23,355,99.7,9.0,32,1,4.9,4,370,369,31,0,,3,11,101,99.0,17.8,18,8.9,2,105,104,16,2019
Jordan Jenkins,10717,ED,GEORGIA,12,0,0,173,72.1,6,21,215,89.4,14.0,30,1,8.1,4,246,220,31,0,79.2,1,14,80,96.6,22.5,18,13.1,3,87,84,18,2015
Jordan Kunaszyk,38548,LB,CAL,13,0,1,130,69.2,7,12,91,20.7,8.8,8,1,15.9,5,464,96,24,0,,4,6,49,29.6,12.2,6,16.3,3,179,53,13,2019
Jordan Lawson,122647,ED,LA LAFAYET,14,1,0,207,64.2,7,16,292,94.7,8.6,25,0,5.7,5,320,303,28,1,64.8,4,11,130,94.4,9.2,12,9.6,5,143,135,20,2024
Jordan Mack,51337,LB,VIRGINIA,13,0,0,335,71.9,2,12,131,34.7,9.2,12,1,9.2,5,401,139,19,0,65.1,1,7,57,45.3,12.3,7,7.0,0,137,62,8,2018
Jordan Miles,138017,ED,KENNESAW,12,0,0,200,62.5,5,21,319,100.0,7.8,25,0,5.6,5,328,328,31,0,70.1,2,6,67,100.0,19.4,13,7.5,1,69,69,9,2024
Jordan Norman,172311,ED,S ALABAMA,13,2,1,288,67.4,3,20,249,98.4,9.6,24,2,5.4,2,256,252,25,0,67.0,1,11,78,100.0,12.8,10,9.0,1,80,80,13,2024
Jordan Pierce,16055,LB,AIR FORCE,13,0,0,101,70.0,6,15,118,24.7,5.1,6,0,14.8,7,494,122,28,0,61.4,3,7,47,29.2,6.4,3,14.9,2,161,47,12,2014
Jordan Revels,97672,ED,TEXAS ST,9,0,0,314,72.0,12,9,203,84.2,13.3,27,3,7.1,4,265,223,25,0,75.1,6,7,72,92.9,20.8,15,11.8,2,84,78,15,2023
Jordan Robinson,33008,ED,KENT STATE,9,0,1,201,65.2,2,14,139,95.0,11.5,16,4,6.5,1,161,153,17,0,64.1,0,4,49,96.5,12.2,6,6.1,1,57,55,5,2018
Jordan Sherit,48442,ED,FLORIDA,9,0,0,163,62.9,1,13,114,99.2,7.9,9,1,9.6,4,123,122,18,0,66.7,1,7,49,100.0,14.3,7,14.3,3,55,55,11,2016
Jordan Silva,48601,ED,KENT STATE,12,1,0,201,55.6,4,9,236,99.6,4.7,11,2,3.6,2,256,255,15,0,,2,6,51,98.2,5.9,3,7.8,0,56,55,8,2019
Jordan Smith,43427,ED,UAB,9,1,1,321,91.4,16,29,230,91.4,22.2,51,5,12.0,5,269,246,50,0,91.8,5,18,79,96.7,30.4,24,17.1,2,91,88,25,2020
Jordan Sparkman,13003,ED,UNLV,8,0,0,325,58.8,2,15,171,100.0,8.8,15,3,5.6,1,179,179,18,0,65.2,0,14,73,100.0,17.8,13,9.6,0,73,73,14,2014
Jordan Strachan,55198,ED,S CAROLINA,12,0,1,289,63.7,8,9,253,93.6,7.9,20,3,5.3,5,280,262,22,0,66.4,6,5,91,97.9,13.2,12,8.2,2,97,95,13,2023
Jordan Thompson,145140,ED,RUTGERS,13,1,0,278,65.4,4,12,210,95.0,5.7,12,1,5.2,3,242,230,19,1,61.8,3,5,90,96.2,10.0,9,6.7,2,106,102,10,2024
Jordan Walker,162919,ED,RUTGERS,13,0,0,278,74.1,4,14,205,97.7,17.6,36,0,6.3,4,219,214,22,0,75.8,3,11,114,99.2,22.8,26,9.6,4,119,118,18,2024
Jordan Willis,11828,ED,KANSAS ST,13,3,0,199,90.6,8,54,500,97.8,17.4,87,4,9.2,15,536,524,77,1,91.2,6,34,175,96.9,28.6,50,17.1,10,192,186,50,2016
Jordan Wright,57907,ED,KENTUCKY,12,2,2,202,67.2,3,14,155,51.1,7.1,11,4,8.1,4,321,164,21,1,64.1,1,5,69,74.7,11.6,8,7.2,2,95,71,8,2022
Jorden Starling,79217,ED,MIDDLE TN,13,1,0,224,57.2,2,7,254,97.8,4.3,11,1,2.6,2,272,266,11,0,58.8,1,1,74,98.8,8.1,6,2.7,1,80,79,3,2021
Josaiah Stewart,147092,ED,MICHIGAN,11,0,1,222,92.3,8,20,202,79.8,27.7,56,3,11.4,9,272,217,37,0,93.7,6,13,85,85.0,41.2,35,19.4,7,107,91,26,2024
Jose Ramirez,56323,ED,E MICHIGAN,12,1,1,160,90.5,7,33,312,98.8,19.2,60,6,9.6,10,339,335,50,0,91.8,1,19,116,100.0,30.2,35,14.7,7,127,127,27,2022
Joseph Adedire,157323,ED,TEXAS TECH,12,0,0,315,58.8,3,8,228,79.1,6.1,14,0,2.9,1,306,242,12,0,62.3,1,5,77,84.0,11.7,9,5.2,1,100,84,7,2023
Joseph Anderson,100939,ED,TULSA,12,0,0,320,62.0,1,15,269,100.0,8.2,22,1,4.5,4,279,279,20,0,67.2,1,3,48,100.0,12.5,6,6.3,1,50,50,5,2022
Joseph Head Jr.,172544,ED,MISS STATE,12,0,0,227,58.6,1,3,104,100.0,7.7,8,0,2.9,1,110,110,5,0,61.8,0,2,44,100.0,13.6,6,4.5,1,47,47,3,2024
Joseph Mason,122684,ED,LA TECH,9,0,0,208,64.7,0,8,115,91.7,10.4,12,0,4.3,1,132,121,9,0,68.5,0,6,48,92.5,16.7,8,8.3,1,53,49,7,2022
Joseph Ossai,77205,ED,TEXAS,9,0,0,311,80.5,9,17,301,91.5,15.9,48,2,6.6,7,341,312,33,0,84.8,4,11,103,96.5,27.2,28,12.1,5,113,109,20,2020
Josh Black,44437,ED,SYRACUSE,11,0,0,304,60.2,0,8,261,98.6,5.4,14,1,2.3,2,282,278,10,0,66.4,0,7,90,97.1,10.0,9,6.1,2,102,99,9,2020
Josh Carr Jr.,79454,ED,SO MISS,12,1,0,296,77.2,1,15,172,83.1,11.6,20,0,6.4,3,219,182,19,1,84.6,0,10,60,83.5,21.7,13,11.7,2,79,66,12,2023
Josh Carraway,11982,ED,TCU,13,0,0,305,63.1,5,19,328,86.9,9.5,31,2,6.1,8,398,346,32,0,69.4,4,11,102,92.2,20.6,21,12.3,5,116,107,20,2016
Josh Celiscar,123738,ED,UCF,13,0,0,323,51.6,2,11,269,98.6,3.3,9,0,2.4,0,285,281,13,0,56.8,1,6,84,98.9,7.1,6,4.2,0,89,88,7,2023
Josh Corcoran,50231,ED,N ILLINOIS,12,0,0,254,66.3,2,14,319,94.7,8.5,27,1,5.6,10,358,339,26,0,,1,9,125,99.2,12.0,15,8.0,5,133,132,15,2019
Josh Croslen,56561,ED,BOWL GREEN,9,0,0,122,52.3,0,5,185,99.5,2.7,5,0,1.4,0,201,200,5,0,,0,2,81,100.0,2.5,2,1.2,0,91,91,2,2019
Josh Ehambe,26879,ED,KANSAS,10,1,0,198,52.2,2,2,161,87.4,1.9,3,0,3.1,3,199,174,7,0,54.0,1,1,47,98.0,4.3,2,6.4,2,51,50,4,2018
Josh Forrest,10824,LB,KENTUCKY,12,1,0,202,87.2,5,13,81,21.3,19.8,16,3,16.0,4,400,85,22,0,73.4,3,9,43,28.9,25.6,11,16.3,1,159,46,13,2015
Josh Hines-Allen,50235,ED,KENTUCKY,13,0,1,202,94.4,12,28,242,62.4,26.9,65,4,15.3,17,410,256,57,0,,8,18,123,72.8,34.1,42,21.1,13,180,131,39,2019
Josh Keyes,9943,LB,BOSTON COL,13,0,1,121,74.7,10,28,192,43.4,15.1,29,2,12.0,4,456,198,42,0,74.8,1,18,99,54.5,20.2,20,11.6,2,191,104,21,2014
Josh Lukusa,158025,ED,MIAMI OH,13,0,0,221,61.5,1,5,125,100.0,5.6,7,0,2.4,0,130,130,6,0,65.9,1,5,41,100.0,12.2,5,7.3,0,43,43,6,2024
Josh Maize,56707,ED,MIAMI OH,9,0,0,221,58.3,2,8,99,96.3,8.1,8,1,5.1,0,108,104,10,0,55.5,2,2,44,100.0,6.8,3,4.5,0,48,48,4,2018
Josh Paschal,57908,ED,KENTUCKY,12,0,0,202,81.3,4,28,369,98.0,15.4,57,0,6.0,6,397,389,38,0,82.3,3,13,117,96.1,24.8,29,8.5,2,129,124,18,2021
Josh Pearcy,97966,ED,RICE,12,0,0,275,61.8,6,11,219,72.5,7.3,16,0,5.7,4,309,224,21,0,62.7,3,5,70,81.8,12.9,9,10.0,3,88,72,11,2024
Josh Shirley,9986,ED,UNLV,13,1,0,325,59.1,1,11,162,97.7,8.6,14,0,5.6,3,172,168,15,0,56.0,0,5,69,100.0,10.1,7,6.5,2,71,71,7,2014
Josh Smith,35991,ED,VANDERBILT,12,2,0,333,56.5,3,8,229,86.2,5.2,12,3,4.1,4,283,244,15,0,,0,2,71,91.4,5.6,4,4.2,2,81,74,4,2019
Josh Sweat,50120,ED,FLORIDA ST,12,4,0,167,67.6,9,18,360,99.5,9.4,34,1,5.4,6,377,375,33,1,61.9,3,6,119,99.2,10.9,13,7.1,4,126,125,13,2018
Josh Ward,48546,ED,AKRON,12,0,1,102,72.0,1,17,215,100.0,9.8,21,1,5.6,3,228,228,21,0,,0,10,85,100.0,17.6,15,8.2,2,90,90,12,2019
Josh Webb,27578,ED,NAVY,11,0,0,237,53.0,3,5,190,98.5,3.2,6,1,2.1,0,198,195,8,0,,2,4,56,100.0,8.9,5,5.4,0,57,57,6,2019
Joshua Burnham,156977,ED,NOTRE DAME,14,1,0,258,61.0,3,8,194,94.4,7.2,14,1,3.9,2,214,202,13,0,60.1,0,2,70,92.6,10.0,7,2.9,1,81,75,3,2024
Joshua Josephs,163768,ED,TENNESSEE,13,2,1,307,86.4,3,17,177,86.9,15.8,28,3,6.8,2,214,186,22,0,77.7,2,11,85,93.8,20.0,17,8.8,1,96,90,14,2024
Joshua Kaindoh,56353,ED,FLORIDA ST,8,0,0,167,66.2,2,18,192,98.6,12.0,23,0,5.2,0,210,207,20,0,71.3,1,11,74,98.7,23.0,17,8.1,0,79,78,12,2020
Joshua Little,36130,ED,FIU,11,0,0,166,53.8,1,4,131,99.3,1.5,2,3,3.4,2,139,138,7,0,,0,3,58,100.0,3.4,2,4.3,1,60,60,4,2019
Joshua Posley,17847,ED,BALL ST,12,0,0,117,66.3,10,21,315,100.0,10.5,33,2,5.6,2,327,327,33,0,67.6,5,10,79,100.0,19.0,15,9.5,0,86,86,15,2016
Joshua Robinson,143928,ED,GA TECH,13,1,0,176,54.1,0,7,188,97.5,2.7,5,0,2.9,2,203,198,9,0,55.9,0,3,47,98.1,2.1,1,5.3,1,52,51,4,2024
Joshua Uche,27379,ED,MICHIGAN,12,0,1,222,83.2,1,11,91,90.7,20.9,19,2,14.3,7,107,97,19,0,,1,10,55,92.3,29.1,16,19.1,5,65,60,16,2019
Joshua Wheeler,50190,ED,N TEXAS,11,0,0,251,58.8,6,7,188,68.5,5.3,10,0,5.6,4,289,198,17,0,62.7,1,4,61,85.3,13.1,8,10.7,4,75,64,9,2018
Josiah Hall,29620,ED,WYOMING,12,0,0,351,60.7,3,4,111,99.1,6.3,7,0,4.1,1,114,113,8,0,61.8,1,2,43,100.0,7.0,3,5.8,1,44,44,4,2018
Josiah Tauaefa,49714,LB,UTSA,13,1,1,331,67.2,4,18,98,23.6,13.3,13,2,16.3,5,433,102,27,0,66.1,2,13,51,32.1,17.6,9,20.6,3,168,54,18,2016
Jovan Santos-Knox,19468,LB,UMASS,12,0,0,216,76.6,3,9,93,22.4,16.1,15,1,10.8,4,429,96,16,0,71.9,0,7,45,33.8,22.2,10,12.2,2,139,47,9,2015
Julian Huff,49859,LB,MINNESOTA,13,0,0,225,71.7,12,22,168,56.1,13.7,23,0,10.7,1,314,176,35,0,77.4,9,14,81,60.9,19.8,16,15.4,1,138,84,24,2016
Julian Jackson,50156,ED,WAKE,13,1,0,339,69.2,1,5,83,78.1,9.6,8,0,8.4,4,114,89,10,0,72.6,1,1,44,88.9,11.4,5,9.1,3,54,48,5,2016
Julian Okwara,44152,ED,NOTRE DAME,13,0,0,258,86.5,12,40,297,88.7,19.9,59,2,11.8,9,354,314,61,0,,5,24,124,93.0,27.4,34,16.5,6,143,133,35,2019
Julian Pinnix-Odrick,48541,ED,RUTGERS,12,0,0,278,58.0,3,15,265,93.6,6.4,17,0,6.0,7,295,276,25,0,56.9,1,3,91,97.9,6.6,6,5.5,3,97,95,7,2016
Julien Obioha,11263,ED,TEXAS A&M,10,1,0,312,74.4,1,9,180,99.5,7.2,13,0,3.3,1,189,188,11,0,80.6,1,7,62,100.0,16.1,10,8.1,1,64,64,9,2015
Julius Coates,123950,ED,ARKANSAS,7,0,0,111,73.8,1,11,128,99.3,13.3,17,5,6.3,2,141,140,14,0,62.1,0,4,41,100.0,19.5,8,4.9,0,47,47,4,2020
Junior Gnonkonde,48760,ED,TROY,12,5,0,318,64.9,2,14,240,98.8,5.4,13,0,4.2,2,257,254,18,2,69.4,0,10,98,100.0,8.2,8,7.1,2,104,104,12,2016
Junior Joseph,50845,LB,UCONN,12,0,0,146,63.7,5,7,108,23.4,6.5,7,2,9.3,4,475,111,16,0,67.7,0,4,41,36.2,12.2,5,9.8,2,116,42,6,2018
Junior Sylvestre,9711,LB,TOLEDO,13,0,0,316,78.6,6,20,119,25.1,16.8,20,3,13.4,3,495,124,29,0,75.6,1,9,56,35.3,21.4,12,12.5,2,167,59,12,2014
Junior Tuihalamaka,156982,ED,NOTRE DAME,14,1,0,258,74.5,3,20,189,90.3,9.5,18,1,7.7,3,227,205,26,0,69.0,1,13,71,92.9,12.7,9,11.3,1,84,78,15,2024
Justice Finkley,157306,ED,TEXAS,14,0,0,311,58.8,1,8,146,80.9,6.8,10,1,4.5,2,188,152,11,0,63.2,1,2,43,83.6,11.6,5,5.8,1,55,46,4,2023
Justin Ademilola,82364,ED,NOTRE DAME,13,0,1,258,66.2,4,15,261,94.5,11.1,29,2,5.6,5,291,275,24,0,72.7,3,8,107,94.9,19.6,21,9.8,5,118,112,16,2022
Justin Arndt,49762,LB,W VIRGINIA,13,1,0,343,53.2,5,10,164,34.1,3.7,6,0,6.4,3,510,174,18,0,57.0,1,4,55,69.0,7.3,4,6.4,1,87,60,6,2016
Justin Brandon,48736,ED,BUFFALO,12,1,0,126,56.4,2,3,178,98.9,3.4,6,0,1.4,0,188,186,5,1,50.2,1,0,59,100.0,1.7,1,0.8,0,64,64,1,2015
Justin Eboigbe,98925,ED,ALABAMA,14,2,0,103,63.1,5,18,355,99.7,7.9,28,1,5.2,7,371,370,30,0,62.4,1,10,123,99.2,9.8,12,9.3,6,130,129,17,2023
Justin Ellis,56855,ED,GA SOUTHRN,13,1,0,174,79.7,4,25,409,93.5,12.5,51,1,5.0,6,463,433,35,0,90.1,1,15,133,90.7,23.3,31,9.0,4,162,147,20,2022
